RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
169,0,37340,Chase Wright,2.17,265,12200,0,2
171,0,34099,Harris English,2.16,289,13400,0
172,0,34261,Scott Langley,2.13,277,13000,0,1
173,0,46523,Joey Garber,2.09,209,10000,0,2
174,0,49298,Kramer Hickok,2.08,250,12000,0,1
175,0,24140,Sean O'Hair,2.06,88,4300,0,1
176,0,24357,K.J. Choi,1.99,70,3500,0,1
177,0,40115,Adam Svensson,1.94,223,11500,0
178,0,20229,Stewart Cink,1.93,160,8300,0
179,0,23983,Luke Donald,1.89,115,6100,0,1
179,0,29461,Jamie Lovemark,1.89,66,3500,0
181,0,29518,Brendan Steele,1.87,204,10900,0
182,0,30946,Alex Prugh,1.80,217,12100,0
182,0,26331,Charl Schwartzel,1.80,113,6300,0,1
184,0,37380,Curtis Luck,1.78,190,10700,0,1
184,0,32058,José de Jesús Rodríguez,1.78,187,10500,0
186,0,45609,Tyler Duncan,1.75,238,13600,0,1
187,0,49303,Anders Albertson,1.70,199,11700,0,1
187,0,30191,Julián Etulain,1.70,189,11100,0
189,0,35421,Brandon Harkins,1.69,225,13300,0,1
190,0,35532,Tom Hoge,1.66,252,15200,0,1
191,0,21407,Arjun Atwal,1.58,35,2200,0
192,0,29223,Sam Saunders,1.56,197,12600,0,1
193,0,06522,Ernie Els,1.55,142,9200,0
194,0,34306,John Chin,1.48,140,9500,0,1
194,0,23541,Ben Crane,1.48,95,6400,0,1
196,0,24781,Hunter Mahan,1.43,141,9900,0
197,0,20098,Stuart Appleby,1.42,16,1100,0
197,0,50526,Tom Lovelady,1.42,85,6000,0
199,0,32448,James Hahn,1.41,70,5000,0
200,0,31420,Anirban Lahiri,1.40,164,11700,0,1
201,0,06527,Steve Stricker,1.35,49,3600,0
202,0,24663,Y.E. Yang,1.31,22,1700,0
203,0,39327,Ben Silverman,1.30,143,11000,0
204,0,26289,Boo Weekley,1.29,53,4100,0
205,0,37278,Nicholas Lindheim,1.26,97,7700,0
205,0,25562,Andres Romero,1.26,44,3500,0
207,0,32816,Satoshi Kodaira,1.25,141,11250,0
208,0,32876,Martin Piller,1.21,78,6500,0
209,0,30926,Chris Kirk,1.16,95,8200,0
210,0,46501,Ollie Schniederjans,1.11,153,13800,0
211,0,20766,Padraig Harrington,1.10,61,5500,0
211,0,47990,Kyle Jones,1.10,133,12000,0
213,0,11123,Chris Couch,1.08,15,1400,0
213,0,30786,Brady Schnell,1.08,103,9500,0
215,0,47856,Seth Reeves,1.06,124,11700,0,1
216,0,28132,Tyrone Van Aswegen,.96,62,6500,0
217,0,20850,Daniel Chopra,.92,20,2200,0
217,0,22913,John Rollins,.92,16,1700,0
219,0,37454,Whee Kim,.90,118,13100,0,1
220,0,20104,Ken Duke,.89,3,300,0
220,0,39954,Cody Gribble,.89,111,12500,0
222,0,34213,Grayson Murray,.85,57,6700,0
223,0,20472,Alex Cejka,.84,88,10500,0
223,0,23353,J.J. Henry,.84,84,10000,0,1
225,0,28259,Sangmoon Bae,.82,85,10400,0
226,0,01226,Fred Couples,.81,13,1600,0
226,0,21731,Freddie Jacobson,.81,72,8900,0
226,0,01666,Bernhard Langer,.81,5,600,0
229,0,31416,Derek Fathauer,.75,45,6000,0
230,0,24358,Robert Garrigus,.72,34,4700,0
231,0,32334,Charlie Beljan,.70,12,1700,0
231,0,30750,Tommy Gainey,.70,12,1700,0
233,0,34174,John Huh,.68,44,6400,0
234,0,22378,Trevor Immelman,.67,11,1700,0
235,0,33461,Morgan Hoffmann,.63,35,5500,0
236,0,34409,David Lingmerth,.59,33,5500,0
237,0,30711,Colt Knost,.54,27,5000,0
237,0,24449,Parker McLachlin,.54,16,3000,0
239,0,37273,Derek Ernst,.48,4,900,0
240,0,10387,Chris Thompson,.46,39,8500,0
241,0,01677,Tom Lehman,.44,5,1100,0
242,0,10885,Robert Allenby,.41,7,1700,0
243,0,20572,Rod Pampling,.40,42,10400,0
244,0,20645,John Senden,.38,28,7200,0
245,0,23614,Rich Beem,.37,2,600,0
245,0,20160,Charlie Wi,.37,3,900,0
247,0,27933,John Merrick,.36,5,1500,0
248,0,12782,Tim Herron,.34,13,4000,0
249,0,08385,Omar Uresti,.28,3,1200,0
250,0,39975,Michael Kim,.26,34,13300,0
251,0,12510,Chad Campbell,.25,14,5500,0
251,0,25240,D.A. Points,.25,15,6100,0
253,0,10213,Dicky Pride,.22,2,1100,0
254,0,25720,Chad Collins,.20,14,6900,0
254,0,21753,Brian Davis,.20,8,3800,0
256,0,24846,Ricky Barnes,.19,9,4500,0
257,0,01249,John Daly,.17,2,1200,0
257,0,10423,Mike Weir,.17,7,4300,0
259,0,20094,Jonathan Kaye,.14,2,1200,0
260,0,22293,Heath Slocum,.13,2,1200,0
261,0,24507,Jason Bohn,.12,2,1500,0
261,0,46440,Smylie Kaufman,.12,3,2500,0
263,0,23638,Brendon de Jonge,.11,2,2000,0
264,0,46550,Brandon Hagy,.06,4,6300,0
265,0,24912,Will MacKenzie,.04,1,3400,0
