RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
1,0,36689,Brooks Koepka,160.403,2887.249
2,0,28237,Rory McIlroy,144.674,2314.784
3,0,23108,Matt Kuchar,121.734,2312.940
4,0,50525,Collin Morikawa,111.419,779.933
5,0,30925,Dustin Johnson,105.376,1686.018
6,0,48081,Xander Schauffele,103.230,1858.138
7,0,22405,Justin Rose,101.619,1422.664
8,0,08793,Tiger Woods,100.250,1002.502
9,0,35450,Patrick Cantlay,96.100,1729.799
10,0,33204,Shane Lowry,94.788,1137.451
11,0,29221,Webb Simpson,89.969,1619.433
12,0,56278,Matthew Wolff,85.962,601.733
13,0,31323,Gary Woodland,85.493,1795.343
14,0,46970,Jon Rahm,85.106,1446.797
15,0,32102,Rickie Fowler,81.826,1391.050
16,0,25364,Paul Casey,81.428,1628.569
17,0,25198,Francesco Molinari,81.048,1053.620
18,0,30911,Tommy Fleetwood,79.546,1193.187
19,0,26851,Marc Leishman,78.626,1415.270
20,0,24502,Adam Scott,74.954,1124.317
21,0,33448,Justin Thomas,73.378,1247.428
22,0,47959,Bryson DeChambeau,66.818,1202.724
23,0,29725,Tony Finau,58.123,1278.695
24,0,23320,Ryan Palmer,57.242,1087.589
25,0,21961,Charles Howell III,53.308,1279.397
26,0,26476,Chez Reavie,52.340,1308.506
27,0,01810,Phil Mickelson,50.145,902.617
28,0,29478,Kevin Kisner,49.909,1097.992
29,0,26329,Louis Oosthuizen,47.150,754.404
30,0,25818,Scott Piercy,46.580,1024.757
31,0,32839,Hideki Matsuyama,46.140,968.939
32,0,10809,Jim Furyk,45.536,865.188
33,0,28089,Jason Day,45.517,864.814
34,0,21209,Sergio Garcia,45.467,636.534
35,0,25396,Kevin Na,45.257,814.634
36,0,28775,Nate Lashley,44.022,836.427
37,0,24138,Ian Poulter,43.137,690.197
38,0,34256,Andrew Putnam,41.562,872.794
39,0,25900,Lucas Glover,41.166,946.825
40,0,30944,Jason Kokrak,40.687,854.417
41,0,25572,Graeme McDowell,40.516,729.287
42,0,27974,Sung Kang,39.435,985.863
43,0,29908,C.T. Pan,39.122,899.817
44,0,27649,Brandt Snedeker,38.921,934.102
45,0,26499,Rafa Cabrera Bello,38.643,695.568
46,0,39997,Corey Conners,38.485,962.135
47,0,49771,J.T. Poston,37.579,1014.629
48,0,28307,Matt Every,37.397,560.961
49,0,23621,Rory Sabbatini,37.298,895.159
50,0,33399,Adam Hadwin,37.177,817.891
51,0,39546,Keith Mitchell,36.822,883.732
52,0,32333,Kevin Tway,35.977,863.449
53,0,32366,Kevin Chappell,35.762,107.285
54,0,33948,Byeong Hun An,35.510,710.200
55,0,27141,J.B. Holmes,35.453,815.412
56,0,34360,Patrick Reed,35.177,773.885
57,0,21528,Henrik Stenson,34.843,522.639
58,0,29420,Billy Horschel,34.806,835.336
59,0,34363,Tyrrell Hatton,34.682,554.917
60,0,26596,Ryan Moore,34.508,690.159
61,0,39971,Sungjae Im,34.282,1097.033
62,0,29970,Dylan Frittelli,33.420,735.230
63,0,39977,Max Homa,32.267,742.150
64,0,31646,Emiliano Grillo,32.036,672.760
65,0,37455,Si Woo Kim,32.001,832.027
66,0,25804,Bubba Watson,31.778,572.011
67,0,33449,Zack Sucher,30.532,305.324
68,0,33141,Keegan Bradley,30.435,700.005
69,0,32640,Troy Merritt,29.973,569.489
