RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
1,0,36689,Brooks Koepka,2887,3,8,0
2,0,28237,Rory McIlroy,2315,2,12,572
3,0,23108,Matt Kuchar,2313,2,8,574
4,0,48081,Xander Schauffele,1858,2,5,1029
5,0,31323,Gary Woodland,1795,1,8,1092
6,0,35450,Patrick Cantlay,1730,1,8,1157
7,0,30925,Dustin Johnson,1686,1,7,1201
8,0,25364,Paul Casey,1629,1,6,1258
9,0,29221,Webb Simpson,1619,0,6,1268
10,0,46970,Jon Rahm,1447,1,10,1440
11,0,22405,Justin Rose,1423,1,6,1464
12,0,26851,Marc Leishman,1415,1,7,1472
13,0,32102,Rickie Fowler,1391,1,6,1496
14,0,26476,Chez Reavie,1309,1,5,1578
15,0,21961,Charles Howell III,1279,1,5,1608
16,0,29725,Tony Finau,1279,0,4,1608
17,0,33448,Justin Thomas,1247,0,5,1640
18,0,47959,Bryson DeChambeau,1203,1,5,1684
19,0,30911,Tommy Fleetwood,1193,0,6,1694
20,0,33204,Shane Lowry,1137,1,4,1750
21,0,24502,Adam Scott,1124,0,6,1763
22,0,29478,Kevin Kisner,1098,1,3,1789
23,0,39971,Sungjae Im,1097,0,7,1790
24,0,23320,Ryan Palmer,1088,1,6,1799
25,0,25198,Francesco Molinari,1054,1,3,1833
26,0,25818,Scott Piercy,1025,0,6,1862
27,0,49771,J.T. Poston,1015,1,3,1872
28,0,08793,Tiger Woods,1003,1,4,1884
29,0,27974,Sung Kang,986,1,4,1901
30,0,32839,Hideki Matsuyama,969,0,5,1918
31,0,39997,Corey Conners,962,1,3,1925
32,0,25900,Lucas Glover,947,0,6,1940
33,0,27649,Brandt Snedeker,934,0,4,1953
34,0,01810,Phil Mickelson,903,1,2,1984
35,0,29908,C.T. Pan,900,1,2,1987
36,0,23621,Rory Sabbatini,895,0,6,1992
37,0,39546,Keith Mitchell,884,1,3,2003
38,0,34256,Andrew Putnam,873,0,3,2014
39,0,10809,Jim Furyk,865,0,3,2022
40,0,28089,Jason Day,865,0,6,2022
41,0,32333,Kevin Tway,863,1,2,2024
42,0,30944,Jason Kokrak,854,0,5,2033
43,0,28775,Nate Lashley,836,1,2,2051
44,0,29420,Billy Horschel,835,0,4,2052
45,0,37455,Si Woo Kim,832,0,5,2055
46,0,33399,Adam Hadwin,818,0,5,2069
47,0,27141,J.B. Holmes,815,1,2,2072
48,0,25396,Kevin Na,815,1,3,2072
49,0,50525,Collin Morikawa,780,1,3,2107
50,0,34360,Patrick Reed,774,0,3,2113
51,0,26329,Louis Oosthuizen,754,0,4,2133
52,0,39977,Max Homa,742,1,2,2145
53,0,29970,Dylan Frittelli,735,1,1,2152
54,0,25572,Graeme McDowell,729,1,3,2158
55,0,35449,Adam Long,719,1,2,2168
56,0,34076,Joel Dahmen,716,0,2,2171
57,0,33948,Byeong Hun An,710,0,3,2177
58,0,33141,Keegan Bradley,700,0,3,2187
59,0,26499,Rafa Cabrera Bello,696,0,2,2191
60,0,24138,Ian Poulter,690,0,5,2197
61,0,26596,Ryan Moore,690,0,2,2197
62,0,31646,Emiliano Grillo,673,0,2,2214
63,0,23325,Vaughn Taylor,641,0,4,2246
64,0,52372,Cameron Champ,639,1,3,2248
65,0,21209,Sergio Garcia,637,0,5,2250
66,0,29926,Danny Lee,625,0,3,2262
67,0,45526,Abraham Ancer,622,0,3,2265
68,0,27214,Kevin Streelman,609,0,4,2278
69,0,34046,Jordan Spieth,605,0,3,2282
70,0,56278,Matthew Wolff,602,1,1,2285
71,0,25804,Bubba Watson,572,0,3,2315
72,0,32640,Troy Merritt,569,0,4,2318
73,0,12716,Charley Hoffman,567,0,2,2320
74,0,45486,Joaquin Niemann,566,0,4,2321
75,0,28307,Matt Every,561,0,2,2326
76,0,30978,Kiradech Aphibarnrat,558,0,3,2329
77,0,34363,Tyrrell Hatton,555,0,3,2332
78,0,31560,Brian Stuard,547,0,3,2340
79,0,35891,Cameron Smith,547,0,3,2340
80,0,27064,Jhonattan Vegas,538,0,3,2349
81,0,34098,Russell Henley,534,0,1,2353
82,0,34563,Chesson Hadley,532,0,3,2355
83,0,32150,Michael Thompson,527,0,4,2360
84,0,47347,Adam Schenk,524,0,3,2363
85,0,21528,Henrik Stenson,523,0,3,2364
86,0,27644,Brian Harman,509,0,4,2378
87,0,27129,Luke List,497,0,4,2390
88,0,29974,Branden Grace,495,0,2,2392
89,0,47504,Sam Burns,493,0,3,2394
90,0,51766,Wyndham Clark,491,0,3,2396
91,0,33486,Roger Sloan,489,0,3,2398
92,0,34021,Bud Cauley,482,0,2,2405
93,0,39324,J.J. Spaun,479,0,2,2408
94,0,27963,Chris Stroud,473,0,4,2414
95,0,29535,Brice Garnett,466,0,2,2421
96,0,35506,Mackenzie Hughes,466,0,2,2421
97,0,46402,Talor Gooch,463,0,2,2424
98,0,30110,Kyle Stanley,460,0,1,2427
99,0,27095,Nick Watney,460,0,3,2427
100,0,36699,Patrick Rodgers,459,0,1,2428
101,0,33419,Cameron Tringale,459,0,2,2428
102,0,37189,Harold Varner III,458,0,2,2429
103,0,37275,Sam Ryder,458,0,2,2429
104,0,32791,K.H. Lee,453,0,2,2434
105,0,30692,Scott Stallings,452,0,2,2435
106,0,33122,Russell Knox,452,0,2,2435
107,0,47993,Denny McCarthy,443,0,2,2444
108,0,19803,Ryan Armour,434,0,1,2453
109,0,29479,Scott Brown,433,0,4,2454
110,0,32139,Danny Willett,432,0,2,2455
111,0,49960,Sepp Straka,432,0,1,2455
112,0,22371,Aaron Baddeley,428,0,3,2459
113,0,33667,Carlos Ortiz,428,0,3,2459
114,0,34466,Peter Malnati,423,0,1,2464
115,0,26300,Matt Jones,423,0,2,2464
116,0,19846,Brian Gay,415,0,2,2472
117,0,25493,Nick Taylor,408,0,1,2479
118,0,32757,Patton Kizzire,406,0,1,2481
119,0,27936,Martin Laird,401,0,4,2486
120,0,49964,Aaron Wise,400,0,1,2487
121,0,35879,Kelly Kraft,399,0,3,2488
122,0,27895,Jonas Blixt,392,0,1,2495
123,0,33410,Andrew Landry,388,0,1,2499
124,0,48822,Sebastián Muñoz,383,0,3,2504
125,0,24361,Pat Perez,376,0,3,2511
