RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,01928,Corey Pavin,67.14,284,423
2,0,02104,Jeff Sluman,67.11,351,523
3,0,01201,Lennie Clements,64.86,288,444
4,0,07267,Allen Doyle,64.58,361,559
5,0,06613,Tommy Tolles,64.29,315,490
6,0,01527,Scott Hoch,64.09,323,504
7,0,01346,Ed Fiori,64.04,276,431
8,0,02010,Loren Roberts,63.97,261,408
9,0,01331,Rick Fehr,63.95,275,430
10,0,01381,Fred Funk,63.92,365,571
11,0,01378,David Frost,63.79,259,406
12,0,01891,David Ogrin,63.67,354,556
13,0,01157,Tom Byrum,63.53,284,447
14,0,01810,Phil Mickelson,63.48,219,345
15,0,10860,Justin Leonard,63.38,353,557
16,0,01748,Doug Martin,63.34,330,521
16,0,19913,Ron Whittaker,63.34,254,401
18,0,01706,Davis Love III,63.21,244,386
19,0,06066,Gary Rusnak,63.20,352,557
20,0,08931,Glen Day,63.18,338,535
21,0,10809,Jim Furyk,63.02,363,576
22,0,02267,D.A. Weibring,62.76,214,341
23,0,02146,Payne Stewart,62.70,279,445
24,0,02131,Mike Springer,62.67,324,517
25,0,01968,Nick Price,62.65,161,257
26,0,01975,Tom Purtzer,62.56,259,414
27,0,02115,Taylor Smith,62.33,316,507
28,0,02049,Gene Sauers,62.18,314,505
29,0,01414,Bob Gilder,61.90,333,538
30,0,12660,Jesper Parnevik,61.89,190,307
31,0,01920,Craig Parry,61.76,273,442
32,0,01677,Tom Lehman,61.71,216,350
33,0,02226,Tray Tyner,61.69,190,308
34,0,01960,Don Pooley,61.64,241,391
35,0,01313,Steve Elkington,61.43,180,293
36,0,01014,Fulton Allem,61.40,175,285
37,0,02101,Joey Sindelar,61.25,294,480
38,0,01724,Jeff Maggert,61.20,295,482
39,0,01577,Lee Janzen,61.18,312,510
40,0,20098,Stuart Appleby,61.13,335,548
41,0,01116,Michael Bradley,61.07,273,447
42,0,01329,Brad Faxon,61.06,287,470
43,0,07867,Woody Austin,61.03,354,580
44,0,01457,Jay Haas,60.99,258,423
44,0,02279,Mark Wiebe,60.99,258,423
46,0,01557,John Inman,60.95,320,525
47,0,06044,Scott Gump,60.94,312,512
47,0,01510,Nolan Henke,60.94,298,489
47,0,06012,Greg Kraft,60.94,323,530
50,0,02223,Bob Tway,60.89,218,358
51,0,08075,Jerry Kelly,60.71,323,532
52,0,01306,David Edwards,60.63,268,442
53,0,01797,Rocco Mediate,60.54,201,332
54,0,01943,Chris Perry,60.51,236,390
55,0,06124,Patrick Burke,60.50,242,400
56,0,06567,Vijay Singh,60.43,284,470
