RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
57,0,01723,Andrew Magee,60.42,287,475
58,0,01196,Brian Claar,60.41,386,639
59,0,02206,David Toms,60.36,300,497
60,0,01226,Fred Couples,60.34,175,290
61,0,01945,Kenny Perry,60.19,254,422
62,0,01323,Brad Fabel,60.12,297,494
63,0,01487,Jeff Hart,60.05,230,383
64,0,01142,Bart Bryant,60.00,273,455
65,0,01132,Mark Brooks,59.96,334,557
65,0,01766,Billy Mayfair,59.96,283,472
67,0,02099,Scott Simpson,59.84,219,366
68,0,01887,Mark O'Meara,59.83,210,351
69,0,01701,Bob Lohr,59.77,361,604
69,0,01876,Greg Norman,59.77,156,261
71,0,01098,Jay Don Blake,59.63,294,493
72,0,01093,Ronnie Black,59.56,299,502
73,0,06522,Ernie Els,59.51,194,326
74,0,09011,David Duval,59.49,210,353
74,0,06332,Neal Lancaster,59.49,370,622
74,0,02023,Clarence Rose,59.49,282,474
77,0,01320,Bob Estes,59.40,259,436
78,0,01864,Larry Nelson,59.38,247,416
79,0,01996,Mike Reid,59.37,244,411
80,0,06140,Sean Murphy,59.33,299,504
81,0,01569,Peter Jacobsen,59.31,172,290
82,0,01042,Paul Azinger,59.24,234,395
83,0,01096,Phil Blackmar,59.22,350,591
84,0,02133,Craig Stadler,59.20,177,299
85,0,08385,Omar Uresti,59.07,329,557
86,0,01161,Mark Calcavecchia,59.04,284,481
86,0,02008,Lee Rinker,59.04,346,586
88,0,11032,Frank Lickliter II,59.02,301,510
89,0,02159,Curtis Strange,58.99,233,395
90,0,07235,John Morse,58.97,309,524
91,0,12782,Tim Herron,58.91,347,589
91,0,01783,Mark McCumber,58.91,152,258
93,0,01249,John Daly,58.87,249,423
94,0,01261,Jay Delsing,58.85,306,520
95,0,01823,Larry Mize,58.84,243,413
96,0,01203,Russ Cochran,58.82,290,493
97,0,02241,Bobby Wadkins,58.71,283,482
98,0,01307,Joel Edwards,58.69,314,535
99,0,01553,John Huston,58.68,267,455
100,0,01200,Keith Clearwater,58.66,298,508
101,0,06657,Steve Rintoul,58.62,323,551
102,0,01139,Olin Browne,58.56,301,514
103,0,06527,Steve Stricker,58.42,274,469
104,0,01175,Jim Carter,58.18,359,617
105,0,10215,Charlie Rymer,58.17,331,569
106,0,01040,Emlyn Aubrey,58.15,207,356
107,0,01235,Ben Crenshaw,58.10,190,327
108,0,02167,Mike Sullivan,58.02,282,486
109,0,20259,Hisayuki Sasaki,58.00,232,400
110,0,06090,Jim McGovern,57.97,302,521
111,0,01334,Keith Fergus,57.87,261,451
112,0,01072,Chip Beck,57.85,328,567
113,0,01133,Billy Ray Brown,57.84,273,472
114,0,01444,Ken Green,57.83,277,479
115,0,01374,Robin Freeman,57.78,375,649
116,0,06595,Kevin Sutherland,57.76,350,606
117,0,10213,Dicky Pride,57.74,291,504
118,0,06577,John Wilson,57.66,316,548
119,0,01219,John Cook,57.64,249,432
120,0,02214,Kirk Triplett,57.62,223,387
120,0,02256,Tom Watson,57.62,155,269
122,0,06617,Brian Henninger,57.61,280,486
123,0,01549,Mike Hulbert,57.59,334,580
124,0,01682,Wayne Levi,57.48,219,381
125,0,01707,Steve Lowery,57.44,328,571
126,0,01385,Jim Gallagher Jr.,57.32,227,396
127,0,02186,Brian Tennyson,57.23,281,491
128,0,01024,Billy Andrade,57.14,288,504
128,0,01837,Gil Morgan,57.14,192,336
130,0,12626,Joey Gullion,57.12,325,569
130,0,02218,Ted Tryba,57.12,353,618
132,0,02242,Lanny Wadkins,57.11,249,436
133,0,10585,Scott McCarron,57.09,294,515
134,0,01326,Nick Faldo,57.03,150,263
135,0,01435,Wayne Grady,56.98,196,344
136,0,08547,John Maginnes,56.91,280,492
137,0,01633,Tom Kite,56.83,183,322
138,0,01475,Donnie Hammond,56.73,198,349
139,0,08993,Franklin Langham,56.70,347,612
139,0,01761,Len Mattiace,56.70,296,522
141,0,01006,John Adams,56.62,248,438
142,0,02135,Mike Standly,56.57,267,472
143,0,10203,Bryan Gorman,56.46,271,480
144,0,10569,Mike Brisky,56.44,298,528
145,0,01603,Jeff Julian,56.39,269,477
146,0,01604,Steve Jurgensen,56.38,318,564
147,0,01599,Steve Jones,56.37,270,479
148,0,06064,Jeff Gallagher,56.28,309,549
149,0,06034,Marco Dawson,56.26,283,503
150,0,06214,Guy Boros,56.15,315,561
151,0,19883,Joe Daley,56.05,264,471
152,0,02171,Mike Swartz,55.74,262,470
153,0,02246,Duffy Waldorf,55.67,221,397
154,0,07087,Hugh Royer III,55.65,315,566
155,0,02245,Grant Waite,55.44,214,386
156,0,06599,John Elliott,55.43,194,350
157,0,01771,Blaine McCallister,55.40,272,491
158,0,01971,Dillard Pruitt,55.34,233,421
159,0,01938,David Peoples,55.33,218,394
160,0,10505,Shane Bertsch,55.30,287,519
161,0,20095,Carl Paulson,55.18,293,531
162,0,01143,Brad Bryant,55.01,225,409
163,0,10425,Jay Williamson,54.97,282,513
164,0,06036,Scott Dunlap,54.88,242,441
165,0,06315,Pete Jordan,54.85,226,412
166,0,01408,Kelly Gibson,54.81,342,624
167,0,02321,Fuzzy Zoeller,54.58,137,251
168,0,01156,Curt Byrum,54.51,151,277
169,0,01958,Dan Pohl,54.46,177,325
170,0,06643,Paul Goydos,54.43,264,485
170,0,02303,Robert Wrenn,54.43,252,463
172,0,01388,Robert Gamez,54.29,234,431
173,0,01361,Dan Forsman,54.25,198,365
174,0,08375,Paul Stankowski,54.07,246,455
175,0,01060,Dave Barr,54.04,174,322
175,0,07101,Dave Stockton Jr.,54.04,308,570
177,0,01068,Andy Bean,54.01,256,474
177,0,01905,Joe Ozaki,54.01,209,387
179,0,10649,Tom Scherrer,53.56,293,547
180,0,01035,Tommy Armour III,53.41,180,337
181,0,08337,Mike Heinen,53.29,275,516
182,0,01607,Brian Kamm,53.15,321,604
183,0,01185,Brandel Chamblee,52.71,214,406
184,0,02106,Chris Smith,51.78,262,506
185,0,20051,Joe Acosta Jr.,51.42,217,422
186,0,02201,Jim Thorpe,51.28,160,312
187,0,01725,John Mahaffey,50.90,198,389
188,0,02170,Hal Sutton,50.76,234,461
189,0,20505,Lucas Parsons,50.00,188,376
190,0,12781,Scott Medlin,49.40,165,334
