RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 3 BIRDIES OR BETTER,PAR 3 HOLES
1,0,01823,Larry Mize,20.22,56,277
2,0,01905,Joe Ozaki,18.88,47,249
3,0,06577,John Wilson,18.30,71,388
4,0,02214,Kirk Triplett,17.98,73,406
5,0,01235,Ben Crenshaw,17.57,55,313
6,0,02223,Bob Tway,17.43,65,373
7,0,01201,Lennie Clements,17.20,65,378
8,0,01968,Nick Price,17.19,44,256
9,0,01326,Nick Faldo,17.08,48,281
10,0,10809,Jim Furyk,16.99,71,418
11,0,02159,Curtis Strange,16.91,57,337
12,0,01928,Corey Pavin,16.83,52,309
13,0,01723,Andrew Magee,16.67,59,354
14,0,08931,Glen Day,16.62,61,367
15,0,01143,Brad Bryant,16.49,63,382
16,0,01457,Jay Haas,16.48,58,352
17,0,01943,Chris Perry,16.19,57,352
18,0,01093,Ronnie Black,16.12,59,366
19,0,01334,Keith Fergus,15.96,53,332
20,0,01226,Fred Couples,15.91,35,220
21,0,01945,Kenny Perry,15.61,59,378
22,0,01549,Mike Hulbert,15.55,65,418
22,0,02218,Ted Tryba,15.55,65,418
24,0,01577,Lee Janzen,15.49,59,381
25,0,06090,Jim McGovern,15.40,61,396
26,0,01960,Don Pooley,15.31,47,307
27,0,01306,David Edwards,15.28,46,301
27,0,01320,Bob Estes,15.28,55,360
29,0,06012,Greg Kraft,15.20,62,408
30,0,01971,Dillard Pruitt,15.16,47,310
31,0,08537,J.P. Hayes,15.15,50,330
32,0,02049,Gene Sauers,15.07,44,292
33,0,01607,Brian Kamm,15.03,55,366
34,0,01837,Gil Morgan,14.98,43,287
35,0,10569,Mike Brisky,14.97,53,354
36,0,01553,John Huston,14.95,48,321
37,0,06791,Mark Wurtz,14.91,51,342
38,0,06613,Tommy Tolles,14.86,48,323
39,0,06197,Michael Allen,14.83,35,236
40,0,01374,Robin Freeman,14.72,58,394
41,0,01920,Craig Parry,14.66,45,307
42,0,01096,Phil Blackmar,14.65,46,314
42,0,01527,Scott Hoch,14.65,58,396
42,0,01707,Steve Lowery,14.65,63,430
45,0,08337,Mike Heinen,14.57,51,350
46,0,06641,Jeff Leonard,14.53,43,296
47,0,01992,Don Reese,14.52,45,310
48,0,02104,Jeff Sluman,14.49,60,414
49,0,02133,Craig Stadler,14.39,40,278
50,0,01468,Gary Hallberg,14.38,45,313
51,0,01313,Steve Elkington,14.34,40,279
