RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,01042,Paul Azinger,91.2,1368,15
2,0,10585,Scott McCarron,105.7,1374,13
3,0,01006,John Adams,112.2,1458,13
4,0,01408,Kelly Gibson,113.6,1818,16
5,0,01706,Davis Love III,114.4,1602,14
6,0,06613,Tommy Tolles,118.3,1420,12
7,0,01226,Fred Couples,121.5,972,8
8,0,06567,Vijay Singh,129.3,1422,11
9,0,01116,Michael Bradley,132.0,1584,12
9,0,01457,Jay Haas,132.0,1584,12
11,0,20051,Joe Acosta Jr.,132.2,1322,10
12,0,02133,Craig Stadler,138.0,1242,9
13,0,01361,Dan Forsman,138.6,1386,10
14,0,02135,Mike Standly,139.5,1674,12
15,0,01418,Bill Glasson,146.0,1314,9
16,0,12660,Jesper Parnevik,146.3,1170,8
17,0,01385,Jim Gallagher Jr.,148.5,1782,12
18,0,01096,Phil Blackmar,152.0,1368,9
19,0,01132,Mark Brooks,152.2,1674,11
20,0,01810,Phil Mickelson,156.0,1404,9
21,0,01161,Mark Calcavecchia,157.5,1890,12
22,0,01837,Gil Morgan,159.8,1278,8
22,0,02101,Joey Sindelar,159.8,1278,8
24,0,01553,John Huston,162.0,1458,9
24,0,01607,Brian Kamm,162.0,1620,10
26,0,20094,Jonathan Kaye,165.9,1161,7
27,0,06527,Steve Stricker,166.0,1494,9
28,0,02245,Grant Waite,168.0,1512,9
29,0,07867,Woody Austin,170.8,2050,12
30,0,01143,Brad Bryant,171.0,1710,10
31,0,01723,Andrew Magee,172.0,1548,9
32,0,01329,Brad Faxon,173.0,1557,9
33,0,08337,Mike Heinen,174.0,1566,9
34,0,09011,David Duval,178.0,1602,9
35,0,01599,Steve Jones,180.0,1440,8
36,0,01927,Dennis Paulson,184.5,1476,8
37,0,20095,Carl Paulson,186.0,1116,6
37,0,07101,Dave Stockton Jr.,186.0,1674,9
39,0,02170,Hal Sutton,188.0,1692,9
40,0,01890,Brett Ogle,189.5,1137,6
41,0,06577,John Wilson,190.0,1710,9
42,0,02239,Scott Verplank,191.3,1530,8
43,0,01707,Steve Lowery,192.6,1926,10
44,0,10215,Charlie Rymer,192.9,1350,7
45,0,02146,Payne Stewart,194.0,1746,9
46,0,10569,Mike Brisky,195.8,1566,8
47,0,01444,Ken Green,200.7,1204,6
48,0,02256,Tom Watson,201.6,1008,5
49,0,02104,Jeff Sluman,202.0,1818,9
50,0,02246,Duffy Waldorf,202.5,1620,8
51,0,06617,Brian Henninger,203.1,1422,7
52,0,02008,Lee Rinker,204.8,1638,8
53,0,01876,Greg Norman,208.8,1044,5
54,0,01569,Peter Jacobsen,209.3,1674,8
55,0,01334,Keith Fergus,210.9,1476,7
56,0,06315,Pete Jordan,212.4,1062,5
56,0,02242,Lanny Wadkins,212.4,1062,5
58,0,07235,John Morse,213.0,1278,6
59,0,02010,Loren Roberts,213.4,1494,7
60,0,06214,Guy Boros,218.3,1746,8
60,0,06090,Jim McGovern,218.3,1746,8
62,0,01098,Jay Don Blake,221.1,1548,7
63,0,02225,Howard Twitty,222.4,1557,7
64,0,06124,Patrick Burke,223.5,1341,6
65,0,01550,Ed Humenik,223.7,1566,7
66,0,01249,John Daly,225.0,1350,6
67,0,01331,Rick Fehr,228.0,1368,6
68,0,10809,Jim Furyk,229.5,1836,8
69,0,08931,Glen Day,233.3,1633,7
70,0,01133,Billy Ray Brown,234.0,1170,5
70,0,10425,Jay Williamson,234.0,1170,5
72,0,01035,Tommy Armour III,236.6,1656,7
72,0,01748,Doug Martin,236.6,1656,7
74,0,01968,Nick Price,237.6,1188,5
75,0,07721,Pat Bates,243.0,1458,6
76,0,02321,Fuzzy Zoeller,243.8,975,4
77,0,01926,Steve Pate,244.1,1709,7
78,0,01307,Joel Edwards,244.3,1710,7
79,0,01200,Keith Clearwater,246.6,1233,5
80,0,01175,Jim Carter,246.9,1728,7
80,0,08385,Omar Uresti,246.9,1728,7
82,0,10860,Justin Leonard,247.5,1980,8
83,0,01864,Larry Nelson,252.0,1008,4
84,0,01527,Scott Hoch,257.1,1800,7
84,0,02214,Kirk Triplett,257.1,1800,7
86,0,01313,Steve Elkington,257.2,1286,5
87,0,01975,Tom Purtzer,258.5,1034,4
88,0,06251,Chris DiMarco,264.0,1584,6
89,0,01306,David Edwards,266.4,1332,5
90,0,01185,Brandel Chamblee,268.2,1341,5
91,0,01024,Billy Andrade,270.0,1620,6
91,0,01093,Ronnie Black,270.0,1620,6
91,0,06522,Ernie Els,270.0,1080,4
91,0,06332,Neal Lancaster,270.0,1620,6
95,0,01156,Curt Byrum,272.6,1908,7
96,0,01320,Bob Estes,273.0,1638,6
97,0,01261,Jay Delsing,275.4,1377,5
98,0,01960,Don Pooley,277.2,1386,5
99,0,01905,Joe Ozaki,279.0,1116,4
100,0,01945,Kenny Perry,282.0,1692,6
101,0,01196,Brian Claar,288.0,1728,6
101,0,06575,Dudley Hart,288.0,1728,6
101,0,01619,Skip Kendall,288.0,1728,6
104,0,01374,Robin Freeman,291.0,1746,6
105,0,01725,John Mahaffey,291.6,1458,5
106,0,01677,Tom Lehman,292.5,1170,4
107,0,01142,Bart Bryant,295.2,1476,5
107,0,01388,Robert Gamez,295.2,1476,5
107,0,01458,Jerry Haas,295.2,1476,5
110,0,01766,Billy Mayfair,297.0,1782,6
111,0,01797,Rocco Mediate,297.7,893,3
112,0,02159,Curtis Strange,302.4,1512,5
112,0,06791,Mark Wurtz,302.4,1512,5
114,0,01938,David Peoples,306.0,918,3
115,0,01690,Bruce Lietzke,318.0,954,3
116,0,01771,Blaine McCallister,324.0,1620,5
117,0,01891,David Ogrin,327.6,1638,5
117,0,08375,Paul Stankowski,327.6,1638,5
119,0,01014,Fulton Allem,328.3,985,3
120,0,02094,Tony Sills,328.5,1314,4
121,0,06044,Scott Gump,334.8,1674,5
122,0,02223,Bob Tway,338.4,1692,5
123,0,01920,Craig Parry,342.0,1368,4
124,0,01887,Mark O'Meara,345.6,1728,5
124,0,06657,Steve Rintoul,345.6,1728,5
124,0,02241,Bobby Wadkins,345.6,1728,5
127,0,08717,Kawika Cotner,369.0,1476,4
127,0,06034,Marco Dawson,369.0,1476,4
129,0,02218,Ted Tryba,370.8,1854,5
130,0,06809,Bob Burns,373.5,1494,4
130,0,02267,D.A. Weibring,373.5,1494,4
132,0,01219,John Cook,375.8,1503,4
133,0,01685,J.L. Lewis,382.5,1530,4
134,0,02279,Mark Wiebe,384.0,1152,3
135,0,02167,Mike Sullivan,387.0,1548,4
136,0,01783,Mark McCumber,396.0,1188,3
137,0,02131,Mike Springer,400.3,1201,3
138,0,01266,Clark Dennis,414.0,1656,4
139,0,01201,Lennie Clements,418.5,1674,4
140,0,01823,Larry Mize,420.0,1260,3
140,0,01925,Jerry Pate,420.0,1260,3
142,0,01701,Bob Lohr,427.5,1710,4
143,0,01326,Nick Faldo,432.0,1296,3
143,0,01577,Lee Janzen,432.0,1728,4
143,0,06641,Jeff Leonard,432.0,1296,3
146,0,06012,Greg Kraft,450.0,1800,4
147,0,07569,Mark Carnevale,456.7,1370,3
148,0,01060,Dave Barr,474.0,1422,3
149,0,01235,Ben Crenshaw,480.0,1440,3
150,0,01724,Jeff Maggert,485.7,1457,3
151,0,06088,Steve Gotsche,486.0,1458,3
151,0,08537,J.P. Hayes,486.0,1458,3
153,0,01986,Joey Rassett,490.0,980,2
154,0,06643,Paul Goydos,490.5,1962,4
155,0,01705,Tim Loustalot,495.0,990,2
155,0,02190,Doug Tewell,495.0,990,2
157,0,06197,Michael Allen,513.0,1026,2
158,0,01040,Emlyn Aubrey,516.0,1548,3
159,0,01633,Tom Kite,522.0,1566,3
159,0,01943,Chris Perry,522.0,1566,3
161,0,01072,Chip Beck,558.0,1674,3
161,0,08563,Bruce Vaughan,558.0,1674,3
163,0,01129,Bill Britton,603.0,1206,2
164,0,01549,Mike Hulbert,612.0,1836,3
165,0,01378,David Frost,648.0,1296,2
166,0,01381,Fred Funk,672.0,2016,3
167,0,06386,Bill Porter,684.0,1368,2
168,0,01971,Dillard Pruitt,693.0,1386,2
169,0,01468,Gary Hallberg,702.0,1404,2
170,0,01928,Corey Pavin,711.0,1422,2
171,0,01475,Donnie Hammond,720.0,1440,2
172,0,02226,Tray Tyner,738.0,1476,2
173,0,02099,Scott Simpson,787.0,1574,2
174,0,01682,Wayne Levi,924.0,924,1
175,0,01996,Mike Reid,1116.0,1116,1
176,0,02148,Ray Stewart,1188.0,1188,1
177,0,01353,Bruce Fleisher,1242.0,1242,1
178,0,01330,David Feherty,1276.0,1276,1
179,0,01992,Don Reese,1350.0,1350,1
180,0,01203,Russ Cochran,1458.0,1458,1
180,0,01510,Nolan Henke,1458.0,1458,1
182,0,01414,Bob Gilder,1530.0,1530,1
182,0,02180,Harry Taylor,1530.0,1530,1
