RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,01408,Kelly Gibson,16
2,0,01042,Paul Azinger,15
3,0,01706,Davis Love III,14
4,0,01006,John Adams,13
4,0,10585,Scott McCarron,13
6,0,07867,Woody Austin,12
6,0,01116,Michael Bradley,12
6,0,01161,Mark Calcavecchia,12
6,0,01385,Jim Gallagher Jr.,12
6,0,01457,Jay Haas,12
6,0,02135,Mike Standly,12
6,0,06613,Tommy Tolles,12
13,0,01132,Mark Brooks,11
13,0,06567,Vijay Singh,11
15,0,20051,Joe Acosta Jr.,10
15,0,01143,Brad Bryant,10
15,0,01361,Dan Forsman,10
15,0,01607,Brian Kamm,10
15,0,01707,Steve Lowery,10
20,0,01096,Phil Blackmar,9
20,0,09011,David Duval,9
20,0,01329,Brad Faxon,9
20,0,01418,Bill Glasson,9
20,0,08337,Mike Heinen,9
20,0,01553,John Huston,9
20,0,01723,Andrew Magee,9
20,0,01810,Phil Mickelson,9
20,0,02104,Jeff Sluman,9
20,0,02133,Craig Stadler,9
20,0,02146,Payne Stewart,9
20,0,07101,Dave Stockton Jr.,9
20,0,06527,Steve Stricker,9
20,0,02170,Hal Sutton,9
20,0,02245,Grant Waite,9
20,0,06577,John Wilson,9
36,0,06214,Guy Boros,8
36,0,10569,Mike Brisky,8
36,0,01226,Fred Couples,8
36,0,10809,Jim Furyk,8
36,0,01569,Peter Jacobsen,8
36,0,01599,Steve Jones,8
36,0,10860,Justin Leonard,8
36,0,06090,Jim McGovern,8
36,0,01837,Gil Morgan,8
36,0,12660,Jesper Parnevik,8
36,0,01927,Dennis Paulson,8
36,0,02008,Lee Rinker,8
36,0,02101,Joey Sindelar,8
36,0,02239,Scott Verplank,8
36,0,02246,Duffy Waldorf,8
51,0,01035,Tommy Armour III,7
51,0,01098,Jay Don Blake,7
51,0,01156,Curt Byrum,7
51,0,01175,Jim Carter,7
51,0,08931,Glen Day,7
51,0,01307,Joel Edwards,7
51,0,01334,Keith Fergus,7
51,0,06617,Brian Henninger,7
51,0,01527,Scott Hoch,7
51,0,01550,Ed Humenik,7
51,0,20094,Jonathan Kaye,7
51,0,01748,Doug Martin,7
51,0,01926,Steve Pate,7
51,0,02010,Loren Roberts,7
51,0,10215,Charlie Rymer,7
51,0,02214,Kirk Triplett,7
51,0,02225,Howard Twitty,7
51,0,08385,Omar Uresti,7
69,0,01024,Billy Andrade,6
69,0,07721,Pat Bates,6
69,0,01093,Ronnie Black,6
69,0,06124,Patrick Burke,6
69,0,01196,Brian Claar,6
69,0,01249,John Daly,6
69,0,06251,Chris DiMarco,6
69,0,01320,Bob Estes,6
69,0,01331,Rick Fehr,6
69,0,01374,Robin Freeman,6
69,0,01444,Ken Green,6
69,0,06575,Dudley Hart,6
69,0,01619,Skip Kendall,6
69,0,06332,Neal Lancaster,6
69,0,01766,Billy Mayfair,6
69,0,07235,John Morse,6
69,0,01890,Brett Ogle,6
69,0,20095,Carl Paulson,6
69,0,01945,Kenny Perry,6
88,0,01133,Billy Ray Brown,5
88,0,01142,Bart Bryant,5
88,0,01185,Brandel Chamblee,5
88,0,01200,Keith Clearwater,5
88,0,01261,Jay Delsing,5
88,0,01306,David Edwards,5
88,0,01313,Steve Elkington,5
88,0,01388,Robert Gamez,5
88,0,06044,Scott Gump,5
88,0,01458,Jerry Haas,5
88,0,06315,Pete Jordan,5
88,0,01725,John Mahaffey,5
88,0,01771,Blaine McCallister,5
88,0,01876,Greg Norman,5
88,0,01887,Mark O'Meara,5
88,0,01891,David Ogrin,5
88,0,01960,Don Pooley,5
88,0,01968,Nick Price,5
88,0,06657,Steve Rintoul,5
88,0,08375,Paul Stankowski,5
88,0,02159,Curtis Strange,5
88,0,02218,Ted Tryba,5
88,0,02223,Bob Tway,5
88,0,02241,Bobby Wadkins,5
88,0,02242,Lanny Wadkins,5
88,0,02256,Tom Watson,5
88,0,10425,Jay Williamson,5
88,0,06791,Mark Wurtz,5
116,0,06809,Bob Burns,4
116,0,01201,Lennie Clements,4
116,0,01219,John Cook,4
116,0,08717,Kawika Cotner,4
116,0,06034,Marco Dawson,4
116,0,01266,Clark Dennis,4
116,0,06522,Ernie Els,4
116,0,06643,Paul Goydos,4
116,0,01577,Lee Janzen,4
116,0,06012,Greg Kraft,4
116,0,01677,Tom Lehman,4
116,0,01685,J.L. Lewis,4
116,0,01701,Bob Lohr,4
116,0,01864,Larry Nelson,4
116,0,01905,Joe Ozaki,4
116,0,01920,Craig Parry,4
116,0,01975,Tom Purtzer,4
116,0,02094,Tony Sills,4
116,0,02167,Mike Sullivan,4
116,0,02267,D.A. Weibring,4
116,0,02321,Fuzzy Zoeller,4
137,0,01014,Fulton Allem,3
137,0,01040,Emlyn Aubrey,3
137,0,01060,Dave Barr,3
137,0,01072,Chip Beck,3
137,0,07569,Mark Carnevale,3
137,0,01235,Ben Crenshaw,3
137,0,01326,Nick Faldo,3
137,0,01381,Fred Funk,3
137,0,06088,Steve Gotsche,3
137,0,08537,J.P. Hayes,3
137,0,01549,Mike Hulbert,3
137,0,01633,Tom Kite,3
137,0,06641,Jeff Leonard,3
137,0,01690,Bruce Lietzke,3
137,0,01724,Jeff Maggert,3
137,0,01783,Mark McCumber,3
137,0,01797,Rocco Mediate,3
137,0,01823,Larry Mize,3
137,0,01925,Jerry Pate,3
137,0,01938,David Peoples,3
137,0,01943,Chris Perry,3
137,0,02131,Mike Springer,3
137,0,08563,Bruce Vaughan,3
137,0,02279,Mark Wiebe,3
161,0,06197,Michael Allen,2
161,0,01129,Bill Britton,2
161,0,01378,David Frost,2
161,0,01468,Gary Hallberg,2
161,0,01475,Donnie Hammond,2
161,0,01705,Tim Loustalot,2
161,0,01928,Corey Pavin,2
161,0,06386,Bill Porter,2
161,0,01971,Dillard Pruitt,2
161,0,01986,Joey Rassett,2
161,0,02099,Scott Simpson,2
161,0,02190,Doug Tewell,2
161,0,02226,Tray Tyner,2
174,0,01203,Russ Cochran,1
174,0,01330,David Feherty,1
174,0,01353,Bruce Fleisher,1
174,0,01414,Bob Gilder,1
174,0,01510,Nolan Henke,1
174,0,01682,Wayne Levi,1
174,0,01992,Don Reese,1
174,0,01996,Mike Reid,1
174,0,02148,Ray Stewart,1
174,0,02180,Harry Taylor,1
184,0,10145,Tom Hearn,0
184,0,10213,Dicky Pride,0
184,0,02049,Gene Sauers,0
184,0,02111,Mike Smith,0
184,0,06048,Dicky Thompson,0
