RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,08793,Tiger Woods,57.83,144,249
2,0,01927,Dennis Paulson,49.00,171,349
3,0,09011,David Duval,48.12,115,239
4,0,06567,Vijay Singh,47.94,163,340
5,0,01810,Phil Mickelson,47.86,123,257
6,0,10585,Scott McCarron,47.23,145,307
7,0,11032,Frank Lickliter II,46.88,173,369
8,0,01249,John Daly,45.95,102,222
9,0,23621,Rory Sabbatini,45.55,128,281
10,0,20098,Stuart Appleby,45.36,137,302
11,0,12823,Carlos Franco,44.69,101,226
12,0,19881,Robert Damron,44.59,169,379
13,0,06599,John Elliott,44.21,126,285
14,0,01943,Chris Perry,44.05,185,420
15,0,01553,John Huston,43.80,106,242
16,0,01887,Mark O'Meara,43.39,82,189
17,0,10423,Mike Weir,43.15,148,343
18,0,08045,Perry Moss,42.86,111,259
19,0,01619,Skip Kendall,42.78,163,381
20,0,02206,David Toms,42.74,156,365
21,0,01723,Andrew Magee,42.57,126,296
22,0,06575,Dudley Hart,42.47,127,299
22,0,01569,Peter Jacobsen,42.47,110,259
22,0,02218,Ted Tryba,42.47,158,372
25,0,01706,Davis Love III,42.44,101,238
26,0,01920,Craig Parry,42.42,84,198
27,0,02146,Payne Stewart,42.29,96,227
28,0,01724,Jeff Maggert,42.21,111,263
29,0,01577,Lee Janzen,42.05,111,264
30,0,07749,Brett Quigley,41.71,88,211
31,0,12660,Jesper Parnevik,41.55,91,219
32,0,20029,Notah Begay III,41.54,135,325
33,0,21007,Gabriel Hjertstedt,41.47,141,340
34,0,07867,Woody Austin,41.40,142,343
35,0,02170,Hal Sutton,41.16,121,294
36,0,10885,Robert Allenby,41.08,122,297
37,0,01226,Fred Couples,41.05,78,190
38,0,21805,Harrison Frazar,41.02,137,334
39,0,01320,Bob Estes,40.88,148,362
40,0,21949,Joe Ogilvie,40.72,136,334
41,0,01329,Brad Faxon,40.59,97,239
42,0,01161,Mark Calcavecchia,40.57,129,318
43,0,01014,Fulton Allem,40.16,100,249
44,0,06595,Kevin Sutherland,39.94,137,343
45,0,12652,Cameron Beckman,39.93,113,283
46,0,20593,Greg Chalmers,39.90,152,381
47,0,06522,Ernie Els,39.80,78,196
47,0,02239,Scott Verplank,39.80,119,299
47,0,02246,Duffy Waldorf,39.80,119,299
50,0,02214,Kirk Triplett,39.73,118,297
51,0,08385,Omar Uresti,39.67,144,363
52,0,08547,John Maginnes,39.56,127,321
53,0,01042,Paul Azinger,39.53,102,258
54,0,20094,Jonathan Kaye,39.52,149,377
55,0,01418,Bill Glasson,39.35,109,277
56,0,01175,Jim Carter,39.27,130,331
57,0,20229,Stewart Cink,39.24,124,316
58,0,01797,Rocco Mediate,39.07,109,279
58,0,20127,Chris Riley,39.07,109,279
60,0,23349,Charles Warren,39.04,98,251
61,0,01527,Scott Hoch,39.02,135,346
62,0,06062,Charles Raulerson,39.00,140,359
63,0,06014,Eric Booker,38.96,127,326
64,0,11011,Mike Sposa,38.91,121,311
65,0,02106,Chris Smith,38.83,106,273
66,0,06036,Scott Dunlap,38.70,113,292
67,0,01323,Brad Fabel,38.67,116,300
68,0,06621,Joe Durant,38.66,104,269
69,0,08931,Glen Day,38.58,125,324
70,0,01040,Emlyn Aubrey,38.55,69,179
71,0,01096,Phil Blackmar,38.49,122,317
72,0,01378,David Frost,38.43,103,268
73,0,01381,Fred Funk,38.38,152,396
74,0,01945,Kenny Perry,38.33,110,287
75,0,12782,Tim Herron,38.26,119,311
76,0,01385,Jim Gallagher Jr.,38.25,109,285
77,0,01926,Steve Pate,38.22,120,314
78,0,19824,Craig Barlow,38.19,118,309
78,0,01707,Steve Lowery,38.19,131,343
80,0,01063,Ben Bates,38.15,132,346
81,0,08075,Jerry Kelly,37.99,144,379
82,0,02245,Grant Waite,37.97,131,345
83,0,01098,Jay Don Blake,37.96,123,324
84,0,11123,Chris Couch,37.74,97,257
84,0,02104,Jeff Sluman,37.74,140,371
86,0,01685,J.L. Lewis,37.72,129,342
87,0,01823,Larry Mize,37.71,89,236
88,0,01941,Tom Pernice Jr.,37.70,115,305
89,0,01035,Tommy Armour III,37.66,116,308
90,0,01331,Rick Fehr,37.65,96,255
91,0,01116,Michael Bradley,37.64,102,271
92,0,02101,Joey Sindelar,37.55,98,261
93,0,01677,Tom Lehman,37.50,96,256
94,0,06004,Stephen Ames,37.37,71,190
95,0,01766,Billy Mayfair,37.33,109,292
96,0,01072,Chip Beck,37.31,97,260
97,0,10809,Jim Furyk,37.22,115,309
98,0,20213,Katsumasa Miyamoto,37.21,80,215
99,0,08993,Franklin Langham,37.14,130,350
99,0,02133,Craig Stadler,37.14,65,175
101,0,10962,Bradley Hughes,37.09,125,337
102,0,08375,Paul Stankowski,37.05,103,278
103,0,01313,Steve Elkington,36.91,86,233
104,0,12645,Brent Geiberger,36.90,131,355
105,0,02010,Loren Roberts,36.84,112,304
106,0,02257,Brian Watts,36.82,102,277
107,0,07457,Steve Flesch,36.80,131,356
108,0,01093,Ronnie Black,36.68,73,199
109,0,01261,Jay Delsing,36.63,100,273
110,0,01127,Danny Briggs,36.60,97,265
111,0,02008,Lee Rinker,36.59,116,317
112,0,01185,Brandel Chamblee,36.50,96,263
113,0,07763,Doug Dunakey,36.48,112,307
114,0,01191,Barry Cheesman,36.36,124,341
115,0,06617,Brian Henninger,36.28,123,339
116,0,01282,Trevor Dodds,35.92,125,348
117,0,06527,Steve Stricker,35.89,89,248
118,0,01510,Nolan Henke,35.71,105,294
119,0,10860,Justin Leonard,35.52,119,335
120,0,01132,Mark Brooks,35.44,140,395
121,0,07753,Kevin Wentworth,35.43,90,254
122,0,01203,Russ Cochran,35.37,104,294
123,0,01549,Mike Hulbert,35.28,127,360
124,0,01928,Corey Pavin,35.27,97,275
125,0,01361,Dan Forsman,35.22,112,318
126,0,10649,Tom Scherrer,35.17,115,327
127,0,20099,Doug Barron,35.14,110,313
128,0,06012,Greg Kraft,35.03,117,334
129,0,08537,J.P. Hayes,34.95,115,329
130,0,23623,Bo Van Pelt,34.94,94,269
131,0,01761,Len Mattiace,34.89,112,321
132,0,06044,Scott Gump,34.83,116,333
