RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,08793,Tiger Woods,1.87,332,178
2,0,09011,David Duval,1.68,305,182
3,0,01706,Davis Love III,1.61,294,183
4,0,01943,Chris Perry,1.52,482,318
5,0,10860,Justin Leonard,1.48,368,249
6,0,06004,Stephen Ames,1.47,213,145
7,0,01320,Bob Estes,1.46,374,256
8,0,01381,Fred Funk,1.44,433,300
8,0,02170,Hal Sutton,1.44,338,234
10,0,20229,Stewart Cink,1.42,329,232
10,0,02010,Loren Roberts,1.42,326,230
10,0,06567,Vijay Singh,1.42,384,271
13,0,20094,Jonathan Kaye,1.41,401,284
14,0,02104,Jeff Sluman,1.40,365,260
15,0,11032,Frank Lickliter II,1.38,413,300
15,0,01968,Nick Price,1.38,198,144
15,0,01996,Mike Reid,1.38,230,167
15,0,02214,Kirk Triplett,1.38,313,227
19,0,06522,Ernie Els,1.34,202,151
19,0,10809,Jim Furyk,1.34,316,235
19,0,01619,Skip Kendall,1.34,412,307
22,0,01527,Scott Hoch,1.33,355,266
22,0,01810,Phil Mickelson,1.33,312,234
22,0,10649,Tom Scherrer,1.33,321,242
25,0,12782,Tim Herron,1.32,330,250
25,0,01724,Jeff Maggert,1.32,302,229
27,0,12645,Brent Geiberger,1.31,360,275
27,0,01927,Dennis Paulson,1.31,380,290
27,0,06595,Kevin Sutherland,1.31,329,251
30,0,06575,Dudley Hart,1.30,300,230
31,0,02206,David Toms,1.29,400,310
32,0,01677,Tom Lehman,1.28,258,202
32,0,08547,John Maginnes,1.28,324,254
32,0,02223,Bob Tway,1.28,315,247
32,0,10423,Mike Weir,1.28,364,284
36,0,01261,Jay Delsing,1.27,284,223
36,0,01361,Dan Forsman,1.27,313,246
36,0,10585,Scott McCarron,1.27,347,274
39,0,02146,Payne Stewart,1.26,244,193
40,0,20098,Stuart Appleby,1.25,320,256
40,0,08931,Glen Day,1.25,326,260
40,0,08993,Franklin Langham,1.25,348,278
43,0,06527,Steve Stricker,1.24,247,200
44,0,01098,Jay Don Blake,1.23,321,262
45,0,01945,Kenny Perry,1.22,287,235
46,0,07867,Woody Austin,1.21,358,296
46,0,01553,John Huston,1.21,259,214
46,0,01926,Steve Pate,1.21,322,267
49,0,20593,Greg Chalmers,1.20,385,320
49,0,01226,Fred Couples,1.20,210,175
49,0,06044,Scott Gump,1.20,304,254
52,0,01797,Rocco Mediate,1.19,285,240
52,0,08045,Perry Moss,1.19,243,204
52,0,12660,Jesper Parnevik,1.19,230,194
55,0,10885,Robert Allenby,1.18,289,244
55,0,01040,Emlyn Aubrey,1.18,184,156
55,0,01203,Russ Cochran,1.18,282,238
55,0,07457,Steve Flesch,1.18,349,296
55,0,12823,Carlos Franco,1.18,262,222
55,0,01418,Bill Glasson,1.18,263,222
55,0,01766,Billy Mayfair,1.18,275,234
55,0,02257,Brian Watts,1.18,279,236
63,0,01823,Larry Mize,1.17,237,203
63,0,02218,Ted Tryba,1.17,393,337
65,0,20029,Notah Begay III,1.16,355,307
65,0,01175,Jim Carter,1.16,317,273
65,0,06036,Scott Dunlap,1.16,288,249
65,0,02245,Grant Waite,1.16,328,282
65,0,02246,Duffy Waldorf,1.16,316,273
70,0,01035,Tommy Armour III,1.15,341,296
70,0,01533,P.H. Horgan III,1.15,323,280
70,0,01723,Andrew Magee,1.15,288,250
70,0,06078,Esteban Toledo,1.15,325,283
74,0,01042,Paul Azinger,1.14,250,219
74,0,06643,Paul Goydos,1.14,326,285
74,0,08537,J.P. Hayes,1.14,307,269
74,0,06315,Pete Jordan,1.14,280,246
74,0,08075,Jerry Kelly,1.14,385,337
74,0,01928,Corey Pavin,1.14,266,234
80,0,06599,John Elliott,1.13,288,254
80,0,01329,Brad Faxon,1.13,237,209
80,0,06617,Brian Henninger,1.13,350,310
80,0,21007,Gabriel Hjertstedt,1.13,347,307
80,0,10213,Dicky Pride,1.13,278,247
80,0,02133,Craig Stadler,1.13,176,156
86,0,01096,Phil Blackmar,1.12,300,268
86,0,01161,Mark Calcavecchia,1.12,338,302
86,0,06251,Chris DiMarco,1.12,325,291
86,0,21805,Harrison Frazar,1.12,327,293
90,0,01093,Ronnie Black,1.11,195,175
90,0,06014,Eric Booker,1.11,301,270
90,0,19881,Robert Damron,1.11,388,348
90,0,01577,Lee Janzen,1.11,300,270
90,0,01887,Mark O'Meara,1.11,199,179
90,0,20127,Chris Riley,1.11,293,264
96,0,01313,Steve Elkington,1.09,218,200
96,0,01378,David Frost,1.09,256,234
96,0,01569,Peter Jacobsen,1.09,256,234
96,0,01707,Steve Lowery,1.09,340,311
96,0,02239,Scott Verplank,1.09,287,263
101,0,01549,Mike Hulbert,1.08,345,319
101,0,06012,Greg Kraft,1.08,316,293
101,0,01941,Tom Pernice Jr.,1.08,296,274
101,0,08385,Omar Uresti,1.08,357,331
105,0,01157,Tom Byrum,1.07,290,272
105,0,06062,Charles Raulerson,1.07,333,312
107,0,01024,Billy Andrade,1.06,290,274
107,0,01771,Blaine McCallister,1.06,295,278
107,0,02101,Joey Sindelar,1.06,232,218
110,0,20099,Doug Barron,1.05,309,293
110,0,01457,Jay Haas,1.05,253,240
110,0,01748,Doug Martin,1.05,312,296
110,0,21949,Joe Ogilvie,1.05,321,306
114,0,01132,Mark Brooks,1.04,356,341
114,0,01282,Trevor Dodds,1.04,305,293
114,0,01323,Brad Fabel,1.04,298,286
114,0,07749,Brett Quigley,1.04,197,190
114,0,11011,Mike Sposa,1.04,304,291
119,0,01510,Nolan Henke,1.03,262,254
119,0,01599,Steve Jones,1.03,172,167
119,0,01685,J.L. Lewis,1.03,314,306
122,0,01388,Robert Gamez,1.02,188,185
122,0,02008,Lee Rinker,1.02,299,292
122,0,23621,Rory Sabbatini,1.02,295,290
125,0,01331,Rick Fehr,1.01,232,230
125,0,10425,Jay Williamson,1.01,267,264
127,0,19824,Craig Barlow,1.00,295,296
128,0,01185,Brandel Chamblee,.99,252,255
128,0,01219,John Cook,.99,240,242
128,0,20213,Katsumasa Miyamoto,.99,205,207
128,0,08375,Paul Stankowski,.99,261,264
128,0,06581,David Sutherland,.99,294,296
133,0,20498,Briny Baird,.98,250,254
133,0,01127,Danny Briggs,.98,235,239
133,0,01920,Craig Parry,.98,203,208
133,0,02279,Mark Wiebe,.98,232,236
137,0,07763,Doug Dunakey,.97,283,291
137,0,10962,Bradley Hughes,.97,326,337
137,0,06332,Neal Lancaster,.97,304,313
137,0,06140,Sean Murphy,.97,265,272
137,0,06613,Tommy Tolles,.97,265,272
142,0,23614,Rich Beem,.96,216,224
142,0,10569,Mike Brisky,.96,247,258
142,0,01249,John Daly,.96,215,225
142,0,01374,Robin Freeman,.96,252,262
146,0,01116,Michael Bradley,.95,248,262
146,0,06621,Joe Durant,.95,252,265
146,0,01761,Len Mattiace,.95,291,307
149,0,01063,Ben Bates,.94,308,327
149,0,12652,Cameron Beckman,.94,276,295
149,0,01139,Olin Browne,.94,233,247
152,0,01072,Chip Beck,.93,242,259
152,0,01376,Bob Friend,.93,348,373
152,0,01891,David Ogrin,.93,179,192
152,0,02131,Mike Springer,.93,267,288
152,0,07753,Kevin Wentworth,.93,233,251
157,0,01191,Barry Cheesman,.92,311,338
158,0,19846,Brian Gay,.91,212,234
158,0,07101,Dave Stockton Jr.,.91,278,306
160,0,10457,Frank Nobilo,.90,236,262
160,0,10107,Deane Pappas,.90,261,289
162,0,01014,Fulton Allem,.89,225,253
163,0,08123,Jeff Brehaut,.88,234,267
163,0,06809,Bob Burns,.88,282,319
163,0,02007,Larry Rinker,.88,275,313
166,0,06064,Jeff Gallagher,.87,275,317
166,0,01385,Jim Gallagher Jr.,.87,262,300
166,0,08553,Lee Porter,.87,263,302
166,0,02267,D.A. Weibring,.87,155,178
170,0,07781,Ty Armstrong,.85,239,280
170,0,10963,Jimmy Green,.85,211,248
