RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,02159,Curtis Strange,4.64,972641,20969139
2,0,01717,Sandy Lyle,4.33,692931,15988889
3,0,01487,Jeff Hart,3.94,7875,200000
4,0,01072,Chip Beck,3.75,810815,21645530
5,0,01876,Greg Norman,3.59,493852,13769139
6,0,01633,Tom Kite,3.42,720403,21045530
7,0,01444,Ken Green,3.03,732176,24184419
8,0,01378,David Frost,3.02,661499,21884419
9,0,02107,Gordon Smith,3.01,22593,750000
10,0,01235,Ben Crenshaw,2.93,664894,22684419
11,0,02101,Joey Sindelar,2.90,745728,25684419
12,0,02242,Lanny Wadkins,2.85,588592,20680250
13,0,01783,Mark McCumber,2.72,534107,19634419
14,0,01161,Mark Calcavecchia,2.64,715909,27134419
15,0,01051,Seve Ballesteros,2.60,165202,6350000
16,0,01864,Larry Nelson,2.47,394783,15980250
17,0,01996,Mike Reid,2.45,510342,20804169
18,0,01042,Paul Azinger,2.44,567848,23284419
19,0,01049,Ian Baker-Finch,2.43,75840,3115280
20,0,02146,Payne Stewart,2.38,529565,22234419
21,0,01569,Peter Jacobsen,2.29,504760,22019139
22,0,01326,Nick Faldo,2.27,179120,7900000
23,0,01690,Bruce Lietzke,2.20,481311,21834419
24,0,01926,Steve Pate,2.18,556471,25484419
25,0,01226,Fred Couples,2.03,471317,23184419
26,0,01078,Jim Benepe,1.99,176054,8865280
27,0,01641,Gary Koch,1.95,397691,20419139
28,0,01457,Jay Haas,1.94,471405,24334419
29,0,01887,Mark O'Meara,1.78,420310,23584419
29,0,02104,Jeff Sluman,1.78,483319,27084419
31,0,02256,Tom Watson,1.75,273214,15595530
32,0,01418,Bill Glasson,1.69,380649,22484419
33,0,01958,Dan Pohl,1.66,380898,23004169
34,0,01846,Jodie Mudd,1.55,404520,26134419
35,0,02239,Scott Verplank,1.54,352042,22819139
36,0,01837,Gil Morgan,1.53,287999,18769139
37,0,02133,Craig Stadler,1.52,278310,18284419
38,0,01527,Scott Hoch,1.45,381595,26334419
39,0,02223,Bob Tway,1.44,367460,25584419
40,0,02279,Mark Wiebe,1.42,377162,26584419
41,0,01065,Beau Baugh,1.40,7000,500000
42,0,01060,Dave Barr,1.39,291242,21019139
43,0,01495,Morris Hatalsky,1.32,239015,18145530
43,0,01960,Don Pooley,1.32,239533,18145530
43,0,01968,Nick Price,1.32,266298,20184419
46,0,01132,Mark Brooks,1.31,280634,21504169
47,0,02270,Mike West,1.30,2600,200000
48,0,01701,Bob Lohr,1.23,315533,25584419
49,0,02049,Gene Sauers,1.22,280715,22984419
50,0,01599,Steve Jones,1.20,241875,20234419
51,0,01081,Bill Bergin,1.18,13612,1150000
52,0,01901,Jay Overton,1.16,26000,2250000
53,0,01725,John Mahaffey,1.15,266413,23184419
54,0,01475,Donnie Hammond,1.13,256007,22684419
55,0,01723,Andrew Magee,1.12,261950,23384419
56,0,02321,Fuzzy Zoeller,1.11,209562,18884419
57,0,01858,Tommy Nakajima,1.10,148303,13480250
58,0,02033,Dave Rummells,1.09,274794,25134419
59,0,01361,Dan Forsman,1.06,269436,25334419
59,0,01682,Wayne Levi,1.06,190072,17945530
59,0,01823,Larry Mize,1.06,187821,17680250
59,0,01928,Corey Pavin,1.06,216765,20534419
63,0,01355,Raymond Floyd,1.05,169548,16115280
64,0,01975,Tom Purtzer,1.03,197737,19234419
65,0,02190,Doug Tewell,1.00,209193,20995530
66,0,01796,Mark McNulty,.96,39481,4115280
66,0,02090,Tom Sieckmann,.96,209149,21754169
68,0,02267,D.A. Weibring,.92,186673,20234419
69,0,01360,Anders Forsbrand,.90,18050,2015280
70,0,02303,Robert Wrenn,.89,209402,23484419
71,0,01014,Fulton Allem,.88,163910,18584419
71,0,01198,Howard Clark,.88,6142,700000
71,0,01632,Chris Kite,.88,23252,2650000
71,0,01771,Blaine McCallister,.88,225656,25604169
71,0,02023,Clarence Rose,.88,228972,26084419
76,0,01346,Ed Fiori,.87,193759,22269139
76,0,01666,Bernhard Langer,.87,100633,11600000
76,0,02258,Paul Way,.87,7850,900000
79,0,01156,Curt Byrum,.86,208848,24384419
79,0,06232,Hsieh Chin Shing,.86,7700,900000
79,0,01268,Jim Dent,.86,44365,5150000
79,0,01559,Hale Irwin,.86,164994,19234419
83,0,01306,David Edwards,.84,151511,18038889
84,0,01030,Isao Aoki,.81,101685,12615280
84,0,01035,Tommy Armour III,.81,175460,21754169
