RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,10809,Jim Furyk,6' 10",2251.417,328
2,0,06373,José María Olazábal,7' 3",1581.250,218
3,0,06034,Marco Dawson,7' 4",2933.917,401
3,0,23983,Luke Donald,7' 4",1342.083,184
5,0,06567,Vijay Singh,7' 5",3217.083,435
6,0,06595,Kevin Sutherland,7' 6",2933.583,390
7,0,01928,Corey Pavin,7' 7",2751.333,364
8,0,01320,Bob Estes,7' 8",3350.000,437
8,0,12680,Shigeki Maruyama,7' 8",3441.000,450
8,0,07749,Brett Quigley,7' 8",3511.833,460
11,0,07867,Woody Austin,7' 9",3970.083,511
11,0,08931,Glen Day,7' 9",3507.667,455
11,0,20121,Todd Fischer,7' 9",4076.083,526
11,0,01361,Dan Forsman,7' 9",1715.083,222
11,0,01381,Fred Funk,7' 9",3422.167,441
11,0,01487,Jeff Hart,7' 9",2628.917,338
11,0,21878,Mark Wilson,7' 9",2663.167,344
18,0,24502,Adam Scott,7' 10",2021.500,257
18,0,06527,Steve Stricker,7' 10",2687.500,344
20,0,21806,Paul Gow,7' 11",3237.917,410
20,0,08537,J.P. Hayes,7' 11",2371.250,300
20,0,23108,Matt Kuchar,7' 11",2496.417,314
20,0,01810,Phil Mickelson,7' 11",2095.667,265
20,0,25345,Carl Pettersson,7' 11",3959.500,498
20,0,08385,Omar Uresti,7' 11",3141.750,398
26,0,19972,José Coceres,8' 0",2625.333,327
26,0,12782,Tim Herron,8' 0",3485.250,435
26,0,01941,Tom Pernice Jr.,8' 0",4344.667,544
26,0,20474,Phillip Price,8' 0",2739.250,341
26,0,22405,Justin Rose,8' 0",3609.833,451
26,0,02104,Jeff Sluman,8' 0",3624.333,451
32,0,20634,Peter Lonard,8' 1",2956.083,364
33,0,20098,Stuart Appleby,8' 2",2638.000,323
33,0,20099,Doug Barron,8' 2",2830.083,345
33,0,24357,K.J. Choi,8' 2",2429.917,298
33,0,20229,Stewart Cink,8' 2",2965.333,364
33,0,23353,J.J. Henry,8' 2",3359.167,410
33,0,21350,Ryuji Imada,8' 2",3207.083,392
33,0,01766,Billy Mayfair,8' 2",4082.083,499
33,0,12660,Jesper Parnevik,8' 2",3374.417,415
33,0,20127,Chris Riley,8' 2",2338.583,286
33,0,23621,Rory Sabbatini,8' 2",2806.667,343
33,0,22293,Heath Slocum,8' 2",3738.417,456
44,0,01042,Paul Azinger,8' 3",2879.667,348
44,0,19824,Craig Barlow,8' 3",2499.833,302
44,0,20766,Padraig Harrington,8' 3",1769.333,215
44,0,26758,David Hearn,8' 3",2538.917,307
44,0,26420,Richard Johnson,8' 3",1855.583,224
44,0,01666,Bernhard Langer,8' 3",2018.333,244
44,0,08993,Franklin Langham,8' 3",3738.833,453
44,0,02206,David Toms,8' 3",2529.333,307
44,0,20160,Charlie Wi,8' 3",3159.667,383
