RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,10423,Mike Weir,7' 0",954.917,137,81
2,0,06527,Steve Stricker,7' 1",1172.500,165,16
3,0,01666,Bernhard Langer,7' 2",779.667,109,41
3,0,06373,José María Olazábal,7' 2",737.250,103,5
5,0,08931,Glen Day,7' 4",1503.500,205,45
5,0,12680,Shigeki Maruyama,7' 4",1657.667,226,29
7,0,20766,Padraig Harrington,7' 5",894.083,120,170
7,0,20628,Arron Oberholser,7' 5",999.000,134,59
9,0,01381,Fred Funk,7' 6",1515.917,202,11
9,0,21806,Paul Gow,7' 6",1358.583,182,75
9,0,22405,Justin Rose,7' 6",1735.583,231,18
9,0,08385,Omar Uresti,7' 6",1128.750,150,47
13,0,01810,Phil Mickelson,7' 7",1094.500,144,9
14,0,07867,Woody Austin,7' 8",1777.833,231,119
14,0,21350,Ryuji Imada,7' 8",1247.417,162,32
14,0,20127,Chris Riley,7' 8",976.000,127,83
14,0,24502,Adam Scott,7' 8",1208.083,157,150
18,0,12826,Paul Claxton,7' 9",1245.917,160,146
18,0,01473,Todd Hamilton,7' 9",1378.250,177,181
18,0,06595,Kevin Sutherland,7' 9",1445.583,187,6
21,0,20121,Todd Fischer,7' 10",2008.083,256,82
21,0,12782,Tim Herron,7' 10",1463.833,187,20
21,0,23108,Matt Kuchar,7' 10",1179.500,150,26
21,0,01941,Tom Pernice Jr.,7' 10",2020.667,258,8
21,0,22293,Heath Slocum,7' 10",1569.417,200,40
26,0,24357,K.J. Choi,7' 11",1098.917,139,89
26,0,23541,Ben Crane,7' 11",1672.167,212,43
26,0,27095,Nick Watney,7' 11",1913.833,241,84
29,0,01487,Jeff Hart,8' 0",939.167,118,49
29,0,20094,Jonathan Kaye,8' 0",1370.833,172,132
29,0,21949,Joe Ogilvie,8' 0",1977.583,246,77
29,0,02010,Loren Roberts,8' 0",756.250,95,7
29,0,02101,Joey Sindelar,8' 0",1866.000,234,76
34,0,23135,Tim Clark,8' 1",1624.917,202,86
34,0,20623,Gavin Coles,8' 1",1297.917,160,61
34,0,06573,Brandt Jobe,8' 1",1652.417,204,124
34,0,20474,Phillip Price,8' 1",1144.333,141,22
34,0,12454,Mario Tiziani,8' 1",1243.583,154,85
34,0,20396,Lee Westwood,8' 1",778.000,96,178
34,0,20160,Charlie Wi,8' 1",1372.167,170,36
41,0,22371,Aaron Baddeley,8' 2",2037.583,249,72
41,0,24507,Jason Bohn,8' 2",1480.167,182,69
41,0,24024,Zach Johnson,8' 2",1590.667,195,109
41,0,01928,Corey Pavin,8' 2",1070.000,131,4
41,0,23325,Vaughn Taylor,8' 2",1814.833,222,98
41,0,10425,Jay Williamson,8' 2",870.917,107,31
47,0,20498,Briny Baird,8' 3",1716.583,209,135
47,0,24925,Jonathan Byrd,8' 3",1800.750,218,99
47,0,19972,José Coceres,8' 3",1060.333,128,18
47,0,01577,Lee Janzen,8' 3",1273.833,155,101
47,0,20382,Stephen Leaney,8' 3",1670.167,202,51
47,0,01823,Larry Mize,8' 3",989.417,120,72
47,0,22046,Geoff Ogilvy,8' 3",1520.417,184,92
47,0,01948,Tim Petrovic,8' 3",1732.833,209,87
47,0,24138,Ian Poulter,8' 3",817.667,99,180
47,0,25847,Rob Rashell,8' 3",1444.167,175,166
57,0,24290,D.J. Brigman,8' 4",1188.750,142,193
57,0,26420,Richard Johnson,8' 4",1153.833,139,21
57,0,01619,Skip Kendall,8' 4",1475.000,177,119
57,0,11032,Frank Lickliter II,8' 4",1945.750,233,186
57,0,22295,Darron Stiles,8' 4",1100.333,132,30
57,0,02223,Bob Tway,8' 4",1103.333,133,67
63,0,01035,Tommy Armour III,8' 5",1750.750,209,113
63,0,01320,Bob Estes,8' 5",1466.750,174,23
63,0,12823,Carlos Franco,8' 5",1495.333,177,39
63,0,01677,Tom Lehman,8' 5",957.667,114,121
63,0,06567,Vijay Singh,8' 5",1988.583,237,2
68,0,08123,Jeff Brehaut,8' 6",1152.250,135,95
68,0,01139,Olin Browne,8' 6",1656.750,194,66
68,0,06034,Marco Dawson,8' 6",1680.583,197,60
68,0,19846,Brian Gay,8' 6",2050.333,242,15
68,0,26758,David Hearn,8' 6",1203.167,141,188
68,0,10860,Justin Leonard,8' 6",1144.083,134,64
68,0,01945,Kenny Perry,8' 6",1242.917,146,70
75,0,01042,Paul Azinger,8' 7",1421.167,165,140
75,0,20472,Alex Cejka,8' 7",1650.417,192,142
75,0,10809,Jim Furyk,8' 7",1232.833,143,3
75,0,06575,Dudley Hart,8' 7",1414.333,165,10
75,0,08537,J.P. Hayes,8' 7",1115.833,130,55
75,0,21961,Charles Howell III,8' 7",1620.750,188,68
75,0,01723,Andrew Magee,8' 7",1721.833,200,139
75,0,25396,Kevin Na,8' 7",1908.917,223,13
75,0,20691,Greg Owen,8' 7",1481.917,172,101
75,0,12660,Jesper Parnevik,8' 7",1603.500,187,57
75,0,21959,Ted Purdy,8' 7",2260.500,263,158
75,0,23621,Rory Sabbatini,8' 7",1600.833,186,108
75,0,21498,Hideto Tanihara,8' 7",1010.250,118,190
75,0,02239,Scott Verplank,8' 7",1470.500,172,111
75,0,21878,Mark Wilson,8' 7",1284.000,149,36
90,0,23540,Jason Allred,8' 8",1924.500,223,184
90,0,20099,Doug Barron,8' 8",1362.083,157,52
90,0,01175,Jim Carter,8' 8",1226.083,141,135
90,0,24604,Hunter Haas,8' 8",1564.333,180,112
90,0,23725,Brendan Jones,8' 8",1548.250,178,78
90,0,10733,Kent Jones,8' 8",1973.583,228,138
90,0,23623,Bo Van Pelt,8' 8",1939.500,224,114
97,0,23036,Chris Anderson,8' 9",1158.833,132,153
97,0,21209,Sergio Garcia,8' 9",1130.250,129,56
97,0,01418,Bill Glasson,8' 9",990.167,113,151
97,0,25900,Lucas Glover,8' 9",2012.000,231,129
97,0,20157,Retief Goosen,8' 9",1076.333,123,131
97,0,01599,Steve Jones,8' 9",1003.667,115,143
97,0,20663,Brenden Pappas,8' 9",1084.750,124,197
97,0,02214,Kirk Triplett,8' 9",904.833,103,50
97,0,12602,Dean Wilson,8' 9",1681.500,193,62
106,0,20098,Stuart Appleby,8' 10",1558.333,176,58
106,0,12652,Cameron Beckman,8' 10",1839.083,208,122
