RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,22046,Geoff Ogilvy,37' 0",89618,202,7468.167,+11.00
2,0,11123,Chris Couch,38' 0",88874,195,7406.167,+15.00
3,0,27095,Nick Watney,38' 3",114641,250,9553.417,+11.00
4,0,20766,Padraig Harrington,38' 4",86541,188,7211.750,+4.00
5,0,01810,Phil Mickelson,38' 5",134223,291,11185.250,+17.00
6,0,26287,Roland Thatcher,38' 7",119415,258,9951.250,+28.00
7,0,20593,Greg Chalmers,38' 9",160489,345,13374.083,+26.00
7,0,27436,Graham DeLaet,38' 9",125894,271,10491.167,+7.00
9,0,23541,Ben Crane,38' 10",94209,202,7850.750,+14.00
9,0,10425,Jay Williamson,38' 10",89561,192,7463.417,+27.00
11,0,07867,Woody Austin,38' 11",129917,278,10826.417,+12.00
11,0,24925,Jonathan Byrd,38' 11",137720,295,11476.667,+6.00
13,0,23788,D.J. Trahan,39' 0",149315,319,12442.917,+16.00
14,0,29285,Brent Delahoussaye,39' 2",67244,143,5603.667,+27.00
15,0,27302,Garth Mulroy,39' 3",70631,150,5885.917,+18.00
15,0,22056,Cameron Percy,39' 3",110150,234,9179.167,+9.00
17,0,20850,Daniel Chopra,39' 4",150178,318,12514.833,+34.00
17,0,24358,Robert Garrigus,39' 4",123135,261,10261.250,+32.00
19,0,24663,Y.E. Yang,39' 5",102168,216,8514.000,+26.00
20,0,32102,Rickie Fowler,39' 6",146451,309,12204.250,+26.00
21,0,01797,Rocco Mediate,39' 7",84543,178,7045.250,+33.00
21,0,25804,Bubba Watson,39' 7",131935,278,10994.583,-16.00
23,0,01249,John Daly,39' 8",103812,218,8651.000,+18.00
24,0,06522,Ernie Els,39' 9",109778,230,9148.167,+6.00
24,0,01706,Davis Love III,39' 9",99608,209,8300.667,+13.00
24,0,33419,Cameron Tringale,39' 9",83063,174,6921.917,+20.00
27,0,23135,Tim Clark,39' 10",82714,173,6892.833,+9.00
27,0,07457,Steve Flesch,39' 10",102304,214,8525.333,+28.00
27,0,01945,Kenny Perry,39' 10",80228,168,6685.667,+24.00
30,0,20127,Chris Riley,39' 11",96185,201,8015.417,+34.00
31,0,23621,Rory Sabbatini,40' 0",122355,255,10196.250,+13.00
32,0,20098,Stuart Appleby,40' 1",168762,351,14063.500,+44.00
33,0,29221,Webb Simpson,40' 2",172101,357,14341.750,+19.00
33,0,22293,Heath Slocum,40' 2",94059,195,7838.250,+16.00
33,0,08385,Omar Uresti,40' 2",77083,160,6423.583,+20.00
36,0,27120,Troy Matteson,40' 3",142914,296,11909.500,+31.00
36,0,28237,Rory McIlroy,40' 3",75282,156,6273.500,+3.00
36,0,20645,John Senden,40' 3",139095,288,11591.250,+19.00
36,0,25892,Steve Wheatcroft,40' 3",95577,198,7964.750,+43.00
40,0,30925,Dustin Johnson,40' 4",132746,274,11062.167,+15.00
40,0,24781,Hunter Mahan,40' 4",113747,235,9478.917,+15.00
40,0,23320,Ryan Palmer,40' 4",140010,289,11667.500,+20.00
43,0,20572,Rod Pampling,40' 5",114483,236,9540.250,+27.00
44,0,24924,Bill Haas,40' 6",120035,247,10002.917,+8.00
44,0,12716,Charley Hoffman,40' 6",127343,262,10611.917,+30.00
46,0,01313,Steve Elkington,40' 8",93269,191,7772.417,+13.00
46,0,12705,Cliff Kresge,40' 8",67894,139,5657.833,+16.00
46,0,24912,Will MacKenzie,40' 8",109413,224,9117.750,+21.00
49,0,06251,Chris DiMarco,40' 9",114367,234,9530.583,+13.00
49,0,28780,Nicholas Thompson,40' 9",129120,264,10760.000,+50.00
51,0,23349,Charles Warren,40' 10",90229,184,7519.083,+27.00
52,0,28087,Kris Blanks,40' 11",117271,239,9772.583,+37.00
52,0,01320,Bob Estes,40' 11",134536,274,11211.333,+18.00
52,0,26392,Chris Wilson,40' 11",98142,200,8178.500,+39.00
55,0,22122,Andrew McLardy,41' 0",80667,164,6722.250,+14.00
56,0,06527,Steve Stricker,41' 1",95703,194,7975.250,-4.00
56,0,26951,Johnson Wagner,41' 1",118735,241,9894.583,+30.00
58,0,27466,Spencer Levin,41' 2",165071,334,13755.917,+27.00
58,0,25562,Andres Romero,41' 2",148561,301,12380.083,+36.00
58,0,24502,Adam Scott,41' 2",94374,191,7864.500,+12.00
61,0,21209,Sergio Garcia,41' 3",63390,128,5282.500,+10.00
61,0,24361,Pat Perez,41' 3",126638,256,10553.167,+39.00
63,0,23409,James Driscoll,41' 4",159193,321,13266.083,+21.00
63,0,27613,David Lutterus,41' 4",112485,227,9373.750,+19.00
65,0,20070,Matt Bettencourt,41' 5",150048,302,12504.000,+48.00
65,0,21753,Brian Davis,41' 5",143041,288,11920.083,+37.00
65,0,23983,Luke Donald,41' 5",100943,203,8411.917,+1.00
65,0,22405,Justin Rose,41' 5",124292,250,10357.667,-3.00
65,0,12714,Chris Tidland,41' 5",119806,241,9983.833,+18.00
70,0,24357,K.J. Choi,41' 6",96194,193,8016.167,+14.00
70,0,23548,Bill Lunde,41' 6",120484,242,10040.333,+27.00
70,0,30946,Alex Prugh,41' 6",170721,343,14226.750,+38.00
73,0,26881,Jarrod Lyle,41' 7",73298,147,6108.167,+10.00
73,0,23623,Bo Van Pelt,41' 7",151674,304,12639.500,+23.00
73,0,27770,Camilo Villegas,41' 7",109208,219,9100.667,+22.00
76,0,24846,Ricky Barnes,41' 8",154374,309,12864.500,+18.00
76,0,20472,Alex Cejka,41' 8",91983,184,7665.250,+21.00
76,0,06567,Vijay Singh,41' 8",110913,222,9242.750,+18.00
76,0,27649,Brandt Snedeker,41' 8",125592,251,10466.000,+26.00
80,0,23322,Brett Wetterich,41' 9",106260,212,8855.000,-3.00
81,0,26851,Marc Leishman,41' 10",155032,309,12919.333,+20.00
82,0,20848,Ángel Cabrera,41' 11",119208,237,9934.000,+7.00
82,0,08537,J.P. Hayes,41' 11",110723,220,9226.917,+28.00
84,0,09011,David Duval,42' 0",111388,221,9282.333,+26.00
84,0,20378,Mathias Grönberg,42' 0",92735,184,7727.917,+37.00
86,0,06621,Joe Durant,42' 1",67624,134,5635.333,+20.00
86,0,08725,Tom Gillis,42' 1",143296,284,11941.333,+38.00
88,0,28475,Jeff Overton,42' 2",160544,317,13378.667,+26.00
88,0,27963,Chris Stroud,42' 2",124980,247,10415.000,+6.00
90,0,27060,John Mallinger,42' 3",96266,190,8022.167,+37.00
90,0,25345,Carl Pettersson,42' 3",143963,284,11996.917,+28.00
92,0,28500,Martin Flores,42' 4",159579,314,13298.250,+36.00
92,0,26679,Kevin Stadler,42' 4",133032,262,11086.000,+44.00
94,0,12652,Cameron Beckman,42' 5",112085,220,9340.417,+44.00
94,0,20157,Retief Goosen,42' 5",91065,179,7588.750,+6.00
94,0,21731,Freddie Jacobson,42' 5",144134,283,12011.167,+33.00
97,0,26882,Michael Sim,42' 6",94266,185,7855.500,+8.00
