RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,20593,Greg Chalmers,34' 10",124,4316.917,-4.00
1,0,20105,Jeff Gove,34' 10",73,2540.917,+13.00
3,0,24663,Y.E. Yang,35' 7",110,3915.333,+11.00
4,0,10425,Jay Williamson,35' 11",97,3483.500,+11.00
5,0,06522,Ernie Els,36' 5",98,3572.250,-1.00
6,0,22046,Geoff Ogilvy,36' 6",90,3288.583,+6.00
7,0,25892,Steve Wheatcroft,36' 10",101,3716.750,+23.00
8,0,22056,Cameron Percy,37' 1",99,3674.917,-1.00
9,0,21731,Freddie Jacobson,37' 6",128,4804.833,+12.00
10,0,11123,Chris Couch,37' 8",106,3996.917,+4.00
10,0,30925,Dustin Johnson,37' 8",134,5051.750,+8.00
12,0,20850,Daniel Chopra,37' 9",149,5626.583,+17.00
12,0,12705,Cliff Kresge,37' 9",69,2603.500,+14.00
14,0,06567,Vijay Singh,37' 10",93,3520.667,-2.00
15,0,01706,Davis Love III,38' 3",108,4130.750,+4.00
15,0,26951,Johnson Wagner,38' 3",122,4671.500,+18.00
17,0,24358,Robert Garrigus,38' 4",108,4138.083,+10.00
17,0,28237,Rory McIlroy,38' 4",70,2681.667,-9.00
17,0,20572,Rod Pampling,38' 4",128,4911.333,+14.00
17,0,33419,Cameron Tringale,38' 4",91,3488.833,+10.00
21,0,27095,Nick Watney,38' 5",100,3839.417,+9.00
22,0,01810,Phil Mickelson,38' 6",159,6121.417,+12.00
23,0,06251,Chris DiMarco,38' 7",103,3973.083,-2.00
23,0,24912,Will MacKenzie,38' 7",114,4402.250,-2.00
25,0,27436,Graham DeLaet,38' 8",134,5175.750,-2.00
25,0,26392,Chris Wilson,38' 8",98,3786.000,+18.00
27,0,23349,Charles Warren,38' 11",95,3695.417,+18.00
28,0,22946,Henrik Bjornstad,39' 1",86,3359.417,+23.00
29,0,07363,Craig Bowden,39' 2",66,2582.333,+8.00
30,0,06621,Joe Durant,39' 3",61,2395.250,+8.00
30,0,20127,Chris Riley,39' 3",79,3103.750,+18.00
30,0,27649,Brandt Snedeker,39' 3",121,4753.250,+3.00
33,0,24925,Jonathan Byrd,39' 5",146,5755.667,-5.00
33,0,23623,Bo Van Pelt,39' 5",137,5399.500,+4.00
35,0,12782,Tim Herron,39' 6",153,6046.333,+17.00
35,0,01945,Kenny Perry,39' 6",97,3830.000,+16.00
35,0,12602,Dean Wilson,39' 6",99,3911.333,+6.00
38,0,20098,Stuart Appleby,39' 7",197,7797.917,+30.00
38,0,27963,Chris Stroud,39' 7",114,4515.833,+7.00
38,0,23307,Roger Tambellini,39' 7",96,3802.250,+18.00
41,0,23320,Ryan Palmer,39' 8",129,5115.250,+10.00
42,0,23548,Bill Lunde,39' 10",95,3782.417,+16.00
43,0,24781,Hunter Mahan,39' 11",101,4027.667,+1.00
44,0,29285,Brent Delahoussaye,40' 0",63,2521.667,+14.00
44,0,32102,Rickie Fowler,40' 0",139,5558.417,+12.00
46,0,28087,Kris Blanks,40' 1",114,4564.833,+21.00
46,0,08725,Tom Gillis,40' 1",131,5249.250,+23.00
46,0,21961,Charles Howell III,40' 1",150,6006.667,-3.00
49,0,27302,Garth Mulroy,40' 2",75,3013.250,+3.00
50,0,23135,Tim Clark,40' 4",89,3591.500,+3.00
50,0,01320,Bob Estes,40' 4",112,4518.750,+14.00
50,0,07457,Steve Flesch,40' 4",118,4761.333,+25.00
50,0,20686,Jeev Milkha Singh,40' 4",98,3953.333,+7.00
54,0,28500,Martin Flores,40' 5",156,6310.667,+13.00
54,0,28158,Steve Marino,40' 5",118,4767.417,+16.00
56,0,23409,James Driscoll,40' 6",134,5426.333,+10.00
57,0,06643,Paul Goydos,40' 8",82,3337.833,+20.00
57,0,25345,Carl Pettersson,40' 8",155,6307.083,+12.00
59,0,07867,Woody Austin,40' 9",139,5665.000,+10.00
59,0,23983,Luke Donald,40' 9",90,3668.667,-8.00
59,0,01313,Steve Elkington,40' 9",86,3505.750,+9.00
62,0,20766,Padraig Harrington,40' 10",95,3883.083,+6.00
62,0,06527,Steve Stricker,40' 10",96,3921.000,+4.00
64,0,20070,Matt Bettencourt,40' 11",147,6012.583,+32.00
64,0,23673,Michael Connell,40' 11",150,6141.083,+15.00
64,0,26882,Michael Sim,40' 11",93,3807.833,+9.00
64,0,22293,Heath Slocum,40' 11",90,3685.167,+7.00
