RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS PER EVENT,TOTAL POINTS
82,0,08375,Paul Stankowski,27.500,27.500
84,0,22046,Geoff Ogilvy,27.306,491.500
85,0,24361,Pat Perez,27.219,544.387
86,0,23623,Bo Van Pelt,27.076,541.523
87,0,01203,Russ Cochran,26.500,26.500
88,0,21878,Mark Wilson,26.471,476.473
89,0,34174,John Huh,26.451,661.270
90,0,25834,Daniel Summerhays,25.841,594.338
91,0,35139,Richard Lee,25.668,564.692
92,0,31560,Brian Stuard,25.331,582.603
93,0,29518,Brendan Steele,24.948,573.812
94,0,26679,Kevin Stadler,24.869,547.116
95,0,21753,Brian Davis,24.864,621.607
96,0,27556,Ted Potter Jr.,24.675,518.167
97,0,10860,Justin Leonard,24.377,536.290
98,0,35539,Luke Guthrie,24.280,606.996
99,0,31202,William McGirt,24.221,532.870
100,0,28500,Martin Flores,24.011,552.250
101,0,23800,Bryce Molder,23.980,503.588
102,0,23409,James Driscoll,23.809,523.787
103,0,22792,Peter Hanson,23.766,356.493
104,0,30944,Jason Kokrak,23.668,520.700
105,0,33461,Morgan Hoffmann,23.392,444.446
106,0,23621,Rory Sabbatini,23.033,552.786
107,0,01724,Jeff Maggert,22.645,452.900
108,0,28780,Nicholas Thompson,22.501,585.027
109,0,28307,Matt Every,21.780,544.500
110,0,25562,Andres Romero,21.507,430.137
111,0,01378,David Frost,21.500,21.500
112,0,27770,Camilo Villegas,21.418,449.786
113,0,27644,Brian Harman,21.392,577.583
114,0,28475,Jeff Overton,21.027,483.630
115,0,26476,Chez Reavie,20.905,439.000
116,0,01024,Billy Andrade,20.833,62.500
117,0,23452,Nicolas Colsaerts,20.759,352.906
118,0,26329,Louis Oosthuizen,20.712,248.539
119,0,23353,J.J. Henry,20.656,516.400
120,0,24507,Jason Bohn,20.640,454.070
121,0,25900,Lucas Glover,20.614,453.500
122,0,28092,D.H. Lee,20.590,432.386
123,0,02206,David Toms,20.366,325.860
124,0,20766,Padraig Harrington,20.314,345.340
125,0,20157,Retief Goosen,20.269,182.420
126,0,32334,Charlie Beljan,19.971,459.327
127,0,24490,George McNeill,19.945,398.890
128,0,24494,Erik Compton,19.203,422.470
129,0,32448,James Hahn,19.199,479.986
130,0,01945,Kenny Perry,19.167,57.500
131,0,20645,John Senden,19.086,458.060
132,0,25345,Carl Pettersson,19.068,438.563
133,0,25274,Steven Bowditch,19.029,399.613
134,0,08931,Glen Day,18.910,113.460
135,0,25444,Justin Hicks,18.785,450.850
136,0,12652,Cameron Beckman,18.750,150.000
137,0,26951,Johnson Wagner,18.675,429.520
138,0,23541,Ben Crane,18.442,368.837
139,0,20160,Charlie Wi,18.225,400.940
140,0,33122,Russell Knox,17.870,196.570
141,0,22371,Aaron Baddeley,17.420,400.667
142,0,20593,Greg Chalmers,17.185,395.250
143,0,20098,Stuart Appleby,17.169,394.890
144,0,31557,Jim Herman,17.079,324.500
145,0,22348,Nick O'Hern,16.866,168.660
146,0,33418,Shawn Stefani,15.854,332.930
147,0,23325,Vaughn Taylor,15.379,246.063
148,0,06567,Vijay Singh,15.331,291.280
149,0,06573,Brandt Jobe,14.912,283.333
150,0,34261,Scott Langley,14.845,385.980
151,0,28679,Fabián Gómez,14.719,338.536
152,0,24925,Jonathan Byrd,14.611,233.780
153,0,29740,Brad Fritsch,14.598,350.346
154,0,34431,Robert Streb,14.378,359.440
155,0,27896,Ross Fisher,14.356,215.333
156,0,34021,Bud Cauley,14.286,342.873
157,0,25364,Paul Casey,14.266,99.860
158,0,20691,Greg Owen,13.982,335.560
159,0,01706,Davis Love III,13.931,208.960
160,0,01142,Bart Bryant,13.250,26.500
160,0,23548,Bill Lunde,13.250,132.500
160,0,20580,Andre Stolz,13.250,13.250
163,0,12510,Chad Campbell,13.190,329.740
164,0,24846,Ricky Barnes,13.168,342.360
165,0,19970,Robert Karlsson,13.128,236.298
166,0,30852,Ryo Ishikawa,12.950,297.840
167,0,27503,Steve LeBrun,12.877,270.420
168,0,10213,Dicky Pride,12.732,292.830
169,0,12782,Tim Herron,12.652,189.780
170,0,22806,Doug LaBelle II,12.615,290.150
171,0,22621,Ben Curtis,12.545,250.890
172,0,23497,Tag Ridings,12.292,295.000
173,0,22378,Trevor Immelman,12.273,294.556
174,0,24227,Justin Bolli,12.100,278.290
175,0,08725,Tom Gillis,12.005,264.100
176,0,12602,Dean Wilson,11.750,23.500
177,0,23552,Hank Kuehne,11.700,58.500
178,0,02246,Duffy Waldorf,11.667,35.000
179,0,30750,Tommy Gainey,11.566,323.850
180,0,20127,Chris Riley,11.500,34.500
181,0,36884,Ben Kohles,11.460,286.490
182,0,25396,Kevin Na,11.438,91.500
183,0,20070,Matt Bettencourt,11.306,101.750
183,0,22293,Heath Slocum,11.306,101.750
185,0,27796,Joe Affrunti,11.270,56.350
186,0,22056,Cameron Percy,10.938,229.690
187,0,06251,Chris DiMarco,10.772,118.490
188,0,23788,D.J. Trahan,10.558,168.930
189,0,30163,Henrik Norlander,10.402,228.840
190,0,23718,Nathan Green,10.221,91.990
191,0,07457,Steve Flesch,9.917,59.500
192,0,06595,Kevin Sutherland,9.904,128.757
193,0,06373,José María Olazábal,9.750,19.500
194,0,01619,Skip Kendall,9.625,19.250
195,0,24663,Y.E. Yang,9.581,182.043
196,0,06004,Stephen Ames,9.571,181.850
197,0,27060,John Mallinger,9.351,112.210
198,0,01948,Tim Petrovic,9.125,109.495
199,0,29289,S.Y. Noh,9.036,225.890
200,0,27129,Luke List,8.416,201.978
201,0,24140,Sean O'Hair,8.301,182.623
202,0,06034,Marco Dawson,8.250,8.250
202,0,10733,Kent Jones,8.250,8.250
204,0,22961,David Mathis,8.210,197.050
205,0,01717,Sandy Lyle,8.110,16.220
206,0,27120,Troy Matteson,8.066,193.590
207,0,02256,Tom Watson,8.000,32.000
208,0,10423,Mike Weir,7.862,172.968
209,0,28455,Will Claxton,7.746,185.900
210,0,28158,Steve Marino,7.576,90.910
211,0,26497,Casey Wittenberg,7.382,199.307
212,0,32698,Bobby Gates,7.214,144.270
213,0,24399,Scott Gardiner,7.017,161.400
214,0,01388,Robert Gamez,6.967,20.900
215,0,20572,Rod Pampling,6.828,109.240
216,0,28135,Aaron Watkins,6.647,126.286
217,0,26668,Marc Turnesa,6.450,12.900
218,0,22295,Darron Stiles,6.258,125.150
219,0,20443,Jin Park,6.225,124.500
220,0,28310,Lee Williams,6.091,134.010
221,0,25336,Alistair Presnell,6.081,139.860
222,0,06621,Joe Durant,5.750,40.250
223,0,21951,Joey Snyder III,5.684,85.260
224,0,01766,Billy Mayfair,5.662,79.270
225,0,29720,Andres Gonzales,5.645,95.960
226,0,10885,Robert Allenby,5.373,128.950
227,0,01677,Tom Lehman,5.250,10.500
228,0,23204,Gary Christian,5.234,52.340
229,0,30711,Colt Knost,5.210,130.250
230,0,29425,Andrew Svoboda,4.917,88.500
231,0,21350,Ryuji Imada,4.500,31.500
232,0,35901,Paul Haley II,4.108,73.940
233,0,02239,Scott Verplank,4.106,57.490
234,0,20105,Jeff Gove,4.029,68.500
235,0,21949,Joe Ogilvie,3.858,57.873
236,0,33869,Eric Meierdierks,3.803,72.250
237,0,01116,Michael Bradley,3.514,73.800
238,0,01887,Mark O'Meara,3.500,10.500
239,0,25457,Alexandre Rocha,3.417,10.250
240,0,07013,Wes Short Jr.,3.390,50.850
241,0,27141,J.B. Holmes,3.300,16.500
242,0,06332,Neal Lancaster,2.695,16.170
243,0,26695,Michael Letzig,2.426,41.250
244,0,12660,Jesper Parnevik,1.510,19.630
245,0,28308,Troy Kelly,1.500,15.000
246,0,01249,John Daly,1.482,17.780
247,0,01577,Lee Janzen,.712,7.827
248,0,09011,David Duval,.563,4.500
249,0,21407,Arjun Atwal,.498,3.980
250,0,11032,Frank Lickliter II,.303,.910
250,0,21959,Ted Purdy,.303,.910
252,0,10585,Scott McCarron,.250,2.000
253,0,01473,Todd Hamilton,.223,.890
