RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
69,0,26851,Marc Leishman,648,0,4,2411
70,0,24138,Ian Poulter,645,0,3,2414
71,0,21753,Brian Davis,622,0,3,2437
72,0,35539,Luke Guthrie,607,0,2,2452
73,0,24358,Robert Garrigus,601,0,2,2458
74,0,37273,Derek Ernst,598,1,1,2461
75,0,25834,Daniel Summerhays,594,0,4,2465
76,0,29479,Scott Brown,588,1,1,2471
77,0,28780,Nicholas Thompson,585,0,2,2474
78,0,31560,Brian Stuard,583,0,4,2476
79,0,08075,Jerry Kelly,580,0,2,2479
80,0,27644,Brian Harman,578,0,2,2481
81,0,29518,Brendan Steele,574,0,2,2485
82,0,06522,Ernie Els,571,0,1,2488
83,0,20229,Stewart Cink,568,0,3,2491
84,0,35139,Richard Lee,565,0,2,2494
85,0,23621,Rory Sabbatini,553,0,5,2506
86,0,28500,Martin Flores,552,0,2,2507
87,0,26679,Kevin Stadler,547,0,2,2512
88,0,28307,Matt Every,545,0,3,2514
89,0,24361,Pat Perez,544,0,4,2515
90,0,23623,Bo Van Pelt,542,0,1,2517
91,0,10860,Justin Leonard,536,0,1,2523
92,0,31202,William McGirt,533,0,2,2526
93,0,23409,James Driscoll,524,0,2,2535
94,0,01320,Bob Estes,523,0,2,2536
95,0,30944,Jason Kokrak,521,0,3,2538
96,0,27556,Ted Potter Jr.,518,0,2,2541
97,0,23353,J.J. Henry,516,0,2,2543
98,0,23800,Bryce Molder,504,0,2555
99,0,22046,Geoff Ogilvy,492,0,1,2567
100,0,28475,Jeff Overton,484,0,2,2575
101,0,32448,James Hahn,480,0,2,2579
102,0,21878,Mark Wilson,476,0,3,2583
103,0,27408,Martin Kaymer,474,0,3,2585
104,0,32334,Charlie Beljan,459,0,1,2600
105,0,20645,John Senden,458,0,2601
106,0,24507,Jason Bohn,454,0,2,2605
107,0,25900,Lucas Glover,454,0,2,2605
108,0,01724,Jeff Maggert,453,0,2,2606
109,0,25444,Justin Hicks,451,0,1,2608
110,0,27770,Camilo Villegas,450,0,2,2609
111,0,33461,Morgan Hoffmann,444,0,3,2615
112,0,26476,Chez Reavie,439,0,2620
113,0,25345,Carl Pettersson,439,0,1,2620
114,0,28092,D.H. Lee,432,0,3,2627
115,0,25562,Andres Romero,430,0,2,2629
116,0,26951,Johnson Wagner,430,0,2,2629
117,0,24494,Erik Compton,422,0,1,2637
118,0,20160,Charlie Wi,401,0,1,2658
119,0,22371,Aaron Baddeley,401,0,2,2658
120,0,25274,Steven Bowditch,400,0,1,2659
121,0,24490,George McNeill,399,0,2660
122,0,20593,Greg Chalmers,395,0,2,2664
123,0,20098,Stuart Appleby,395,0,1,2664
124,0,34261,Scott Langley,386,0,1,2673
125,0,23541,Ben Crane,369,0,2,2690
126,0,34431,Robert Streb,359,0,2700
127,0,22792,Peter Hanson,356,0,1,2703
128,0,23452,Nicolas Colsaerts,353,0,3,2706
129,0,29740,Brad Fritsch,350,0,1,2709
130,0,20766,Padraig Harrington,345,0,3,2714
131,0,34021,Bud Cauley,343,0,2716
132,0,24846,Ricky Barnes,342,0,2717
133,0,28679,Fabián Gómez,339,0,1,2720
134,0,20691,Greg Owen,336,0,2723
135,0,33418,Shawn Stefani,333,0,2,2726
136,0,12510,Chad Campbell,330,0,1,2729
137,0,07867,Woody Austin,326,1,1,2733
138,0,02206,David Toms,326,0,1,2733
139,0,31557,Jim Herman,325,0,2,2734
140,0,30750,Tommy Gainey,324,0,1,2735
141,0,30852,Ryo Ishikawa,298,0,1,2761
142,0,23497,Tag Ridings,295,0,1,2764
143,0,22378,Trevor Immelman,295,0,1,2764
144,0,10213,Dicky Pride,293,0,2,2766
145,0,30927,Brendon Todd,293,0,2766
146,0,06567,Vijay Singh,291,0,2768
147,0,22806,Doug LaBelle II,290,0,2769
148,0,36884,Ben Kohles,286,0,1,2773
149,0,06573,Brandt Jobe,283,0,2776
150,0,24227,Justin Bolli,278,0,2,2781
151,0,27503,Steve LeBrun,270,0,2789
152,0,08725,Tom Gillis,264,0,2795
153,0,22621,Ben Curtis,251,0,2808
154,0,26329,Louis Oosthuizen,249,0,1,2810
155,0,23325,Vaughn Taylor,246,0,1,2813
156,0,19970,Robert Karlsson,236,0,1,2823
157,0,24925,Jonathan Byrd,234,0,2,2825
158,0,22056,Cameron Percy,230,0,2829
159,0,30163,Henrik Norlander,229,0,2830
160,0,29289,S.Y. Noh,226,0,1,2833
161,0,27896,Ross Fisher,215,0,1,2844
162,0,01706,Davis Love III,209,0,1,2850
163,0,27129,Luke List,202,0,2857
164,0,26497,Casey Wittenberg,199,0,1,2860
165,0,22961,David Mathis,197,0,1,2862
166,0,33122,Russell Knox,197,0,2862
167,0,27120,Troy Matteson,194,0,2865
168,0,12782,Tim Herron,190,0,2869
169,0,28455,Will Claxton,186,0,2873
170,0,24140,Sean O'Hair,183,0,2876
171,0,20157,Retief Goosen,182,0,1,2877
172,0,24663,Y.E. Yang,182,0,2877
173,0,06004,Stephen Ames,182,0,2877
174,0,10423,Mike Weir,173,0,2886
175,0,23788,D.J. Trahan,169,0,1,2890
176,0,22348,Nick O'Hern,169,0,1,2890
177,0,24399,Scott Gardiner,161,0,2898
178,0,12652,Cameron Beckman,150,0,1,2909
179,0,32698,Bobby Gates,144,0,1,2915
180,0,25336,Alistair Presnell,140,0,2919
181,0,01226,Fred Couples,138,0,2921
182,0,28310,Lee Williams,134,0,2925
183,0,23548,Bill Lunde,133,0,1,2926
184,0,30711,Colt Knost,130,0,2929
185,0,10885,Robert Allenby,129,0,1,2930
186,0,06595,Kevin Sutherland,129,0,2930
187,0,28135,Aaron Watkins,126,0,1,2933
188,0,22295,Darron Stiles,125,0,2934
189,0,20443,Jin Park,125,0,2934
190,0,06251,Chris DiMarco,118,0,1,2941
191,0,08931,Glen Day,113,0,1,2946
192,0,27060,John Mallinger,112,0,2947
193,0,01948,Tim Petrovic,109,0,1,2950
194,0,20572,Rod Pampling,109,0,2950
195,0,20070,Matt Bettencourt,102,0,2957
195,0,22293,Heath Slocum,102,0,2957
197,0,25364,Paul Casey,100,0,2959
198,0,29720,Andres Gonzales,96,0,1,2963
199,0,23718,Nathan Green,92,0,2967
200,0,25396,Kevin Na,92,0,2967
201,0,28158,Steve Marino,91,0,2968
202,0,29425,Andrew Svoboda,89,0,2970
203,0,21951,Joey Snyder III,85,0,2974
204,0,01766,Billy Mayfair,79,0,1,2980
205,0,35901,Paul Haley II,74,0,2985
206,0,01116,Michael Bradley,74,0,2985
207,0,33869,Eric Meierdierks,72,0,2987
208,0,20105,Jeff Gove,69,0,2990
209,0,01024,Billy Andrade,63,0,1,2996
210,0,07457,Steve Flesch,60,0,2999
211,0,23552,Hank Kuehne,59,0,3000
212,0,21949,Joe Ogilvie,58,0,3001
213,0,01945,Kenny Perry,58,0,3001
214,0,02239,Scott Verplank,57,0,3002
215,0,27796,Joe Affrunti,56,0,3003
216,0,23204,Gary Christian,52,0,3007
217,0,07013,Wes Short Jr.,51,0,3008
218,0,01666,Bernhard Langer,42,0,3017
219,0,26695,Michael Letzig,41,0,3018
220,0,06621,Joe Durant,40,0,3019
221,0,02246,Duffy Waldorf,35,0,3024
222,0,20127,Chris Riley,35,0,3024
223,0,02256,Tom Watson,32,0,3027
224,0,21350,Ryuji Imada,32,0,3027
225,0,20634,Peter Lonard,28,0,3031
225,0,08375,Paul Stankowski,28,0,3031
227,0,01142,Bart Bryant,27,0,3032
227,0,01203,Russ Cochran,27,0,3032
229,0,12602,Dean Wilson,24,0,3035
230,0,01378,David Frost,22,0,3037
231,0,01388,Robert Gamez,21,0,3038
232,0,12660,Jesper Parnevik,20,0,3039
233,0,06373,José María Olazábal,20,0,3039
234,0,01619,Skip Kendall,19,0,3040
235,0,01249,John Daly,18,0,3041
236,0,27141,J.B. Holmes,17,0,3042
237,0,01717,Sandy Lyle,16,0,3043
238,0,06332,Neal Lancaster,16,0,3043
239,0,28308,Troy Kelly,15,0,3044
240,0,20580,Andre Stolz,13,0,3046
241,0,26668,Marc Turnesa,13,0,3046
242,0,01677,Tom Lehman,11,0,3048
242,0,01887,Mark O'Meara,11,0,3048
244,0,25457,Alexandre Rocha,10,0,3049
245,0,06034,Marco Dawson,8,0,3051
245,0,10733,Kent Jones,8,0,3051
247,0,01577,Lee Janzen,8,0,3051
248,0,09011,David Duval,5,0,3054
249,0,21407,Arjun Atwal,4,0,3055
250,0,10585,Scott McCarron,2,0,3057
251,0,11032,Frank Lickliter II,1,0,3058
251,0,21959,Ted Purdy,1,0,3058
253,0,01473,Todd Hamilton,1,0,3058
