RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
1,0,08793,Tiger Woods,3059,5,7,0
2,0,23108,Matt Kuchar,2293,2,7,766
3,0,27649,Brandt Snedeker,2218,2,8,841
4,0,01810,Phil Mickelson,2166,2,6,893
5,0,24924,Bill Haas,1505,1,9,1554
6,0,29420,Billy Horschel,1487,1,7,1572
7,0,22405,Justin Rose,1447,1,5,1612
8,0,34046,Jordan Spieth,1436,1,7,1623
9,0,21528,Henrik Stenson,1426,0,6,1633
10,0,33141,Keegan Bradley,1416,0,7,1643
11,0,24502,Adam Scott,1347,1,5,1712
12,0,26289,Boo Weekley,1335,1,4,1724
13,0,27214,Kevin Streelman,1333,1,5,1726
14,0,28089,Jason Day,1284,0,6,1775
15,0,25686,Jason Dufner,1256,1,3,1803
16,0,30925,Dustin Johnson,1226,1,5,1833
17,0,29221,Webb Simpson,1188,0,4,1871
18,0,24024,Zach Johnson,1141,0,6,1918
19,0,34099,Harris English,1134,1,4,1925
20,0,06527,Steve Stricker,1117,0,5,1942
21,0,24781,Hunter Mahan,1101,0,4,1958
22,0,34360,Patrick Reed,1062,1,5,1997
23,0,10809,Jim Furyk,1057,0,5,2002
24,0,34098,Russell Henley,1048,1,3,2011
25,0,25240,D.A. Points,1038,1,2,2021
26,0,25632,Jimmy Walker,996,0,5,2063
27,0,21961,Charles Howell III,996,0,5,2063
28,0,25572,Graeme McDowell,941,1,4,2118
29,0,27895,Jonas Blixt,912,1,2,2147
30,0,27933,John Merrick,909,1,2,2150
31,0,30926,Chris Kirk,904,0,3,2155
32,0,20104,Ken Duke,902,1,2,2157
33,0,26331,Charl Schwartzel,871,0,4,2188
34,0,27436,Graham DeLaet,856,0,5,2203
35,0,20396,Lee Westwood,856,0,6,2203
36,0,28259,Sangmoon Bae,838,1,2,2221
37,0,26300,Matt Jones,836,0,4,2223
38,0,25804,Bubba Watson,830,0,3,2229
39,0,32150,Michael Thompson,828,1,3,2231
40,0,20848,Ángel Cabrera,826,0,2,2233
41,0,32200,Roberto Castro,823,0,2,2236
42,0,32102,Rickie Fowler,822,0,4,2237
43,0,30692,Scott Stallings,816,0,4,2243
44,0,27936,Martin Laird,809,1,2,2250
45,0,34409,David Lingmerth,806,0,3,2253
46,0,23320,Ryan Palmer,801,0,4,2258
47,0,27963,Chris Stroud,800,0,4,2259
48,0,12716,Charley Hoffman,793,0,5,2266
49,0,28237,Rory McIlroy,777,0,5,2282
50,0,25818,Scott Piercy,773,0,4,2286
51,0,23638,Brendon de Jonge,769,0,3,2290
52,0,19846,Brian Gay,744,1,1,2315
53,0,26758,David Hearn,728,0,2,2331
54,0,21099,David Lynn,716,0,2,2343
55,0,23983,Luke Donald,707,0,4,2352
56,0,23135,Tim Clark,703,0,3,2356
57,0,22913,John Rollins,696,0,2,2363
58,0,32366,Kevin Chappell,689,0,3,2370
59,0,21209,Sergio Garcia,684,0,4,2375
60,0,31323,Gary Woodland,683,1,1,2376
61,0,27330,Josh Teater,682,0,3,2377
62,0,24357,K.J. Choi,666,0,2,2393
63,0,27095,Nick Watney,663,0,2,2396
64,0,30110,Kyle Stanley,662,0,3,2397
65,0,34174,John Huh,661,0,2,2398
66,0,21731,Freddie Jacobson,659,0,3,2400
67,0,33419,Cameron Tringale,654,0,1,2405
68,0,26596,Ryan Moore,653,0,3,2406
