RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
1,0,08793,Tiger Woods,78.67,59,16,-42,+1
2,0,21209,Sergio Garcia,75.68,56,18,-32,E
3,0,06522,Ernie Els,72.60,53,20,-30,E
4,0,21961,Charles Howell III,71.76,94,37,-58,-1
5,0,23621,Rory Sabbatini,67.57,50,24,-27,+1
6,0,10885,Robert Allenby,67.19,86,42,-53,-2
7,0,06567,Vijay Singh,66.91,91,45,-57,-9
8,0,01810,Phil Mickelson,66.67,94,47,-50,-4
9,0,23623,Bo Van Pelt,66.40,83,42,-47,-2
10,0,01161,Mark Calcavecchia,63.83,60,34,-30,-4
11,0,01706,Davis Love III,63.56,75,43,-50,-6
12,0,24925,Jonathan Byrd,61.54,80,50,-57,-17
13,0,01249,John Daly,61.43,43,27,-37,+4
14,0,20645,John Senden,61.40,70,44,-44,-5
15,0,20098,Stuart Appleby,60.45,81,53,-50,-1
16,0,20574,Mathew Goggin,60.44,55,36,-31,-3
17,0,20029,Notah Begay III,60.00,72,48,-43,-9
17,0,12660,Jesper Parnevik,60.00,48,32,-31,+10
17,0,02106,Chris Smith,60.00,81,54,-37,+2
20,0,21806,Paul Gow,59.72,86,58,-40,-3
21,0,01945,Kenny Perry,59.60,90,61,-51,-8
22,0,08375,Paul Stankowski,59.40,79,54,-51,-5
23,0,20095,Carl Paulson,59.23,77,53,-43,E
24,0,23322,Brett Wetterich,59.03,85,59,-48,+4
25,0,23177,Kenneth Staton,58.75,94,66,-50,-11
26,0,06573,Brandt Jobe,58.21,78,56,-41,-11
27,0,01707,Steve Lowery,57.76,67,49,-38,-7
28,0,21805,Harrison Frazar,57.60,72,53,-25,-10
29,0,01388,Robert Gamez,57.29,55,41,-20,-3
30,0,20634,Peter Lonard,57.26,71,53,-41,-11
31,0,23614,Rich Beem,56.82,75,57,-42,+1
32,0,20566,Kaname Yokoo,56.70,55,42,-24,-3
33,0,10585,Scott McCarron,56.64,64,49,-43,E
34,0,01042,Paul Azinger,56.34,40,31,-21,-4
35,0,12823,Carlos Franco,55.36,93,75,-49,-13
36,0,09011,David Duval,54.74,52,43,-44,+4
37,0,01577,Lee Janzen,54.62,65,54,-36,E
38,0,02245,Grant Waite,54.42,80,67,-45,+1
39,0,02101,Joey Sindelar,53.64,81,70,-37,-7
39,0,20436,Garrett Willis,53.64,59,51,-37,E
41,0,24361,Pat Perez,53.57,60,52,-36,-7
42,0,23338,David Gossett,53.13,68,60,-31,E
43,0,22913,John Rollins,53.05,87,77,-59,-15
44,0,11032,Frank Lickliter II,51.91,68,63,-38,+6
45,0,01226,Fred Couples,51.72,45,42,-25,-4
46,0,01514,Eduardo Herrera,51.65,47,44,-10,+3
47,0,10423,Mike Weir,51.20,64,61,-42,E
48,0,23541,Ben Crane,51.13,68,65,-35,-10
49,0,21633,Steve Allan,51.11,69,66,-53,+9
49,0,01797,Rocco Mediate,51.11,46,44,-36,-10
51,0,01024,Billy Andrade,51.03,74,71,-48,-10
52,0,24357,K.J. Choi,50.74,69,67,-32,-18
53,0,07457,Steve Flesch,50.40,63,62,-37,-2
54,0,20094,Jonathan Kaye,50.38,66,65,-26,-17
55,0,02206,David Toms,50.34,73,72,-59,-21
56,0,20043,Edward Fryatt,50.00,68,68,-33,-12
56,0,20157,Retief Goosen,50.00,47,47,-35,-9
58,0,10962,Bradley Hughes,49.41,42,43,-19,-5
59,0,08633,Per-Ulrik Johansson,49.09,54,56,-29,+3
60,0,10457,Frank Nobilo,48.92,68,71,-36,-5
61,0,01927,Dennis Paulson,48.91,67,70,-28,-11
62,0,20229,Stewart Cink,48.65,54,57,-29,-8
63,0,26289,Boo Weekley,48.35,44,47,-30,+2
64,0,07867,Woody Austin,48.34,73,78,-43,-10
65,0,06515,Shaun Micheel,48.28,70,75,-43,-18
66,0,01685,J.L. Lewis,47.97,71,77,-46,-21
67,0,12388,Michael Clark II,47.89,68,74,-33,-4
68,0,07223,Brian Bateman,47.79,65,71,-41,-2
69,0,23125,Brad Elder,47.62,40,44,-30,-7
70,0,08075,Jerry Kelly,47.58,59,65,-38,-5
71,0,08881,Tripp Isenhour,47.57,49,54,-30,-7
72,0,10565,Ian Leggatt,47.54,58,64,-40,-14
72,0,20572,Rod Pampling,47.54,58,64,-42,-8
