RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
50,0,01677,Tom Lehman,208.6,270285.000,36
52,0,02101,Joey Sindelar,209.0,669624.000,89
53,0,21806,Paul Gow,209.3,693311.000,92
54,0,19958,Miguel Angel Jiménez,209.6,301884.000,40
55,0,20548,Hidemichi Tanaka,209.9,551611.000,73
56,0,23614,Rich Beem,210.0,597305.000,79
57,0,23177,Kenneth Staton,210.1,771643.000,102
58,0,08375,Paul Stankowski,210.3,605620.000,80
59,0,01945,Kenny Perry,210.4,719601.000,95
60,0,10585,Scott McCarron,210.6,553326.000,73
61,0,01706,Davis Love III,210.8,584299.000,77
62,0,10733,Kent Jones,210.9,630145.000,83
63,0,20043,Edward Fryatt,211.0,592403.000,78
64,0,02104,Jeff Sluman,211.1,539574.000,71
65,0,02206,David Toms,211.2,585387.000,77
66,0,06567,Vijay Singh,211.6,708487.000,93
67,0,01685,J.L. Lewis,211.8,625172.000,82
67,0,20663,Brenden Pappas,211.8,396399.000,52
69,0,01035,Tommy Armour III,212.1,366495.000,48
69,0,21805,Harrison Frazar,212.1,557435.000,73
71,0,01599,Steve Jones,212.7,283316.000,37
72,0,07003,David Berganio Jr.,213.1,506228.000,66
73,0,01042,Paul Azinger,213.3,314786.000,41
74,0,01378,David Frost,213.4,307317.000,40
75,0,20502,Michael Long,213.8,446492.000,58
76,0,24357,K.J. Choi,214.0,554604.000,72
76,0,02110,Jerry Smith,214.0,431357.000,56
78,0,01381,Fred Funk,214.2,424077.000,55
79,0,12652,Cameron Beckman,214.4,401330.000,52
80,0,24361,Pat Perez,214.5,463406.000,60
81,0,07457,Steve Flesch,214.7,541076.000,70
82,0,01549,Mike Hulbert,215.2,232439.000,30
83,0,12645,Brent Geiberger,215.6,512151.000,66
84,0,20572,Rod Pampling,215.9,544032.000,70
85,0,02214,Kirk Triplett,216.2,334712.000,43
86,0,01185,Brandel Chamblee,217.0,367109.000,47
87,0,22046,Geoff Ogilvy,217.5,509023.000,65
88,0,06373,José María Olazábal,217.7,211564.000,27
88,0,01938,David Peoples,217.7,462478.000,59
90,0,01374,Robin Freeman,218.1,471045.000,60
91,0,01766,Billy Mayfair,218.2,439792.000,56
92,0,01132,Mark Brooks,218.3,345859.000,44
92,0,11011,Mike Sposa,218.3,471458.000,60
94,0,01024,Billy Andrade,218.4,644820.000,82
95,0,07223,Brian Bateman,218.5,582068.000,74
95,0,23541,Ben Crane,218.5,558531.000,71
97,0,20574,Mathew Goggin,218.7,496122.000,63
98,0,01307,Joel Edwards,219.0,457339.000,58
98,0,20566,Kaname Yokoo,219.0,449334.000,57
100,0,01619,Skip Kendall,219.2,394519.000,50
101,0,01329,Brad Faxon,219.3,363232.000,46
102,0,23983,Luke Donald,219.4,497707.000,63
102,0,08633,Per-Ulrik Johansson,219.4,442357.000,56
104,0,19881,Robert Damron,219.5,521458.000,66
104,0,21209,Sergio Garcia,219.5,450449.000,57
106,0,06332,Neal Lancaster,219.8,482669.000,61
107,0,06012,Greg Kraft,220.1,316880.000,40
108,0,10649,Tom Scherrer,220.2,396427.000,50
109,0,01203,Russ Cochran,220.3,301378.000,38
109,0,01553,John Huston,220.3,570992.000,72
111,0,08537,J.P. Hayes,220.4,245947.000,31
112,0,10565,Ian Leggatt,220.7,524318.000,66
112,0,01920,Craig Parry,220.7,452803.000,57
114,0,06078,Esteban Toledo,220.8,357617.000,45
115,0,06809,Bob Burns,221.2,318591.000,40
115,0,12826,Paul Claxton,221.2,414172.000,52
117,0,06016,Brad Lardon,221.4,318791.000,40
117,0,20095,Carl Paulson,221.4,653698.000,82
119,0,10425,Jay Williamson,221.5,438645.000,55
120,0,20634,Peter Lonard,221.6,574494.000,72
121,0,20029,Notah Begay III,221.8,590866.000,74
122,0,09011,David Duval,222.0,439524.000,55
123,0,01707,Steve Lowery,222.1,543810.000,68
123,0,10912,Craig Perks,222.1,327786.000,41
125,0,01161,Mark Calcavecchia,222.4,480331.000,60
126,0,23108,Matt Kuchar,222.5,448503.000,56
127,0,01475,Donnie Hammond,222.6,264484.000,33
128,0,12388,Michael Clark II,222.7,577335.000,72
129,0,08123,Jeff Brehaut,223.1,489995.000,61
130,0,23125,Brad Elder,223.6,370310.000,46
130,0,20094,Jonathan Kaye,223.6,619804.000,77
132,0,10809,Jim Furyk,223.9,346617.000,43
132,0,23338,David Gossett,223.9,572304.000,71
132,0,01569,Peter Jacobsen,223.9,314399.000,39
135,0,08535,Gary Nicklaus,224.2,282430.000,35
136,0,02002,John Riegger,224.4,452439.000,56
136,0,02239,Scott Verplank,224.4,403908.000,50
138,0,23903,Stephen Gangluff,224.5,379770.000,47
139,0,01457,Jay Haas,224.9,283429.000,35
140,0,10457,Frank Nobilo,225.0,607493.000,75
141,0,12680,Shigeki Maruyama,225.4,365221.000,45
142,0,12782,Tim Herron,226.5,481022.000,59
143,0,01014,Fulton Allem,226.6,318083.000,39
144,0,07721,Pat Bates,226.8,408242.000,50
145,0,20498,Briny Baird,227.2,564378.000,69
146,0,19824,Craig Barlow,227.7,336064.000,41
147,0,20229,Stewart Cink,227.9,459435.000,56
148,0,01219,John Cook,228.4,304263.000,37
149,0,08931,Glen Day,228.7,576215.000,70
150,0,06575,Dudley Hart,228.8,428407.000,52
151,0,01313,Steve Elkington,228.9,387290.000,47
152,0,06621,Joe Durant,229.1,338168.000,41
152,0,22913,John Rollins,229.1,767125.000,93
154,0,10860,Justin Leonard,229.2,437236.000,53
155,0,02246,Duffy Waldorf,229.3,454039.000,55
156,0,01098,Jay Don Blake,229.5,520519.000,63
157,0,19972,José Coceres,229.7,190199.000,23
158,0,01249,John Daly,230.0,397368.000,48
159,0,06522,Ernie Els,230.4,439549.000,53
160,0,10213,Dicky Pride,230.9,282655.000,34
161,0,06617,Brian Henninger,231.0,365904.000,44
161,0,06527,Steve Stricker,231.0,274389.000,33
163,0,01320,Bob Estes,231.3,299761.000,36
164,0,02322,Richard Zokol,231.6,208446.000,25
165,0,20436,Garrett Willis,232.1,501350.000,60
166,0,01887,Mark O'Meara,232.3,209102.000,25
167,0,01361,Dan Forsman,232.7,460707.000,55
168,0,06251,Chris DiMarco,232.9,561663.000,67
169,0,01797,Rocco Mediate,233.0,411065.000,49
170,0,12510,Chad Campbell,233.5,546385.000,65
171,0,06498,Matt Peterson,234.0,379051.000,45
172,0,01666,Bernhard Langer,234.7,228131.000,27
172,0,01761,Len Mattiace,234.7,599951.000,71
174,0,23135,Tim Clark,235.2,389461.000,46
175,0,08545,Glen Hnatiuk,235.5,567923.000,67
176,0,12753,David Morland IV,235.9,356638.000,42
177,0,23800,Bryce Molder,236.3,331807.000,39
177,0,01948,Tim Petrovic,236.3,518816.000,61
179,0,20127,Chris Riley,236.5,434259.000,51
180,0,01941,Tom Pernice Jr.,236.6,553562.000,65
181,0,08075,Jerry Kelly,236.8,528561.000,62
182,0,22293,Heath Slocum,237.2,230530.000,27
183,0,06350,Bob May,237.4,495762.000,58
184,0,06315,Pete Jordan,237.5,265031.000,31
185,0,02099,Scott Simpson,238.0,197041.000,23
186,0,06595,Kevin Sutherland,238.7,378096.000,44
187,0,19817,Michael Muehr,240.4,181720.000,21
188,0,19846,Brian Gay,241.0,416446.000,48
189,0,01175,Jim Carter,242.9,367279.000,42
189,0,06036,Scott Dunlap,242.9,419718.000,48
191,0,01771,Blaine McCallister,243.3,297785.000,34
192,0,01139,Olin Browne,243.4,420559.000,48
193,0,02257,Brian Watts,243.5,271709.000,31
194,0,01968,Nick Price,244.6,264122.000,30
195,0,07867,Woody Austin,247.3,676613.000,76
196,0,02010,Loren Roberts,247.5,293998.000,33
197,0,01157,Tom Byrum,247.6,276273.000,31
198,0,01926,Steve Pate,247.8,267574.000,30
199,0,01527,Scott Hoch,248.3,339624.000,38
200,0,08553,Lee Porter,251.7,353423.000,39
201,0,06643,Paul Goydos,263.1,293567.000,31
202,0,01928,Corey Pavin,266.7,240073.000,25
