RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
46,0,26695,Michael Letzig,70.75,1981,28
46,0,08845,Scott Sterling,70.75,1698,24
48,0,01945,Kenny Perry,70.76,2972,42
49,0,21949,Joe Ogilvie,70.77,1840,26
49,0,01941,Tom Pernice Jr.,70.77,2194,31
49,0,26668,Marc Turnesa,70.77,1557,22
52,0,22293,Heath Slocum,70.78,2548,36
53,0,21350,Ryuji Imada,70.79,2053,29
53,0,25349,Tim Wilkinson,70.79,2053,29
55,0,23135,Tim Clark,70.82,2762,39
55,0,08385,Omar Uresti,70.82,1204,17
57,0,07547,Craig Kanada,70.84,1346,19
58,0,24140,Sean O'Hair,70.85,1913,27
59,0,20574,Mathew Goggin,70.86,2055,29
60,0,20104,Ken Duke,70.87,2693,38
60,0,23797,Brett Rumford,70.87,1063,15
62,0,01313,Steve Elkington,70.89,1985,28
62,0,01320,Bob Estes,70.89,1914,27
64,0,20498,Briny Baird,70.90,2907,41
64,0,01553,John Huston,70.90,1489,21
66,0,28089,Jason Day,70.92,1773,25
66,0,21209,Sergio Garcia,70.92,2695,38
66,0,21731,Freddie Jacobson,70.92,1844,26
69,0,12823,Carlos Franco,70.94,1135,16
69,0,20663,Brenden Pappas,70.94,1135,16
69,0,27770,Camilo Villegas,70.94,2483,35
72,0,23614,Rich Beem,70.95,1419,20
72,0,30925,Dustin Johnson,70.95,1490,21
74,0,22892,Jason Gore,70.97,2200,31
74,0,06575,Dudley Hart,70.97,2200,31
76,0,24924,Bill Haas,71.00,2627,37
76,0,02002,John Riegger,71.00,994,14
78,0,06522,Ernie Els,71.04,1634,23
78,0,25396,Kevin Na,71.04,1847,26
80,0,20472,Alex Cejka,71.06,2203,31
80,0,24024,Zach Johnson,71.06,2203,31
80,0,27963,Chris Stroud,71.06,1208,17
83,0,23108,Matt Kuchar,71.07,2132,30
84,0,06573,Brandt Jobe,71.08,924,13
85,0,26476,Chez Reavie,71.10,2133,30
86,0,06197,Michael Allen,71.11,1991,28
86,0,25364,Paul Casey,71.11,1280,18
86,0,25804,Bubba Watson,71.11,2702,38
89,0,23497,Tag Ridings,71.12,1778,25
90,0,10809,Jim Furyk,71.14,3628,51
90,0,12705,Cliff Kresge,71.14,1565,22
92,0,10585,Scott McCarron,71.16,1779,25
92,0,23325,Vaughn Taylor,71.16,2704,38
92,0,27095,Nick Watney,71.16,1779,25
95,0,21805,Harrison Frazar,71.17,1281,18
95,0,26300,Matt Jones,71.17,2135,30
97,0,23623,Bo Van Pelt,71.21,1994,28
97,0,25632,Jimmy Walker,71.21,997,14
99,0,21753,Brian Davis,71.23,2778,39
99,0,24449,Parker McLachlin,71.23,2208,31
101,0,22548,Patrick Sheehan,71.24,2422,34
102,0,12652,Cameron Beckman,71.26,1354,19
102,0,11032,Frank Lickliter II,71.26,1639,23
104,0,07867,Woody Austin,71.27,2352,33
104,0,01142,Bart Bryant,71.27,1853,26
104,0,20229,Stewart Cink,71.27,2637,37
104,0,27214,Kevin Streelman,71.27,2352,33
108,0,24357,K.J. Choi,71.29,2424,34
109,0,25345,Carl Pettersson,71.32,2639,37
110,0,01577,Lee Janzen,71.33,1926,27
111,0,22348,Nick O'Hern,71.36,1998,28
111,0,23320,Ryan Palmer,71.36,1784,25
111,0,20572,Rod Pampling,71.36,1998,28
111,0,02206,David Toms,71.36,1784,25
115,0,07457,Steve Flesch,71.37,2141,30
115,0,27060,John Mallinger,71.37,1927,27
115,0,27120,Troy Matteson,71.37,2498,35
118,0,20634,Peter Lonard,71.38,1856,26
119,0,23718,Nathan Green,71.39,1642,23
120,0,20098,Stuart Appleby,71.41,2785,39
121,0,08075,Jerry Kelly,71.45,2072,29
122,0,01388,Robert Gamez,71.47,1215,17
123,0,06643,Paul Goydos,71.48,1787,25
124,0,25720,Chad Collins,71.50,1001,14
124,0,24358,Robert Garrigus,71.50,2288,32
124,0,25594,Travis Perkins,71.50,715,10
124,0,07749,Brett Quigley,71.50,1716,24
124,0,10649,Tom Scherrer,71.50,1144,16
129,0,26596,Ryan Moore,71.52,1788,25
129,0,23788,D.J. Trahan,71.52,1931,27
131,0,12602,Dean Wilson,71.58,2219,31
132,0,27933,John Merrick,71.60,2506,35
133,0,22371,Aaron Baddeley,71.65,1863,26
133,0,06621,Joe Durant,71.65,1648,23
133,0,22046,Geoff Ogilvy,71.65,1863,26
136,0,22621,Ben Curtis,71.67,2365,33
137,0,25190,Jeff Quinney,71.68,1577,22
137,0,27649,Brandt Snedeker,71.68,2222,31
139,0,06034,Marco Dawson,71.69,1147,16
139,0,20127,Chris Riley,71.69,932,13
141,0,01797,Rocco Mediate,71.76,1794,25
142,0,24925,Jonathan Byrd,71.77,1579,22
143,0,30750,Tommy Gainey,71.79,1364,19
144,0,23409,James Driscoll,71.81,1508,21
145,0,01226,Fred Couples,71.83,1293,18
146,0,12716,Charley Hoffman,71.84,1796,25
146,0,06527,Steve Stricker,71.84,2227,31
146,0,24663,Y.E. Yang,71.84,1796,25
149,0,01473,Todd Hamilton,71.85,1868,26
150,0,19913,Ron Whittaker,71.89,647,9
151,0,26951,Johnson Wagner,71.90,1438,20
152,0,01706,Davis Love III,71.91,1582,22
153,0,20433,Mark Hensby,71.92,1726,24
154,0,10875,Todd Demsey,71.95,1439,20
154,0,22806,Doug LaBelle II,71.95,1367,19
154,0,01724,Jeff Maggert,71.95,1511,21
157,0,28780,Nicholas Thompson,71.97,2303,32
158,0,23540,Jason Allred,72.00,1080,15
158,0,01024,Billy Andrade,72.00,1512,21
158,0,01161,Mark Calcavecchia,72.00,1440,20
158,0,23349,Charles Warren,72.00,1800,25
162,0,20157,Retief Goosen,72.05,1441,20
163,0,12680,Shigeki Maruyama,72.06,1153,16
164,0,10425,Jay Williamson,72.07,2162,30
165,0,12660,Jesper Parnevik,72.08,1802,25
166,0,21461,Kenneth Ferrie,72.11,1370,19
167,0,06090,Jim McGovern,72.13,1154,16
168,0,12826,Paul Claxton,72.14,1010,14
168,0,22913,John Rollins,72.14,2092,29
168,0,12309,Bob Sowards,72.14,1010,14
171,0,24138,Ian Poulter,72.15,1443,20
172,0,26679,Kevin Stadler,72.17,2093,29
173,0,23048,Eric Axley,72.18,2382,33
174,0,20848,Ángel Cabrera,72.19,1155,16
174,0,23353,J.J. Henry,72.19,1877,26
176,0,01139,Olin Browne,72.21,1011,14
177,0,22378,Trevor Immelman,72.25,1734,24
178,0,25562,Andres Romero,72.33,1302,18
179,0,20105,Jeff Gove,72.36,1013,14
180,0,20382,Stephen Leaney,72.38,941,13
180,0,01707,Steve Lowery,72.38,1158,16
182,0,28475,Jeff Overton,72.41,2317,32
183,0,19803,Ryan Armour,72.43,1666,23
184,0,21959,Ted Purdy,72.44,1304,18
185,0,20443,Jin Park,72.47,1377,19
186,0,26289,Boo Weekley,72.50,1740,24
187,0,23157,Richard Johnson,72.56,1161,16
188,0,22582,Kyle Thompson,72.57,1524,21
189,0,26500,Alejandro Cañizares,72.62,944,13
190,0,27561,Nick Flanagan,72.64,1816,25
191,0,27141,J.B. Holmes,72.67,2398,33
192,0,26631,Cody Freeman,72.73,1091,15
193,0,01677,Tom Lehman,72.79,1383,19
194,0,24502,Adam Scott,72.81,1529,21
195,0,20378,Mathias Grönberg,72.94,1313,18
196,0,27613,David Lutterus,73.50,1029,14
197,0,09011,David Duval,73.63,1399,19
