RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL LATE ROUNDS
1,0,06567,Vijay Singh,69.73,2789,40
2,0,19846,Brian Gay,69.85,3772,54
3,0,29718,Anthony Kim,70.19,3299,47
4,0,06595,Kevin Sutherland,70.20,3440,49
5,0,08931,Glen Day,70.24,2037,29
6,0,10733,Kent Jones,70.27,2319,33
6,0,07547,Craig Kanada,70.27,2319,33
8,0,02223,Bob Tway,70.31,2250,32
9,0,01553,John Huston,70.33,2110,30
10,0,20160,Charlie Wi,70.35,3377,48
11,0,28158,Steve Marino,70.38,3941,56
12,0,24361,Pat Perez,70.39,3449,49
13,0,10423,Mike Weir,70.42,3380,48
14,0,06004,Stephen Ames,70.43,3099,44
15,0,20623,Gavin Coles,70.44,1761,25
15,0,25900,Lucas Glover,70.44,3170,45
17,0,10860,Justin Leonard,70.45,3452,49
18,0,12782,Tim Herron,70.46,3241,46
19,0,23541,Ben Crane,70.49,3172,45
19,0,01945,Kenny Perry,70.49,3736,53
21,0,01035,Tommy Armour III,70.52,3103,44
22,0,20645,John Senden,70.54,2610,37
23,0,12510,Chad Campbell,70.55,3598,51
24,0,01810,Phil Mickelson,70.57,3317,47
25,0,23621,Rory Sabbatini,70.58,2823,40
26,0,23135,Tim Clark,70.60,3530,50
27,0,01766,Billy Mayfair,70.63,3673,52
28,0,20766,Padraig Harrington,70.65,1837,26
29,0,27770,Camilo Villegas,70.67,3039,43
30,0,27214,Kevin Streelman,70.68,4170,59
31,0,27936,Martin Laird,70.70,3111,44
32,0,20574,Mathew Goggin,70.71,3182,45
33,0,02239,Scott Verplank,70.73,3183,45
34,0,02002,John Riegger,70.75,2264,32
35,0,10505,Shane Bertsch,70.76,3255,46
35,0,01320,Bob Estes,70.76,3184,45
37,0,24490,George McNeill,70.77,3326,47
38,0,01928,Corey Pavin,70.79,2053,29
39,0,23108,Matt Kuchar,70.80,3115,44
39,0,24781,Hunter Mahan,70.80,2903,41
39,0,23325,Vaughn Taylor,70.80,3965,56
39,0,23788,D.J. Trahan,70.80,3186,45
43,0,20498,Briny Baird,70.81,4461,63
43,0,23125,Brad Elder,70.81,2266,32
43,0,21961,Charles Howell III,70.81,3753,53
46,0,10885,Robert Allenby,70.82,3966,56
47,0,20104,Ken Duke,70.83,4179,59
47,0,22348,Nick O'Hern,70.83,2833,40
49,0,21753,Brian Davis,70.84,4463,63
50,0,21878,Mark Wilson,70.85,3330,47
51,0,21209,Sergio Garcia,70.87,3260,46
51,0,25396,Kevin Na,70.87,3260,46
53,0,01313,Steve Elkington,70.88,2835,40
53,0,26300,Matt Jones,70.88,2977,42
53,0,20634,Peter Lonard,70.88,2977,42
53,0,01941,Tom Pernice Jr.,70.88,3402,48
57,0,11032,Frank Lickliter II,70.89,3119,44
57,0,26476,Chez Reavie,70.89,3970,56
57,0,27095,Nick Watney,70.89,3119,44
60,0,07867,Woody Austin,70.90,3545,50
61,0,26695,Michael Letzig,70.92,3617,51
61,0,01948,Tim Petrovic,70.92,3404,48
63,0,20229,Stewart Cink,70.95,3122,44
63,0,22892,Jason Gore,70.95,3122,44
65,0,06573,Brandt Jobe,70.96,1703,24
66,0,27933,John Merrick,70.97,4116,58
67,0,10809,Jim Furyk,71.02,3835,54
67,0,06575,Dudley Hart,71.02,3125,44
69,0,24912,Will MacKenzie,71.03,2060,29
70,0,06251,Chris DiMarco,71.05,2913,41
70,0,08845,Scott Sterling,71.05,2913,41
72,0,23320,Ryan Palmer,71.06,2558,36
73,0,24924,Bill Haas,71.08,3554,50
74,0,22548,Patrick Sheehan,71.09,3981,56
75,0,06643,Paul Goydos,71.10,2773,39
75,0,24449,Parker McLachlin,71.10,2986,42
77,0,08075,Jerry Kelly,71.12,3556,50
77,0,24140,Sean O'Hair,71.12,2987,42
79,0,25842,Jon Mills,71.13,3201,45
80,0,06522,Ernie Els,71.14,2063,29
81,0,12705,Cliff Kresge,71.15,2917,41
81,0,25632,Jimmy Walker,71.15,2419,34
83,0,20472,Alex Cejka,71.16,2633,37
83,0,22046,Geoff Ogilvy,71.16,2277,32
85,0,20098,Stuart Appleby,71.18,3559,50
85,0,23614,Rich Beem,71.18,2776,39
87,0,21350,Ryuji Imada,71.20,2919,41
88,0,24358,Robert Garrigus,71.22,3276,46
88,0,22293,Heath Slocum,71.22,3561,50
88,0,25349,Tim Wilkinson,71.22,3276,46
91,0,23778,Brad Adamonis,71.23,3419,48
91,0,01226,Fred Couples,71.23,2137,30
91,0,24024,Zach Johnson,71.23,2849,40
94,0,24357,K.J. Choi,71.25,2850,40
95,0,12652,Cameron Beckman,71.26,2993,42
95,0,23623,Bo Van Pelt,71.26,3563,50
97,0,28089,Jason Day,71.28,3065,43
97,0,30925,Dustin Johnson,71.28,3065,43
97,0,27120,Troy Matteson,71.28,3350,47
100,0,20850,Daniel Chopra,71.30,2852,40
100,0,26420,Richard Johnson,71.30,1925,27
100,0,25345,Carl Pettersson,71.30,3850,54
103,0,27060,John Mallinger,71.33,3281,46
104,0,10585,Scott McCarron,71.34,2283,32
105,0,26951,Johnson Wagner,71.35,2640,37
106,0,20127,Chris Riley,71.36,1784,25
107,0,06527,Steve Stricker,71.37,2712,38
108,0,25364,Paul Casey,71.38,1713,24
109,0,21805,Harrison Frazar,71.39,2713,38
109,0,23718,Nathan Green,71.39,3141,44
109,0,02206,David Toms,71.39,2356,33
112,0,12602,Dean Wilson,71.40,3713,52
113,0,20572,Rod Pampling,71.41,2928,41
114,0,21949,Joe Ogilvie,71.42,3214,45
115,0,12823,Carlos Franco,71.43,2500,35
115,0,25804,Bubba Watson,71.43,3357,47
117,0,01139,Olin Browne,71.44,2429,34
118,0,25190,Jeff Quinney,71.47,3216,45
119,0,20663,Brenden Pappas,71.48,2216,31
120,0,26668,Marc Turnesa,71.49,3503,49
121,0,24227,Justin Bolli,71.51,2932,41
121,0,12716,Charley Hoffman,71.51,2789,39
123,0,07457,Steve Flesch,71.52,3576,50
123,0,12680,Shigeki Maruyama,71.52,1931,27
123,0,10649,Tom Scherrer,71.52,1788,25
126,0,10875,Todd Demsey,71.53,2575,36
126,0,08385,Omar Uresti,71.53,2432,34
128,0,20378,Mathias Grönberg,71.54,2647,37
128,0,01706,Davis Love III,71.54,2647,37
130,0,22806,Doug LaBelle II,71.55,2218,31
130,0,26679,Kevin Stadler,71.55,3148,44
132,0,01142,Bart Bryant,71.58,2863,40
132,0,01577,Lee Janzen,71.58,3221,45
132,0,27963,Chris Stroud,71.58,2720,38
135,0,22621,Ben Curtis,71.59,3150,44
135,0,28475,Jeff Overton,71.59,3866,54
135,0,23497,Tag Ridings,71.59,2792,39
138,0,06197,Michael Allen,71.60,3222,45
139,0,08537,J.P. Hayes,71.61,2363,33
139,0,21731,Freddie Jacobson,71.61,2936,41
141,0,27649,Brandt Snedeker,71.63,3080,43
141,0,28780,Nicholas Thompson,71.63,3725,52
