RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,08545,Glen Hnatiuk,33,4,3,18,2001420
1,0,01677,Tom Lehman,33,0,2,18,2001350
3,0,10885,Robert Allenby,31,1,1,16,2001420
4,0,01553,John Huston,30,1,3,12,2001030
4,0,06350,Bob May,30,0,1,17,2001460
4,0,10585,Scott McCarron,30,3,2,18,2001470
7,0,06621,Joe Durant,28,7,2,18,2001340
7,0,06090,Jim McGovern,28,0,4,14,2001290
7,0,23621,Rory Sabbatini,28,0,2,11,2001030
10,0,07867,Woody Austin,27,0,4,8,2001290
11,0,01418,Bill Glasson,26,2,2,4,2001070
11,0,21961,Charles Howell III,26,4,2,7,2001470
11,0,11032,Frank Lickliter II,26,0,3,15,2001290
11,0,02101,Joey Sindelar,26,0,4,11,2001380
11,0,08793,Tiger Woods,26,0,2,7,2001500
16,0,01132,Mark Brooks,25,1,3,8,2001270
16,0,20229,Stewart Cink,25,11,1,1,2001030
16,0,06251,Chris DiMarco,25,10,3,12,2001030
16,0,12680,Shigeki Maruyama,25,0,1,12,2001460
16,0,01823,Larry Mize,25,4,1,6,2001470
21,0,21633,Steve Allan,24,0,4,1,2001080
21,0,20098,Stuart Appleby,24,0,2,4,2001470
21,0,22046,Geoff Ogilvy,24,2,3,9,2001110
24,0,20498,Briny Baird,23,2,2,18,2001470
24,0,09011,David Duval,23,6,4,17,2001480
24,0,06332,Neal Lancaster,23,0,3,12,2001340
24,0,10860,Justin Leonard,23,1,3,3,2001030
24,0,20628,Arron Oberholser,23,1,2,10,2001060
24,0,01938,David Peoples,23,12,3,2,2001470
24,0,06078,Esteban Toledo,23,0,4,13,2001070
24,0,02206,David Toms,23,1,2,14,2001030
24,0,02214,Kirk Triplett,23,0,3,3,2001030
33,0,01307,Joel Edwards,22,3,5,3,2001460
33,0,01320,Bob Estes,22,2,1,10,2001430
33,0,19846,Brian Gay,22,1,2,2,2001460
33,0,20992,Kazuhiko Hosokawa,22,6,2,8,2001220
33,0,08553,Lee Porter,22,0,1,11,2001020
33,0,10649,Tom Scherrer,22,0,2,14,2001030
39,0,07763,Doug Dunakey,21,0,4,15,2001290
39,0,01381,Fred Funk,21,4,4,13,2001460
39,0,23338,David Gossett,21,0,2,16,2001490
39,0,06315,Pete Jordan,21,0,1,17,2001460
39,0,01968,Nick Price,21,1,3,16,2001470
39,0,02223,Bob Tway,21,4,1,16,2001160
45,0,12652,Cameron Beckman,20,0,2,4,2001460
45,0,08537,J.P. Hayes,20,5,3,9,2001360
45,0,01666,Bernhard Langer,20,4,4,2,2001020
45,0,01682,Wayne Levi,20,0,2,16,2001270
45,0,01706,Davis Love III,20,0,3,12,2001060
45,0,01797,Rocco Mediate,20,0,3,18,2001340
45,0,01945,Kenny Perry,20,1,1,10,2001290
45,0,22293,Heath Slocum,20,0,1,15,2001420
45,0,02106,Chris Smith,20,2,3,3,2001200
45,0,20396,Lee Westwood,20,0,1,13,2001350
45,0,10425,Jay Williamson,20,1,2,1,2001340
56,0,07003,David Berganio Jr.,19,2,1,10,2001320
56,0,12388,Michael Clark II,19,2,3,12,2001030
56,0,10201,Matt Gogel,19,0,1,18,2001060
56,0,21806,Paul Gow,19,0,4,18,2001300
56,0,12782,Tim Herron,19,0,2,18,2001190
56,0,19817,Michael Muehr,19,4,4,10,2001290
56,0,06373,José María Olazábal,19,0,4,9,2001060
56,0,02002,John Riegger,19,1,1,10,2001070
56,0,02010,Loren Roberts,19,5,3,3,2001030
56,0,06595,Kevin Sutherland,19,2,3,5,2001260
56,0,02170,Hal Sutton,19,6,2,13,2001500
56,0,10423,Mike Weir,19,0,1,17,2001500
56,0,20436,Garrett Willis,19,0,2,5,2001270
56,0,08057,Brian Wilson,19,4,2,13,2001340
70,0,01042,Paul Azinger,18,0,2,18,2001350
70,0,01249,John Daly,18,0,2,14,2001200
70,0,06034,Marco Dawson,18,5,2,6,2001470
70,0,06036,Scott Dunlap,18,2,1,11,2001480
70,0,01374,Robin Freeman,18,1,2,5,2001460
70,0,10809,Jim Furyk,18,7,1,5,2001340
70,0,20574,Mathew Goggin,18,0,1,7,2001470
70,0,06575,Dudley Hart,18,0,3,13,2001110
70,0,01487,Jeff Hart,18,0,2,15,2001470
70,0,01527,Scott Hoch,18,6,2,6,2001220
70,0,06573,Brandt Jobe,18,2,1,15,2001290
70,0,06514,Kevin Johnson,18,1,1,11,2001200
70,0,12705,Cliff Kresge,18,2,3,12,2001460
70,0,22122,Andrew McLardy,18,2,1,17,2001460
70,0,01943,Chris Perry,18,0,1,5,2001050
70,0,02104,Jeff Sluman,18,4,4,17,2001210
70,0,11011,Mike Sposa,18,2,1,5,2001140
70,0,02239,Scott Verplank,18,8,1,4,2001080
70,0,20566,Kaname Yokoo,18,0,2,11,2001180
89,0,01098,Jay Don Blake,17,0,3,4,2001290
89,0,24357,K.J. Choi,17,0,3,15,2001290
89,0,01203,Russ Cochran,17,0,5,13,2001460
89,0,01219,John Cook,17,9,4,13,2001470
89,0,19881,Robert Damron,17,0,1,6,2001200
89,0,01313,Steve Elkington,17,0,2,9,2001140
89,0,12760,Danny Ellis,17,3,2,6,2001480
89,0,06522,Ernie Els,17,2,4,1,2001030
89,0,01378,David Frost,17,1,1,1,2001340
89,0,22892,Jason Gore,17,1,2,18,2001290
89,0,06643,Paul Goydos,17,0,4,3,2001050
89,0,10963,Jimmy Green,17,1,4,2,2001110
89,0,01457,Jay Haas,17,2,4,14,2001240
89,0,01475,Donnie Hammond,17,2,1,7,2001300
