RANK,MOVEMENT,PLAYER_ID,PLAYER,ROUNDS
1,0,10860,Justin Leonard,66
1,0,02214,Kirk Triplett,66
3,0,01381,Fred Funk,65
4,0,01707,Steve Lowery,63
5,0,07867,Woody Austin,60
5,0,01201,Lennie Clements,60
5,0,02104,Jeff Sluman,60
8,0,01161,Mark Calcavecchia,59
9,0,01132,Mark Brooks,58
10,0,10809,Jim Furyk,57
11,0,01549,Mike Hulbert,55
11,0,02099,Scott Simpson,55
13,0,01766,Billy Mayfair,54
13,0,01887,Mark O'Meara,54
13,0,02246,Duffy Waldorf,54
16,0,01527,Scott Hoch,53
16,0,01945,Kenny Perry,53
16,0,02146,Payne Stewart,53
16,0,02170,Hal Sutton,53
16,0,02223,Bob Tway,53
21,0,01569,Peter Jacobsen,52
21,0,02239,Scott Verplank,52
23,0,01006,John Adams,51
23,0,01599,Steve Jones,51
25,0,06214,Guy Boros,50
25,0,09011,David Duval,50
25,0,01320,Bob Estes,50
28,0,01093,Ronnie Black,49
28,0,01098,Jay Don Blake,49
28,0,01156,Curt Byrum,49
28,0,01385,Jim Gallagher Jr.,49
28,0,01706,Davis Love III,49
33,0,01175,Jim Carter,48
33,0,01374,Robin Freeman,48
33,0,06044,Scott Gump,48
33,0,06090,Jim McGovern,48
33,0,02267,D.A. Weibring,48
38,0,01035,Tommy Armour III,47
38,0,06643,Paul Goydos,47
38,0,01457,Jay Haas,47
38,0,06657,Steve Rintoul,47
42,0,01143,Brad Bryant,46
42,0,01701,Bob Lohr,46
44,0,01060,Dave Barr,45
44,0,01723,Andrew Magee,45
44,0,06527,Steve Stricker,45
44,0,02245,Grant Waite,45
48,0,01116,Michael Bradley,44
48,0,01361,Dan Forsman,44
48,0,01408,Kelly Gibson,44
48,0,01418,Bill Glasson,44
48,0,01577,Lee Janzen,44
48,0,01619,Skip Kendall,44
48,0,01748,Doug Martin,44
48,0,02008,Lee Rinker,44
48,0,06577,John Wilson,44
57,0,01040,Emlyn Aubrey,43
57,0,01142,Bart Bryant,43
57,0,06124,Patrick Burke,43
57,0,01203,Russ Cochran,43
57,0,01313,Steve Elkington,43
57,0,06575,Dudley Hart,43
57,0,02218,Ted Tryba,43
64,0,01306,David Edwards,42
64,0,01326,Nick Faldo,42
64,0,01329,Brad Faxon,42
64,0,01607,Brian Kamm,42
64,0,06012,Greg Kraft,42
64,0,01724,Jeff Maggert,42
64,0,01771,Blaine McCallister,42
64,0,01891,David Ogrin,42
64,0,07101,Dave Stockton Jr.,42
73,0,01072,Chip Beck,41
