RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,06527,Steve Stricker,52.78,76,144
2,0,33141,Keegan Bradley,51.92,135,260
3,0,23621,Rory Sabbatini,51.61,128,248
4,0,26331,Charl Schwartzel,51.47,105,204
5,0,24502,Adam Scott,49.46,91,184
6,0,01810,Phil Mickelson,48.98,120,245
6,0,21528,Henrik Stenson,48.98,96,196
8,0,08793,Tiger Woods,48.91,90,184
9,0,12716,Charley Hoffman,48.89,132,270
10,0,27649,Brandt Snedeker,48.61,122,251
11,0,22405,Justin Rose,48.31,86,178
12,0,27436,Graham DeLaet,48.30,142,294
13,0,30163,Henrik Norlander,47.93,104,217
14,0,29420,Billy Horschel,47.84,144,301
15,0,25274,Steven Bowditch,47.80,98,205
16,0,26679,Kevin Stadler,47.79,119,249
17,0,23108,Matt Kuchar,47.78,129,270
18,0,32448,James Hahn,47.77,118,247
19,0,23320,Ryan Palmer,47.68,113,237
20,0,24781,Hunter Mahan,47.41,128,270
21,0,30110,Kyle Stanley,47.16,108,229
22,0,30944,Jason Kokrak,46.99,117,249
23,0,21209,Sergio Garcia,46.88,90,192
24,0,28089,Jason Day,46.61,117,251
25,0,25562,Andres Romero,46.60,89,191
26,0,21961,Charles Howell III,45.99,126,274
27,0,23325,Vaughn Taylor,45.77,65,142
28,0,34099,Harris English,45.73,134,293
29,0,26289,Boo Weekley,45.70,138,302
30,0,31323,Gary Woodland,45.39,128,282
31,0,29740,Brad Fritsch,45.34,112,247
32,0,22371,Aaron Baddeley,45.29,101,223
33,0,35539,Luke Guthrie,45.28,120,265
34,0,32102,Rickie Fowler,45.22,104,230
34,0,25818,Scott Piercy,45.22,104,230
36,0,23638,Brendon de Jonge,45.16,154,341
37,0,34021,Bud Cauley,45.10,92,204
37,0,27129,Luke List,45.10,92,204
39,0,20645,John Senden,44.84,113,252
40,0,34360,Patrick Reed,44.71,114,255
41,0,25834,Daniel Summerhays,44.69,122,273
42,0,30925,Dustin Johnson,44.60,95,213
43,0,26300,Matt Jones,44.49,117,263
43,0,27214,Kevin Streelman,44.49,117,263
45,0,25804,Bubba Watson,44.44,104,234
46,0,22913,John Rollins,44.40,103,232
47,0,32200,Roberto Castro,44.34,137,309
48,0,06522,Ernie Els,44.27,85,192
49,0,22792,Peter Hanson,44.26,54,122
50,0,29221,Webb Simpson,43.94,116,264
51,0,12510,Chad Campbell,43.93,105,239
52,0,34046,Jordan Spieth,43.82,110,251
53,0,25632,Jimmy Walker,43.73,122,279
54,0,31557,Jim Herman,43.71,73,167
55,0,33419,Cameron Tringale,43.68,114,261
56,0,28135,Aaron Watkins,43.57,61,140
57,0,30692,Scott Stallings,43.50,107,246
58,0,33418,Shawn Stefani,43.46,83,191
59,0,25900,Lucas Glover,43.26,93,215
60,0,24140,Sean O'Hair,43.09,78,181
61,0,28092,D.H. Lee,42.93,88,205
62,0,28679,Fabián Gómez,42.92,91,212
63,0,28500,Martin Flores,42.86,111,259
63,0,24358,Robert Garrigus,42.86,93,217
63,0,34098,Russell Henley,42.86,102,238
66,0,27095,Nick Watney,42.70,120,281
67,0,29425,Andrew Svoboda,42.65,58,136
68,0,20229,Stewart Cink,42.48,96,226
69,0,27330,Josh Teater,42.32,113,267
70,0,23800,Bryce Molder,42.23,106,251
71,0,28237,Rory McIlroy,42.22,76,180
72,0,33461,Morgan Hoffmann,42.02,79,188
73,0,24361,Pat Perez,41.92,96,229
74,0,20593,Greg Chalmers,41.84,100,239
75,0,23983,Luke Donald,41.76,76,182
76,0,27770,Camilo Villegas,41.70,98,235
77,0,28307,Matt Every,41.46,119,287
77,0,19970,Robert Karlsson,41.46,68,164
79,0,28259,Sangmoon Bae,41.41,106,256
80,0,26596,Ryan Moore,41.36,91,220
80,0,20443,Jin Park,41.36,67,162
