RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
1,0,01810,Phil Mickelson,23.86,335,1404,43
2,0,06527,Steve Stricker,23.76,201,846,2
3,0,08793,Tiger Woods,23.33,252,1080,24
4,0,23621,Rory Sabbatini,23.17,342,1476,23
5,0,26331,Charl Schwartzel,22.79,279,1224,72
6,0,27649,Brandt Snedeker,22.57,321,1422,79
7,0,28237,Rory McIlroy,22.53,223,990,86
8,0,12716,Charley Hoffman,22.49,340,1512,85
8,0,34046,Jordan Spieth,22.49,332,1476,37
10,0,23320,Ryan Palmer,22.36,318,1422,56
11,0,30926,Chris Kirk,22.35,358,1602,69
12,0,29420,Billy Horschel,22.28,385,1728,27
13,0,33461,Morgan Hoffmann,22.22,256,1152,103
13,0,22405,Justin Rose,22.22,240,1080,9
15,0,26679,Kevin Stadler,22.15,315,1422,8
16,0,28259,Sangmoon Bae,22.09,330,1494,127
17,0,34099,Harris English,21.93,375,1710,63
18,0,30925,Dustin Johnson,21.90,276,1260,39
19,0,21528,Henrik Stenson,21.70,250,1152,1
20,0,27436,Graham DeLaet,21.69,367,1692,3
21,0,28307,Matt Every,21.66,347,1602,83
22,0,24358,Robert Garrigus,21.62,253,1170,58
23,0,29221,Webb Simpson,21.59,342,1584,43
24,0,33141,Keegan Bradley,21.58,338,1566,49
25,0,25804,Bubba Watson,21.54,283,1314,5
26,0,25632,Jimmy Walker,21.43,324,1512,61
27,0,31323,Gary Woodland,21.30,345,1620,36
28,0,24502,Adam Scott,21.20,229,1080,11
29,0,26758,David Hearn,21.15,335,1584,101
29,0,25834,Daniel Summerhays,21.15,316,1494,108
31,0,23325,Vaughn Taylor,21.14,175,828,135
32,0,32448,James Hahn,21.10,281,1332,101
33,0,25562,Andres Romero,21.09,224,1062,168
34,0,34098,Russell Henley,21.08,296,1404,116
35,0,24507,Jason Bohn,21.03,265,1260,109
36,0,21753,Brian Davis,21.00,344,1638,157
37,0,21961,Charles Howell III,20.98,321,1530,42
38,0,23800,Bryce Molder,20.97,302,1440,128
38,0,20160,Charlie Wi,20.97,268,1278,176
