RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES,GIR RANK
40,0,30944,Jason Kokrak,20.94,294,1404,80
41,0,27770,Camilo Villegas,20.89,282,1350,40
42,0,23983,Luke Donald,20.88,218,1044,156
42,0,34360,Patrick Reed,20.88,312,1494,125
44,0,29740,Brad Fritsch,20.85,289,1386,46
44,0,24361,Pat Perez,20.85,259,1242,18
46,0,23409,James Driscoll,20.83,270,1296,124
47,0,23108,Matt Kuchar,20.82,326,1566,73
48,0,21209,Sergio Garcia,20.81,236,1134,29
49,0,25274,Steven Bowditch,20.77,243,1170,161
50,0,25818,Scott Piercy,20.74,280,1350,150
51,0,24781,Hunter Mahan,20.72,317,1530,25
52,0,26300,Matt Jones,20.68,309,1494,64
53,0,34409,David Lingmerth,20.67,253,1224,138
54,0,23638,Brendon de Jonge,20.61,408,1980,10
55,0,32102,Rickie Fowler,20.57,274,1332,134
56,0,28089,Jason Day,20.49,295,1440,96
57,0,22913,John Rollins,20.40,268,1314,30
58,0,32200,Roberto Castro,20.39,356,1746,33
59,0,28475,Jeff Overton,20.37,286,1404,98
60,0,27095,Nick Watney,20.35,315,1548,13
61,0,20593,Greg Chalmers,20.32,267,1314,167
62,0,28780,Nicholas Thompson,20.31,362,1782,20
63,0,24024,Zach Johnson,20.28,303,1494,15
64,0,22371,Aaron Baddeley,20.20,240,1188,178
64,0,25686,Jason Dufner,20.20,280,1386,26
66,0,27330,Josh Teater,20.19,298,1476,50
67,0,27963,Chris Stroud,20.14,319,1584,113
68,0,10860,Justin Leonard,20.09,311,1548,140
69,0,28500,Martin Flores,20.08,300,1494,84
70,0,26289,Boo Weekley,20.06,361,1800,6
71,0,32366,Kevin Chappell,20.00,288,1440,60
72,0,35539,Luke Guthrie,19.99,295,1476,132
72,0,25240,D.A. Points,19.99,313,1566,143
74,0,28679,Fabián Gómez,19.91,233,1170,118
75,0,31557,Jim Herman,19.90,197,990,16
76,0,20229,Stewart Cink,19.87,254,1278,22
77,0,30692,Scott Stallings,19.83,282,1422,104
78,0,10809,Jim Furyk,19.80,278,1404,14
79,0,28092,D.H. Lee,19.74,231,1170,67
80,0,23788,D.J. Trahan,19.69,163,828,18
81,0,26596,Ryan Moore,19.64,251,1278,114
82,0,25444,Justin Hicks,19.63,265,1350,12
83,0,30163,Henrik Norlander,19.61,240,1224,31
84,0,22806,Doug LaBelle II,19.60,247,1260,111
85,0,27214,Kevin Streelman,19.51,302,1548,54
85,0,33419,Cameron Tringale,19.51,281,1440,35
87,0,34021,Bud Cauley,19.49,221,1134,126
88,0,20848,Ángel Cabrera,19.48,256,1314,95
88,0,31202,William McGirt,19.48,263,1350,88
88,0,27933,John Merrick,19.48,277,1422,50
91,0,24924,Bill Haas,19.44,294,1512,21
91,0,02206,David Toms,19.44,154,792,130
93,0,27129,Luke List,19.40,213,1098,149
93,0,27556,Ted Potter Jr.,19.40,213,1098,107
95,0,29518,Brendan Steele,19.38,286,1476,66
96,0,28135,Aaron Watkins,19.32,153,792,152
97,0,27503,Steve LeBrun,19.27,215,1116,28
98,0,29289,S.Y. Noh,19.24,232,1206,115
98,0,20396,Lee Westwood,19.24,239,1242,91
100,0,25900,Lucas Glover,19.23,225,1170,54
101,0,23623,Bo Van Pelt,19.21,242,1260,81
102,0,24490,George McNeill,19.20,235,1224,89
103,0,20691,Greg Owen,19.17,245,1278,77
104,0,24494,Erik Compton,19.14,255,1332,93
104,0,26476,Chez Reavie,19.14,248,1296,40
106,0,27644,Brian Harman,19.08,292,1530,146
107,0,25345,Carl Pettersson,19.03,274,1440,154
108,0,34174,John Huh,19.00,301,1584,45
109,0,22792,Peter Hanson,18.99,147,774,169
110,0,21731,Freddie Jacobson,18.98,205,1080,165
111,0,23497,Tag Ridings,18.97,222,1170,74
112,0,08075,Jerry Kelly,18.96,256,1350,87
112,0,01724,Jeff Maggert,18.96,215,1134,47
114,0,34431,Robert Streb,18.94,242,1278,82
115,0,30750,Tommy Gainey,18.92,286,1512,172
116,0,32334,Charlie Beljan,18.91,211,1116,105
117,0,01320,Bob Estes,18.86,224,1188,97
117,0,22056,Cameron Percy,18.86,224,1188,76
119,0,06522,Ernie Els,18.82,210,1116,163
120,0,33418,Shawn Stefani,18.78,213,1134,129
121,0,20098,Stuart Appleby,18.72,283,1512,92
121,0,24357,K.J. Choi,18.72,283,1512,71
123,0,06004,Stephen Ames,18.71,165,882,170
124,0,35139,Richard Lee,18.69,259,1386,52
125,0,20104,Ken Duke,18.65,292,1566,141
125,0,20572,Rod Pampling,18.65,141,756,106
127,0,24399,Scott Gardiner,18.64,198,1062,117
128,0,29479,Scott Brown,18.63,218,1170,118
129,0,10423,Mike Weir,18.58,194,1044,179
130,0,12510,Chad Campbell,18.57,254,1368,34
131,0,26851,Marc Leishman,18.54,257,1386,94
131,0,30110,Kyle Stanley,18.54,237,1278,32
133,0,20645,John Senden,18.52,260,1404,68
134,0,19846,Brian Gay,18.50,263,1422,180
135,0,27408,Martin Kaymer,18.49,193,1044,99
136,0,10213,Dicky Pride,18.41,222,1206,110
137,0,06573,Brandt Jobe,18.39,192,1044,64
138,0,31560,Brian Stuard,18.32,244,1332,75
139,0,27936,Martin Laird,18.30,224,1224,130
140,0,30852,Ryo Ishikawa,18.25,230,1260,62
141,0,24138,Ian Poulter,18.24,174,954,136
142,0,36884,Ben Kohles,18.23,233,1278,90
143,0,21099,David Lynn,18.20,226,1242,147
144,0,24227,Justin Bolli,18.18,180,990,170
145,0,22961,David Mathis,18.16,219,1206,133
146,0,23135,Tim Clark,18.12,199,1098,159
147,0,29425,Andrew Svoboda,18.06,143,792,70
148,0,24663,Y.E. Yang,17.96,181,1008,144
149,0,24846,Ricky Barnes,17.94,226,1260,4
150,0,25336,Alistair Presnell,17.93,184,1026,151
151,0,23541,Ben Crane,17.91,187,1044,121
152,0,33869,Eric Meierdierks,17.87,148,828,48
153,0,27895,Jonas Blixt,17.84,244,1368,173
153,0,19970,Robert Karlsson,17.84,167,936,139
155,0,20443,Jin Park,17.78,160,900,137
156,0,12782,Tim Herron,17.65,143,810,177
157,0,34261,Scott Langley,17.56,237,1350,120
158,0,22046,Geoff Ogilvy,17.54,180,1026,155
159,0,27120,Troy Matteson,17.51,208,1188,100
160,0,28455,Will Claxton,17.46,198,1134,78
161,0,37273,Derek Ernst,17.43,182,1044,122
162,0,25572,Graeme McDowell,17.35,153,882,144
162,0,22295,Darron Stiles,17.35,153,882,153
164,0,30711,Colt Knost,17.26,202,1170,164
165,0,24140,Sean O'Hair,17.16,173,1008,160
166,0,23353,J.J. Henry,17.15,250,1458,17
167,0,10885,Robert Allenby,17.06,172,1008,148
168,0,28310,Lee Williams,17.04,184,1080,165
169,0,01116,Michael Bradley,16.99,159,936,59
169,0,21878,Mark Wilson,16.99,159,936,56
171,0,23452,Nicolas Colsaerts,16.90,143,846,38
172,0,20766,Padraig Harrington,16.78,148,882,174
173,0,22621,Ben Curtis,16.76,172,1026,123
174,0,08725,Tom Gillis,16.75,196,1170,175
174,0,32150,Michael Thompson,16.75,199,1188,162
176,0,06567,Vijay Singh,16.58,182,1098,7
177,0,26951,Johnson Wagner,16.11,174,1080,112
178,0,26497,Casey Wittenberg,15.87,200,1260,158
179,0,22378,Trevor Immelman,15.70,195,1242,53
180,0,32698,Bobby Gates,15.68,127,810,142
