RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,30926,Chris Kirk,15
2,0,30944,Jason Kokrak,13
2,0,34046,Jordan Spieth,13
4,0,30925,Dustin Johnson,12
5,0,33141,Keegan Bradley,11
5,0,12716,Charley Hoffman,11
5,0,34360,Patrick Reed,11
5,0,26679,Kevin Stadler,11
5,0,26289,Boo Weekley,11
5,0,31323,Gary Woodland,11
11,0,28307,Matt Every,10
11,0,32448,James Hahn,10
11,0,24490,George McNeill,10
11,0,27933,John Merrick,10
11,0,30110,Kyle Stanley,10
16,0,22371,Aaron Baddeley,9
16,0,12510,Chad Campbell,9
16,0,23638,Brendon de Jonge,9
16,0,28500,Martin Flores,9
16,0,32102,Rickie Fowler,9
16,0,29740,Brad Fritsch,9
16,0,21209,Sergio Garcia,9
16,0,24358,Robert Garrigus,9
16,0,21961,Charles Howell III,9
16,0,22806,Doug LaBelle II,9
16,0,21528,Henrik Stenson,9
16,0,25834,Daniel Summerhays,9
16,0,27770,Camilo Villegas,9
16,0,27095,Nick Watney,9
30,0,20593,Greg Chalmers,8
30,0,32366,Kevin Chappell,8
30,0,28089,Jason Day,8
30,0,06522,Ernie Els,8
30,0,34174,John Huh,8
30,0,36884,Ben Kohles,8
30,0,23108,Matt Kuchar,8
30,0,27129,Luke List,8
30,0,25818,Scott Piercy,8
30,0,23621,Rory Sabbatini,8
30,0,32150,Michael Thompson,8
30,0,28780,Nicholas Thompson,8
30,0,25632,Jimmy Walker,8
30,0,08793,Tiger Woods,8
44,0,29479,Scott Brown,7
44,0,32200,Roberto Castro,7
44,0,23452,Nicolas Colsaerts,7
44,0,34099,Harris English,7
44,0,24399,Scott Gardiner,7
44,0,24924,Bill Haas,7
44,0,27644,Brian Harman,7
44,0,34098,Russell Henley,7
44,0,24024,Zach Johnson,7
44,0,26300,Matt Jones,7
44,0,27936,Martin Laird,7
44,0,28092,D.H. Lee,7
44,0,27120,Troy Matteson,7
44,0,28237,Rory McIlroy,7
44,0,20691,Greg Owen,7
44,0,27649,Brandt Snedeker,7
44,0,30692,Scott Stallings,7
44,0,27214,Kevin Streelman,7
44,0,06527,Steve Stricker,7
44,0,33419,Cameron Tringale,7
44,0,25804,Bubba Watson,7
65,0,34021,Bud Cauley,6
65,0,23135,Tim Clark,6
65,0,24494,Erik Compton,6
65,0,20104,Ken Duke,6
65,0,31557,Jim Herman,6
65,0,33461,Morgan Hoffmann,6
65,0,30852,Ryo Ishikawa,6
65,0,06573,Brandt Jobe,6
65,0,27408,Martin Kaymer,6
65,0,08075,Jerry Kelly,6
65,0,30711,Colt Knost,6
65,0,01810,Phil Mickelson,6
65,0,26596,Ryan Moore,6
65,0,24140,Sean O'Hair,6
65,0,25345,Carl Pettersson,6
65,0,27556,Ted Potter Jr.,6
65,0,23497,Tag Ridings,6
65,0,29221,Webb Simpson,6
65,0,31560,Brian Stuard,6
84,0,06004,Stephen Ames,5
84,0,28259,Sangmoon Bae,5
84,0,20229,Stewart Cink,5
84,0,21753,Brian Davis,5
84,0,27436,Graham DeLaet,5
84,0,25900,Lucas Glover,5
84,0,23353,J.J. Henry,5
84,0,25444,Justin Hicks,5
84,0,29420,Billy Horschel,5
84,0,21731,Freddie Jacobson,5
84,0,19970,Robert Karlsson,5
84,0,34261,Scott Langley,5
84,0,27503,Steve LeBrun,5
84,0,26851,Marc Leishman,5
84,0,10860,Justin Leonard,5
84,0,24781,Hunter Mahan,5
84,0,31202,William McGirt,5
84,0,23800,Bryce Molder,5
84,0,22056,Cameron Percy,5
84,0,24361,Pat Perez,5
84,0,25336,Alistair Presnell,5
84,0,22913,John Rollins,5
84,0,25562,Andres Romero,5
84,0,29518,Brendan Steele,5
84,0,22295,Darron Stiles,5
84,0,34431,Robert Streb,5
84,0,29425,Andrew Svoboda,5
84,0,27330,Josh Teater,5
84,0,02206,David Toms,5
84,0,23623,Bo Van Pelt,5
84,0,20160,Charlie Wi,5
84,0,28310,Lee Williams,5
116,0,10885,Robert Allenby,4
116,0,32334,Charlie Beljan,4
116,0,27895,Jonas Blixt,4
116,0,23541,Ben Crane,4
116,0,23409,James Driscoll,4
116,0,25686,Jason Dufner,4
116,0,10809,Jim Furyk,4
116,0,12782,Tim Herron,4
116,0,34409,David Lingmerth,4
116,0,01724,Jeff Maggert,4
116,0,33869,Eric Meierdierks,4
116,0,30163,Henrik Norlander,4
116,0,28475,Jeff Overton,4
116,0,23320,Ryan Palmer,4
116,0,20443,Jin Park,4
116,0,26476,Chez Reavie,4
116,0,24502,Adam Scott,4
116,0,33418,Shawn Stefani,4
116,0,27963,Chris Stroud,4
116,0,26951,Johnson Wagner,4
116,0,21878,Mark Wilson,4
137,0,20098,Stuart Appleby,3
137,0,24846,Ricky Barnes,3
137,0,24357,K.J. Choi,3
137,0,28455,Will Claxton,3
137,0,37273,Derek Ernst,3
137,0,01320,Bob Estes,3
137,0,30750,Tommy Gainey,3
137,0,08725,Tom Gillis,3
137,0,28679,Fabián Gómez,3
137,0,35539,Luke Guthrie,3
137,0,22792,Peter Hanson,3
137,0,20766,Padraig Harrington,3
137,0,35139,Richard Lee,3
137,0,21099,David Lynn,3
137,0,25572,Graeme McDowell,3
137,0,29289,S.Y. Noh,3
137,0,25240,D.A. Points,3
137,0,24138,Ian Poulter,3
137,0,22405,Justin Rose,3
137,0,26331,Charl Schwartzel,3
137,0,23788,D.J. Trahan,3
158,0,25274,Steven Bowditch,2
158,0,20848,Ángel Cabrera,2
158,0,23983,Luke Donald,2
158,0,19846,Brian Gay,2
158,0,22961,David Mathis,2
158,0,22046,Geoff Ogilvy,2
158,0,10213,Dicky Pride,2
158,0,20645,John Senden,2
158,0,20396,Lee Westwood,2
158,0,24663,Y.E. Yang,2
168,0,24227,Justin Bolli,1
168,0,01116,Michael Bradley,1
168,0,22621,Ben Curtis,1
168,0,32698,Bobby Gates,1
168,0,26758,David Hearn,1
168,0,22378,Trevor Immelman,1
168,0,06567,Vijay Singh,1
168,0,23325,Vaughn Taylor,1
168,0,28135,Aaron Watkins,1
