RANK,MOVEMENT,PLAYER_ID,PLAYER,FREQUENCY,# OF HOLES,# OF EAGLES
1,0,30925,Dustin Johnson,105.0,1260,12
2,0,30926,Chris Kirk,106.8,1602,15
3,0,30944,Jason Kokrak,108.0,1404,13
4,0,34046,Jordan Spieth,113.5,1476,13
5,0,23452,Nicolas Colsaerts,120.9,846,7
5,0,06527,Steve Stricker,120.9,846,7
7,0,24490,George McNeill,122.4,1224,10
8,0,21209,Sergio Garcia,126.0,1134,9
9,0,30110,Kyle Stanley,127.8,1278,10
10,0,21528,Henrik Stenson,128.0,1152,9
11,0,26679,Kevin Stadler,129.3,1422,11
12,0,24358,Robert Garrigus,130.0,1170,9
13,0,22371,Aaron Baddeley,132.0,1188,9
14,0,32448,James Hahn,133.2,1332,10
15,0,08793,Tiger Woods,135.0,1080,8
16,0,34360,Patrick Reed,135.8,1494,11
17,0,27129,Luke List,137.3,1098,8
18,0,12716,Charley Hoffman,137.5,1512,11
19,0,06522,Ernie Els,139.5,1116,8
20,0,22806,Doug LaBelle II,140.0,1260,9
21,0,28237,Rory McIlroy,141.4,990,7
22,0,27933,John Merrick,142.2,1422,10
23,0,33141,Keegan Bradley,142.4,1566,11
24,0,31323,Gary Woodland,147.3,1620,11
25,0,32102,Rickie Fowler,148.0,1332,9
26,0,32150,Michael Thompson,148.5,1188,8
27,0,27770,Camilo Villegas,150.0,1350,9
28,0,24399,Scott Gardiner,151.7,1062,7
29,0,12510,Chad Campbell,152.0,1368,9
30,0,29740,Brad Fritsch,154.0,1386,9
31,0,29425,Andrew Svoboda,158.4,792,5
31,0,02206,David Toms,158.4,792,5
33,0,36884,Ben Kohles,159.8,1278,8
34,0,28307,Matt Every,160.2,1602,10
35,0,26289,Boo Weekley,163.6,1800,11
36,0,20593,Greg Chalmers,164.3,1314,8
37,0,31557,Jim Herman,165.0,990,6
38,0,28500,Martin Flores,166.0,1494,9
38,0,25834,Daniel Summerhays,166.0,1494,9
40,0,29479,Scott Brown,167.1,1170,7
40,0,28092,D.H. Lee,167.1,1170,7
42,0,24140,Sean O'Hair,168.0,1008,6
43,0,25818,Scott Piercy,168.8,1350,8
44,0,27120,Troy Matteson,169.7,1188,7
45,0,21961,Charles Howell III,170.0,1530,9
46,0,27095,Nick Watney,172.0,1548,9
47,0,06573,Brandt Jobe,174.0,1044,6
47,0,27408,Martin Kaymer,174.0,1044,6
49,0,27936,Martin Laird,174.9,1224,7
50,0,06004,Stephen Ames,176.4,882,5
50,0,22295,Darron Stiles,176.4,882,5
52,0,32366,Kevin Chappell,180.0,1440,8
52,0,28089,Jason Day,180.0,1440,8
54,0,20691,Greg Owen,182.6,1278,7
55,0,23135,Tim Clark,183.0,1098,6
55,0,27556,Ted Potter Jr.,183.0,1098,6
57,0,23621,Rory Sabbatini,184.5,1476,8
58,0,19970,Robert Karlsson,187.2,936,5
59,0,25804,Bubba Watson,187.7,1314,7
60,0,34021,Bud Cauley,189.0,1134,6
60,0,25632,Jimmy Walker,189.0,1512,8
62,0,33461,Morgan Hoffmann,192.0,1152,6
63,0,30711,Colt Knost,195.0,1170,6
63,0,23497,Tag Ridings,195.0,1170,6
65,0,23108,Matt Kuchar,195.8,1566,8
66,0,34174,John Huh,198.0,1584,8
67,0,34098,Russell Henley,200.6,1404,7
68,0,12782,Tim Herron,202.5,810,4
69,0,27649,Brandt Snedeker,203.1,1422,7
69,0,30692,Scott Stallings,203.1,1422,7
71,0,25336,Alistair Presnell,205.2,1026,5
72,0,33419,Cameron Tringale,205.7,1440,7
73,0,33869,Eric Meierdierks,207.0,828,4
74,0,30852,Ryo Ishikawa,210.0,1260,6
75,0,25562,Andres Romero,212.4,1062,5
76,0,26596,Ryan Moore,213.0,1278,6
77,0,24024,Zach Johnson,213.4,1494,7
77,0,26300,Matt Jones,213.4,1494,7
79,0,24924,Bill Haas,216.0,1512,7
79,0,21731,Freddie Jacobson,216.0,1080,5
79,0,28310,Lee Williams,216.0,1080,5
82,0,27644,Brian Harman,218.6,1530,7
83,0,23638,Brendon de Jonge,220.0,1980,9
84,0,27214,Kevin Streelman,221.1,1548,7
85,0,24494,Erik Compton,222.0,1332,6
85,0,31560,Brian Stuard,222.0,1332,6
87,0,28780,Nicholas Thompson,222.8,1782,8
88,0,27503,Steve LeBrun,223.2,1116,5
89,0,08075,Jerry Kelly,225.0,1350,6
89,0,20443,Jin Park,225.0,900,4
91,0,25900,Lucas Glover,234.0,1170,5
91,0,01810,Phil Mickelson,234.0,1404,6
91,0,21878,Mark Wilson,234.0,936,4
94,0,22056,Cameron Percy,237.6,1188,5
95,0,25345,Carl Pettersson,240.0,1440,6
96,0,34099,Harris English,244.3,1710,7
97,0,24361,Pat Perez,248.4,1242,5
98,0,32200,Roberto Castro,249.4,1746,7
99,0,10885,Robert Allenby,252.0,1008,4
99,0,23623,Bo Van Pelt,252.0,1260,5
101,0,20229,Stewart Cink,255.6,1278,5
101,0,34431,Robert Streb,255.6,1278,5
