RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF BIRDIES,TOTAL ROUNDS
1,0,01810,Phil Mickelson,4.22,329,78
2,0,06527,Steve Stricker,4.13,194,47
3,0,23621,Rory Sabbatini,4.07,334,82
3,0,08793,Tiger Woods,4.07,244,60
5,0,26331,Charl Schwartzel,4.06,276,68
6,0,23320,Ryan Palmer,3.97,314,79
6,0,27649,Brandt Snedeker,3.97,314,79
8,0,29420,Billy Horschel,3.96,380,96
9,0,22405,Justin Rose,3.95,237,60
10,0,28237,Rory McIlroy,3.93,216,55
11,0,28259,Sangmoon Bae,3.92,325,83
11,0,12716,Charley Hoffman,3.92,329,84
13,0,33461,Morgan Hoffmann,3.91,250,64
14,0,34046,Jordan Spieth,3.89,319,82
15,0,34099,Harris English,3.87,368,95
16,0,27436,Graham DeLaet,3.85,362,94
16,0,30926,Chris Kirk,3.85,343,89
16,0,26679,Kevin Stadler,3.85,304,79
19,0,29221,Webb Simpson,3.82,336,88
20,0,26758,David Hearn,3.80,334,88
21,0,24507,Jason Bohn,3.79,265,70
21,0,28307,Matt Every,3.79,337,89
23,0,23325,Vaughn Taylor,3.78,174,46
23,0,25804,Bubba Watson,3.78,276,73
25,0,30925,Dustin Johnson,3.77,264,70
25,0,21528,Henrik Stenson,3.77,241,64
27,0,33141,Keegan Bradley,3.76,327,87
27,0,25632,Jimmy Walker,3.76,316,84
29,0,24358,Robert Garrigus,3.75,244,65
29,0,24502,Adam Scott,3.75,225,60
31,0,21753,Brian Davis,3.73,339,91
32,0,23983,Luke Donald,3.72,216,58
33,0,25274,Steven Bowditch,3.71,241,65
33,0,34098,Russell Henley,3.71,289,78
33,0,23800,Bryce Molder,3.71,297,80
33,0,25562,Andres Romero,3.71,219,59
33,0,31323,Gary Woodland,3.71,334,90
38,0,25834,Daniel Summerhays,3.70,307,83
38,0,20160,Charlie Wi,3.70,263,71
40,0,23409,James Driscoll,3.69,266,72
41,0,24361,Pat Perez,3.68,254,69
42,0,21961,Charles Howell III,3.67,312,85
42,0,24781,Hunter Mahan,3.67,312,85
44,0,32448,James Hahn,3.66,271,74
44,0,23108,Matt Kuchar,3.66,318,87
44,0,34409,David Lingmerth,3.66,249,68
47,0,29740,Brad Fritsch,3.64,280,77
47,0,26300,Matt Jones,3.64,302,83
47,0,27770,Camilo Villegas,3.64,273,75
50,0,23638,Brendon de Jonge,3.63,399,110
50,0,25818,Scott Piercy,3.63,272,75
50,0,34360,Patrick Reed,3.63,301,83
53,0,28475,Jeff Overton,3.62,282,78
54,0,32200,Roberto Castro,3.60,349,97
54,0,21209,Sergio Garcia,3.60,227,63
54,0,30944,Jason Kokrak,3.60,281,78
54,0,22913,John Rollins,3.60,263,73
58,0,28089,Jason Day,3.59,287,80
59,0,25686,Jason Dufner,3.58,276,77
59,0,32102,Rickie Fowler,3.58,265,74
59,0,27963,Chris Stroud,3.58,315,88
59,0,28780,Nicholas Thompson,3.58,354,99
63,0,24024,Zach Johnson,3.57,296,83
63,0,27330,Josh Teater,3.57,293,82
65,0,35539,Luke Guthrie,3.56,292,82
65,0,10860,Justin Leonard,3.56,306,86
65,0,25240,D.A. Points,3.56,310,87
65,0,27095,Nick Watney,3.56,306,86
69,0,20593,Greg Chalmers,3.55,259,73
70,0,28679,Fabián Gómez,3.54,230,65
71,0,20229,Stewart Cink,3.51,249,71
71,0,28500,Martin Flores,3.51,291,83
71,0,10809,Jim Furyk,3.51,274,78
74,0,22371,Aaron Baddeley,3.50,231,66
74,0,32366,Kevin Chappell,3.50,280,80
74,0,26289,Boo Weekley,3.50,350,100
77,0,20848,Ángel Cabrera,3.48,254,73
77,0,30692,Scott Stallings,3.48,275,79
77,0,23788,D.J. Trahan,3.48,160,46
80,0,31557,Jim Herman,3.47,191,55
80,0,25444,Justin Hicks,3.47,260,75
80,0,30163,Henrik Norlander,3.47,236,68
83,0,28092,D.H. Lee,3.45,224,65
83,0,26596,Ryan Moore,3.45,245,71
83,0,28135,Aaron Watkins,3.45,152,44
86,0,31202,William McGirt,3.44,258,75
87,0,29518,Brendan Steele,3.43,281,82
87,0,27214,Kevin Streelman,3.43,295,86
87,0,33419,Cameron Tringale,3.43,274,80
87,0,20396,Lee Westwood,3.43,237,69
91,0,24924,Bill Haas,3.42,287,84
91,0,29289,S.Y. Noh,3.42,229,67
93,0,34021,Bud Cauley,3.41,215,63
94,0,22806,Doug LaBelle II,3.40,238,70
95,0,27503,Steve LeBrun,3.39,210,62
95,0,27556,Ted Potter Jr.,3.39,207,61
95,0,26476,Chez Reavie,3.39,244,72
95,0,02206,David Toms,3.39,149,44
95,0,23623,Bo Van Pelt,3.39,237,70
100,0,25900,Lucas Glover,3.38,220,65
100,0,27933,John Merrick,3.38,267,79
102,0,30750,Tommy Gainey,3.37,283,84
103,0,24494,Erik Compton,3.36,249,74
103,0,27129,Luke List,3.36,205,61
103,0,20572,Rod Pampling,3.36,141,42
106,0,01320,Bob Estes,3.35,221,66
106,0,22792,Peter Hanson,3.35,144,43
106,0,27644,Brian Harman,3.35,285,85
106,0,01724,Jeff Maggert,3.35,211,63
106,0,20691,Greg Owen,3.35,238,71
106,0,25345,Carl Pettersson,3.35,268,80
112,0,32334,Charlie Beljan,3.34,207,62
