RANK,MOVEMENT,PLAYER_ID,PLAYER,CAREER BEST STREAK,BEST YTD STREAK
1,0,01948,Tim Petrovic,26,7
2,0,02104,Jeff Sluman,23,5
3,0,23135,Tim Clark,22,11
3,0,01226,Fred Couples,22,5
3,0,10585,Scott McCarron,22,8
6,0,20098,Stuart Appleby,21,4
6,0,01320,Bob Estes,21,7
6,0,02239,Scott Verplank,21,11
9,0,01098,Jay Don Blake,20,0
9,0,02101,Joey Sindelar,20,0
11,0,06621,Joe Durant,19,4
11,0,12660,Jesper Parnevik,19,3
11,0,01958,Dan Pohl,19,0
14,0,08931,Glen Day,18,6
14,0,06251,Chris DiMarco,18,12
14,0,20157,Retief Goosen,18,4
14,0,21961,Charles Howell III,18,10
14,0,01920,Craig Parry,18,0
19,0,01093,Ronnie Black,17,3
19,0,24925,Jonathan Byrd,17,6
19,0,01346,Ed Fiori,17,0
19,0,01475,Donnie Hammond,17,1
19,0,01736,Roger Maltbie,17,0
19,0,12680,Shigeki Maruyama,17,3
19,0,01887,Mark O'Meara,17,1
19,0,06567,Vijay Singh,17,7
19,0,02214,Kirk Triplett,17,4
19,0,08793,Tiger Woods,17,8
29,0,01444,Ken Green,16,0
29,0,01577,Lee Janzen,16,4
29,0,08075,Jerry Kelly,16,10
29,0,27120,Troy Matteson,16,6
29,0,01771,Blaine McCallister,16,0
29,0,01926,Steve Pate,16,2
29,0,01928,Corey Pavin,16,10
29,0,01945,Kenny Perry,16,13
29,0,20127,Chris Riley,16,11
29,0,10423,Mike Weir,16,5
39,0,23541,Ben Crane,15,15
39,0,21753,Brian Davis,15,15
39,0,12823,Carlos Franco,15,4
39,0,01527,Scott Hoch,15,1
39,0,01633,Tom Kite,15,0
39,0,01706,Davis Love III,15,7
39,0,01723,Andrew Magee,15,1
39,0,02099,Scott Simpson,15,0
39,0,02106,Chris Smith,15,5
39,0,02133,Craig Stadler,15,0
39,0,02223,Bob Tway,15,3
50,0,10885,Robert Allenby,14,5
50,0,07867,Woody Austin,14,7
50,0,07223,Brian Bateman,14,4
50,0,01203,Russ Cochran,14,1
50,0,06034,Marco Dawson,14,4
50,0,07457,Steve Flesch,14,5
50,0,12645,Brent Geiberger,14,1
50,0,20574,Mathew Goggin,14,6
50,0,01553,John Huston,14,7
50,0,10733,Kent Jones,14,7
50,0,23108,Matt Kuchar,14,14
50,0,20382,Stephen Leaney,14,3
50,0,10860,Justin Leonard,14,8
50,0,11032,Frank Lickliter II,14,5
50,0,20634,Peter Lonard,14,4
50,0,01724,Jeff Maggert,14,5
50,0,01797,Rocco Mediate,14,4
50,0,21949,Joe Ogilvie,14,10
50,0,02010,Loren Roberts,14,4
50,0,02146,Payne Stewart,14,0
50,0,23623,Bo Van Pelt,14,6
50,0,02245,Grant Waite,14,1
72,0,01024,Billy Andrade,13,4
72,0,01042,Paul Azinger,13,1
72,0,20498,Briny Baird,13,7
72,0,24507,Jason Bohn,13,7
72,0,01142,Bart Bryant,13,3
72,0,01143,Brad Bryant,13,0
72,0,01162,Rex Caldwell,13,0
72,0,01219,John Cook,13,0
72,0,01261,Jay Delsing,13,3
72,0,09011,David Duval,13,4
72,0,01313,Steve Elkington,13,8
72,0,01331,Rick Fehr,13,0
72,0,01361,Dan Forsman,13,0
72,0,21805,Harrison Frazar,13,7
72,0,01378,David Frost,13,0
72,0,01381,Fred Funk,13,1
72,0,10809,Jim Furyk,13,10
72,0,01390,Buddy Gardner,13,0
72,0,19846,Brian Gay,13,10
72,0,12782,Tim Herron,13,12
72,0,01569,Peter Jacobsen,13,0
72,0,06332,Neal Lancaster,13,4
72,0,01666,Bernhard Langer,13,1
72,0,01677,Tom Lehman,13,5
72,0,01783,Mark McCumber,13,0
72,0,01935,Calvin Peete,13,0
72,0,01938,David Peoples,13,3
72,0,21959,Ted Purdy,13,6
72,0,01996,Mike Reid,13,0
72,0,02033,Dave Rummells,13,0
72,0,02090,Tom Sieckmann,13,0
72,0,02094,Tony Sills,13,0
72,0,02159,Curtis Strange,13,0
72,0,02167,Mike Sullivan,13,0
72,0,02206,David Toms,13,12
72,0,02246,Duffy Waldorf,13,0
108,0,22371,Aaron Baddeley,12,5
108,0,01060,Dave Barr,12,0
108,0,12652,Cameron Beckman,12,10
108,0,08123,Jeff Brehaut,12,0
108,0,01132,Mark Brooks,12,3
108,0,01161,Mark Calcavecchia,12,7
108,0,12510,Chad Campbell,12,8
108,0,20593,Greg Chalmers,12,6
108,0,20229,Stewart Cink,12,5
108,0,01305,Danny Edwards,12,0
