RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,28158,Steve Marino,27
2,0,21753,Brian Davis,24
2,0,23353,J.J. Henry,24
4,0,02206,David Toms,22
5,0,07867,Woody Austin,21
5,0,26476,Chez Reavie,21
7,0,24925,Jonathan Byrd,19
7,0,19846,Brian Gay,19
7,0,12716,Charley Hoffman,19
7,0,02239,Scott Verplank,19
11,0,26498,Matt Weibring,18
12,0,23800,Bryce Molder,17
12,0,20160,Charlie Wi,17
14,0,12782,Tim Herron,16
14,0,27095,Nick Watney,16
16,0,23541,Ben Crane,15
16,0,24358,Robert Garrigus,15
16,0,01945,Kenny Perry,15
16,0,20127,Chris Riley,15
20,0,06004,Stephen Ames,14
20,0,12510,Chad Campbell,14
20,0,06251,Chris DiMarco,14
20,0,20574,Mathew Goggin,14
20,0,26420,Richard Johnson,14
20,0,23108,Matt Kuchar,14
20,0,26695,Michael Letzig,14
20,0,10423,Mike Weir,14
28,0,20498,Briny Baird,13
28,0,23135,Tim Clark,13
28,0,30925,Dustin Johnson,13
28,0,21949,Joe Ogilvie,13
28,0,08385,Omar Uresti,13
28,0,26289,Boo Weekley,13
28,0,21878,Mark Wilson,13
35,0,20098,Stuart Appleby,12
35,0,24507,Jason Bohn,12
35,0,21961,Charles Howell III,12
35,0,08075,Jerry Kelly,12
35,0,24140,Sean O'Hair,12
35,0,01948,Tim Petrovic,12
35,0,29221,Webb Simpson,12
35,0,06595,Kevin Sutherland,12
35,0,08793,Tiger Woods,12
44,0,10885,Robert Allenby,11
44,0,20593,Greg Chalmers,11
44,0,01320,Bob Estes,11
44,0,25900,Lucas Glover,11
44,0,24924,Bill Haas,11
44,0,21350,Ryuji Imada,11
44,0,26300,Matt Jones,11
44,0,01766,Billy Mayfair,11
44,0,24490,George McNeill,11
44,0,26596,Ryan Moore,11
44,0,26301,James Nitties,11
44,0,25818,Scott Piercy,11
44,0,06567,Vijay Singh,11
44,0,27649,Brandt Snedeker,11
44,0,24663,Y.E. Yang,11
59,0,12652,Cameron Beckman,10
59,0,28087,Kris Blanks,10
59,0,21805,Harrison Frazar,10
59,0,10809,Jim Furyk,10
59,0,24024,Zach Johnson,10
59,0,24503,Jeff Klauk,10
59,0,27936,Martin Laird,10
59,0,01724,Jeff Maggert,10
59,0,27120,Troy Matteson,10
59,0,10585,Scott McCarron,10
59,0,01928,Corey Pavin,10
59,0,01941,Tom Pernice Jr.,10
59,0,25240,D.A. Points,10
59,0,24138,Ian Poulter,10
59,0,20686,Jeev Milkha Singh,10
59,0,06527,Steve Stricker,10
59,0,28780,Nicholas Thompson,10
76,0,06197,Michael Allen,9
76,0,20472,Alex Cejka,9
76,0,24357,K.J. Choi,9
76,0,28089,Jason Day,9
76,0,23638,Brendon de Jonge,9
76,0,06621,Joe Durant,9
76,0,32102,Rickie Fowler,9
76,0,21209,Sergio Garcia,9
76,0,22892,Jason Gore,9
76,0,20766,Padraig Harrington,9
76,0,10117,Bob Heintz,9
76,0,21731,Freddie Jacobson,9
76,0,29718,Anthony Kim,9
76,0,10860,Justin Leonard,9
76,0,01706,Davis Love III,9
76,0,26881,Jarrod Lyle,9
76,0,24781,Hunter Mahan,9
76,0,22961,David Mathis,9
76,0,01797,Rocco Mediate,9
76,0,22348,Nick O'Hern,9
76,0,22046,Geoff Ogilvy,9
76,0,23320,Ryan Palmer,9
76,0,24361,Pat Perez,9
76,0,25345,Carl Pettersson,9
76,0,21959,Ted Purdy,9
76,0,07749,Brett Quigley,9
76,0,25190,Jeff Quinney,9
76,0,22913,John Rollins,9
