RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
27,0,23353,J.J. Henry,2' 2",935,2037.083
27,0,22378,Trevor Immelman,2' 2",760,1625.000
27,0,30852,Ryo Ishikawa,2' 2",642,1398.667
27,0,30944,Jason Kokrak,2' 2",650,1403.083
27,0,34261,Scott Langley,2' 2",827,1781.000
27,0,10860,Justin Leonard,2' 2",613,1334.583
27,0,31202,William McGirt,2' 2",886,1932.333
27,0,25345,Carl Pettersson,2' 2",946,2012.083
27,0,26331,Charl Schwartzel,2' 2",545,1177.750
27,0,24502,Adam Scott,2' 2",581,1265.583
27,0,06567,Vijay Singh,2' 2",838,1802.583
27,0,34431,Robert Streb,2' 2",674,1454.917
27,0,27214,Kevin Streelman,2' 2",627,1354.250
27,0,02206,David Toms,2' 2",590,1265.083
27,0,32333,Kevin Tway,2' 2",547,1188.833
27,0,20160,Charlie Wi,2' 2",675,1451.000
27,0,34265,Will Wilcox,2' 2",454,989.667
58,0,20498,Briny Baird,2' 3",496,1117.917
58,0,27895,Jonas Blixt,2' 3",451,999.417
58,0,20848,Ángel Cabrera,2' 3",664,1468.833
58,0,25364,Paul Casey,2' 3",448,999.000
58,0,32366,Kevin Chappell,2' 3",943,2113.917
58,0,20229,Stewart Cink,2' 3",791,1765.750
58,0,23135,Tim Clark,2' 3",647,1454.500
58,0,27436,Graham DeLaet,2' 3",716,1609.167
58,0,29740,Brad Fritsch,2' 3",418,934.833
58,0,10809,Jim Furyk,2' 3",708,1600.500
58,0,32448,James Hahn,2' 3",818,1870.250
58,0,12716,Charley Hoffman,2' 3",795,1769.667
58,0,27141,J.B. Holmes,2' 3",772,1727.000
58,0,21731,Freddie Jacobson,2' 3",831,1871.917
58,0,08075,Jerry Kelly,2' 3",688,1552.583
58,0,29478,Kevin Kisner,2' 3",746,1672.250
58,0,33122,Russell Knox,2' 3",905,2017.500
58,0,23108,Matt Kuchar,2' 3",795,1817.583
58,0,26956,Bronson La'Cassie,2' 3",381,855.500
58,0,01706,Davis Love III,2' 3",701,1563.250
58,0,29289,S.Y. Noh,2' 3",802,1823.000
58,0,22046,Geoff Ogilvy,2' 3",786,1775.417
58,0,35541,John Peterson,2' 3",622,1392.500
58,0,28486,Michael Putnam,2' 3",1018,2306.167
58,0,34360,Patrick Reed,2' 3",768,1749.500
58,0,22405,Justin Rose,2' 3",543,1239.667
58,0,34046,Jordan Spieth,2' 3",749,1686.333
58,0,33418,Shawn Stefani,2' 3",618,1367.167
58,0,27963,Chris Stroud,2' 3",740,1684.000
58,0,31560,Brian Stuard,2' 3",770,1720.167
58,0,27330,Josh Teater,2' 3",843,1889.667
58,0,33419,Cameron Tringale,2' 3",1069,2441.333
58,0,26289,Boo Weekley,2' 3",667,1494.583
58,0,10423,Mike Weir,2' 3",525,1185.667
58,0,20396,Lee Westwood,2' 3",435,991.750
93,0,20593,Greg Chalmers,2' 4",722,1688.500
93,0,24494,Erik Compton,2' 4",791,1852.500
93,0,23541,Ben Crane,2' 4",830,1928.000
93,0,23983,Luke Donald,2' 4",450,1049.917
93,0,20104,Ken Duke,2' 4",720,1654.250
93,0,28307,Matt Every,2' 4",651,1528.167
93,0,25191,Gonzalo Fernandez-Castaño,2' 4",700,1633.667
93,0,28500,Martin Flores,2' 4",747,1773.250
93,0,24358,Robert Garrigus,2' 4",775,1789.000
93,0,31557,Jim Herman,2' 4",542,1265.250
93,0,33461,Morgan Hoffmann,2' 4",927,2177.167
93,0,30926,Chris Kirk,2' 4",867,2042.500
93,0,36689,Brooks Koepka,2' 4",447,1050.333
93,0,26851,Marc Leishman,2' 4",745,1709.250
93,0,24781,Hunter Mahan,2' 4",780,1823.917
93,0,27120,Troy Matteson,2' 4",546,1281.333
93,0,25572,Graeme McDowell,2' 4",467,1076.333
93,0,24490,George McNeill,2' 4",738,1693.250
93,0,32640,Troy Merritt,2' 4",597,1392.667
93,0,25396,Kevin Na,2' 4",797,1848.667
93,0,26329,Louis Oosthuizen,2' 4",328,764.833
93,0,24361,Pat Perez,2' 4",791,1834.833
93,0,20645,John Senden,2' 4",885,2064.500
93,0,29221,Webb Simpson,2' 4",775,1809.167
93,0,22293,Heath Slocum,2' 4",691,1602.167
93,0,29518,Brendan Steele,2' 4",751,1776.917
93,0,21528,Henrik Stenson,2' 4",427,1009.833
93,0,29425,Andrew Svoboda,2' 4",744,1762.833
93,0,28780,Nicholas Thompson,2' 4",807,1912.667
93,0,30927,Brendon Todd,2' 4",917,2122.000
93,0,28132,Tyrone Van Aswegen,2' 4",697,1628.500
93,0,27095,Nick Watney,2' 4",616,1427.000
93,0,24663,Y.E. Yang,2' 4",644,1478.833
126,0,20098,Stuart Appleby,2' 5",862,2050.333
126,0,28259,Sangmoon Bae,2' 5",672,1639.917
126,0,25274,Steven Bowditch,2' 5",828,1990.917
126,0,29479,Scott Brown,2' 5",868,2065.583
126,0,23409,James Driscoll,2' 5",633,1539.917
126,0,34099,Harris English,2' 5",807,1933.750
126,0,30750,Tommy Gainey,2' 5",649,1562.417
126,0,35539,Luke Guthrie,2' 5",770,1843.417
126,0,34563,Chesson Hadley,2' 5",761,1848.083
126,0,26758,David Hearn,2' 5",867,2104.167
126,0,34098,Russell Henley,2' 5",808,1980.750
126,0,34409,David Lingmerth,2' 5",713,1747.000
126,0,29461,Jamie Lovemark,2' 5",517,1230.750
126,0,24912,Will MacKenzie,2' 5",783,1873.167
126,0,01724,Jeff Maggert,2' 5",491,1175.667
126,0,33413,Ben Martin,2' 5",671,1615.917
126,0,32839,Hideki Matsuyama,2' 5",652,1557.583
126,0,23320,Ryan Palmer,2' 5",674,1627.667
126,0,35732,Wes Roach,2' 5",518,1240.917
126,0,23621,Rory Sabbatini,2' 5",710,1694.083
126,0,27649,Brandt Snedeker,2' 5",683,1678.333
126,0,30110,Kyle Stanley,2' 5",851,2083.000
126,0,23623,Bo Van Pelt,2' 5",744,1789.917
126,0,27064,Jhonattan Vegas,2' 5",728,1729.583
126,0,27770,Camilo Villegas,2' 5",901,2183.583
126,0,25632,Jimmy Walker,2' 5",761,1810.333
152,0,07867,Woody Austin,2' 6",614,1543.083
152,0,32334,Charlie Beljan,2' 6",746,1856.583
152,0,21753,Brian Davis,2' 6",820,2039.250
152,0,29535,Brice Garnett,2' 6",837,2068.750
152,0,25444,Justin Hicks,2' 6",1038,2574.667
152,0,29420,Billy Horschel,2' 6",787,1990.667
152,0,29222,Billy Hurley III,2' 6",793,1972.000
152,0,27936,Martin Laird,2' 6",634,1581.250
152,0,28092,D.H. Lee,2' 6",477,1194.583
152,0,35139,Richard Lee,2' 6",616,1527.333
152,0,35300,Andrew Loupe,2' 6",513,1299.750
152,0,01810,Phil Mickelson,2' 6",490,1209.083
152,0,24140,Sean O'Hair,2' 6",722,1808.083
152,0,25240,D.A. Points,2' 6",613,1556.750
152,0,27556,Ted Potter Jr.,2' 6",662,1649.833
152,0,31193,Jim Renner,2' 6",589,1451.333
152,0,32150,Michael Thompson,2' 6",638,1596.583
152,0,31323,Gary Woodland,2' 6",791,2005.167
170,0,37273,Derek Ernst,2' 7",712,1812.083
170,0,34174,John Huh,2' 7",769,1960.000
170,0,29926,Danny Lee,2' 7",738,1893.750
170,0,28475,Jeff Overton,2' 7",694,1768.083
170,0,30692,Scott Stallings,2' 7",692,1775.583
170,0,34264,Hudson Swafford,2' 7",686,1754.000
176,0,24138,Ian Poulter,2' 8",415,1092.917
176,0,25562,Andres Romero,2' 8",742,1950.250
