RANK,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
1,0,32334,Charlie Beljan,100.0,1
1,0,33141,Keegan Bradley,100.0,2
1,0,28089,Jason Day,100.0,3
1,0,20104,Ken Duke,100.0,1
1,0,30736,Oscar Fraustro,100.0,1
1,0,33399,Adam Hadwin,100.0,1
1,0,32448,James Hahn,100.0,1
1,0,26758,David Hearn,100.0,1
1,0,12716,Charley Hoffman,100.0,1
1,0,39977,Max Homa,100.0,1
1,0,21961,Charles Howell III,100.0,1
1,0,30925,Dustin Johnson,100.0,2
1,0,24024,Zach Johnson,100.0,3
1,0,30711,Colt Knost,100.0,1
1,0,36689,Brooks Koepka,100.0,1
1,0,23108,Matt Kuchar,100.0,2
1,0,26851,Marc Leishman,100.0,3
1,0,01706,Davis Love III,100.0,1
1,0,24781,Hunter Mahan,100.0,1
1,0,24490,George McNeill,100.0,1
1,0,01810,Phil Mickelson,100.0,1
1,0,34130,Sung Joon Park,100.0,1
1,0,22056,Cameron Percy,100.0,1
1,0,24361,Pat Perez,100.0,1
1,0,25345,Carl Pettersson,100.0,3
1,0,24138,Ian Poulter,100.0,1
1,0,30946,Alex Prugh,100.0,2
1,0,22405,Justin Rose,100.0,3
1,0,26331,Charl Schwartzel,100.0,1
1,0,33418,Shawn Stefani,100.0,1
1,0,28780,Nicholas Thompson,100.0,1
1,0,30927,Brendon Todd,100.0,1
1,0,31323,Gary Woodland,100.0,1
34,0,34046,Jordan Spieth,75.0,3
35,0,20157,Retief Goosen,66.7,2
35,0,24924,Bill Haas,66.7,2
35,0,29478,Kevin Kisner,66.7,2
35,0,27649,Brandt Snedeker,66.7,2
35,0,21878,Mark Wilson,66.7,2
40,0,26289,Boo Weekley,60.0,3
41,0,25364,Paul Casey,50.0,1
41,0,10809,Jim Furyk,50.0,1
41,0,34098,Russell Henley,50.0,1
41,0,33461,Morgan Hoffmann,50.0,1
41,0,35532,Tom Hoge,50.0,1
41,0,08075,Jerry Kelly,50.0,1
41,0,30926,Chris Kirk,50.0,1
41,0,29926,Danny Lee,50.0,1
41,0,34409,David Lingmerth,50.0,1
41,0,32839,Hideki Matsuyama,50.0,2
41,0,25396,Kevin Na,50.0,1
41,0,26329,Louis Oosthuizen,50.0,1
41,0,28475,Jeff Overton,50.0,1
41,0,25818,Scott Piercy,50.0,1
41,0,29223,Sam Saunders,50.0,1
41,0,29221,Webb Simpson,50.0,1
41,0,29518,Brendan Steele,50.0,1
41,0,25804,Bubba Watson,50.0,2
41,0,34265,Will Wilcox,50.0,1
60,0,32366,Kevin Chappell,33.3,1
60,0,34099,Harris English,33.3,1
60,0,29725,Tony Finau,33.3,1
60,0,21209,Sergio Garcia,33.3,1
60,0,29720,Andres Gonzales,33.3,1
60,0,31557,Jim Herman,33.3,1
60,0,27141,J.B. Holmes,33.3,1
60,0,24502,Adam Scott,33.3,1
68,0,12510,Chad Campbell,25.0,1
68,0,33448,Justin Thomas,25.0,1
70,0,34431,Robert Streb,20.0,1
71,0,22371,Aaron Baddeley,.0,0
71,0,24846,Ricky Barnes,.0,0
71,0,40026,Daniel Berger,.0,0
71,0,40058,Zac Blair,.0,0
71,0,27895,Jonas Blixt,.0,0
71,0,24507,Jason Bohn,.0,0
71,0,25274,Steven Bowditch,.0,0
71,0,29479,Scott Brown,.0,0
71,0,24925,Jonathan Byrd,.0,0
71,0,20848,Ángel Cabrera,.0,0
71,0,20472,Alex Cejka,.0,0
71,0,24357,K.J. Choi,.0,0
71,0,25720,Chad Collins,.0,0
71,0,24494,Erik Compton,.0,0
71,0,34262,Jon Curran,.0,0
71,0,23638,Brendon de Jonge,.0,0
71,0,23983,Luke Donald,.0,0
71,0,25686,Jason Dufner,.0,0
71,0,25191,Gonzalo Fernandez-Castaño,.0,0
71,0,28500,Martin Flores,.0,0
71,0,29535,Brice Garnett,.0,0
71,0,25900,Lucas Glover,.0,0
71,0,28679,Fabián Gómez,.0,0
71,0,22892,Jason Gore,.0,0
71,0,35539,Luke Guthrie,.0,0
71,0,27644,Brian Harman,.0,0
71,0,29420,Billy Horschel,.0,0
71,0,36801,Mark Hubbard,.0,0
71,0,34174,John Huh,.0,0
71,0,29222,Billy Hurley III,.0,0
71,0,30852,Ryo Ishikawa,.0,0
71,0,26300,Matt Jones,.0,0
71,0,33122,Russell Knox,.0,0
71,0,30944,Jason Kokrak,.0,0
71,0,27936,Martin Laird,.0,0
71,0,10860,Justin Leonard,.0,0
71,0,27466,Spencer Levin,.0,0
71,0,23548,Bill Lunde,.0,0
71,0,27933,John Merrick,.0,0
71,0,25198,Francesco Molinari,.0,0
71,0,26596,Ryan Moore,.0,0
71,0,24140,Sean O'Hair,.0,0
71,0,33667,Carlos Ortiz,.0,0
71,0,23320,Ryan Palmer,.0,0
71,0,34360,Patrick Reed,.0,0
71,0,29476,Kyle Reifers,.0,0
71,0,36699,Patrick Rodgers,.0,0
71,0,25562,Andres Romero,.0,0
71,0,23621,Rory Sabbatini,.0,0
71,0,06567,Vijay Singh,.0,0
71,0,30692,Scott Stallings,.0,0
71,0,21528,Henrik Stenson,.0,0
71,0,27963,Chris Stroud,.0,0
71,0,31560,Brian Stuard,.0,0
71,0,25834,Daniel Summerhays,.0,0
71,0,34264,Hudson Swafford,.0,0
71,0,25493,Nick Taylor,.0,0
71,0,02206,David Toms,.0,0
71,0,23623,Bo Van Pelt,.0,0
71,0,27064,Jhonattan Vegas,.0,0
71,0,27770,Camilo Villegas,.0,0
71,0,26951,Johnson Wagner,.0,0
71,0,27095,Nick Watney,.0,0
71,0,20396,Lee Westwood,.0,0
71,0,25349,Tim Wilkinson,.0,0
