RANK,MOVEMENT,PLAYER_ID,PLAYER,%
1,36,01226,Fred Couples,27.09
2,38,01715,Mark Lye,25.38
3,39,01553,John Huston,25.20
4,39,01958,Dan Pohl,25.00
5,54,02321,Fuzzy Zoeller,24.59
6,54,01527,Scott Hoch,24.02
7,55,01876,Greg Norman,23.93
8,57,02214,Kirk Triplett,23.50
9,57,01161,Mark Calcavecchia,23.44
10,57,01098,Jay Don Blake,23.41
11,58,01926,Steve Pate,23.39
12,59,02133,Craig Stadler,23.31
13,59,01468,Gary Hallberg,23.27
14,59,01577,Lee Janzen,23.21
15,59,02033,Dave Rummells,23.14
16,59,02148,Ray Stewart,23.11
17,65,02242,Lanny Wadkins,22.75
18,65,06034,Marco Dawson,22.66
19,65,01306,David Edwards,22.61
20,66,01690,Bruce Lietzke,22.56
21,66,01284,Mike Donald,22.54
22,66,01129,Bill Britton,22.48
23,77,01569,Peter Jacobsen,22.05
23,77,02241,Bobby Wadkins,22.05
25,77,01197,Bobby Clampett,22.01
26,77,01361,Dan Forsman,21.93
27,77,01887,Mark O'Meara,21.91
28,77,01261,Jay Delsing,21.88
29,77,06140,Sean Murphy,21.86
30,77,01323,Brad Fabel,21.84
31,78,01249,John Daly,21.71
32,78,01035,Tommy Armour III,21.67
33,78,01946,Peter Persons,21.57
34,78,06573,Brandt Jobe,21.54
35,78,02256,Tom Watson,21.53
36,78,01072,Chip Beck,21.43
37,83,02170,Hal Sutton,21.39
38,83,01797,Rocco Mediate,21.29
39,83,02104,Jeff Sluman,21.10
40,83,01846,Jodie Mudd,21.05
41,84,02101,Joey Sindelar,21.03
42,84,01559,Hale Irwin,20.95
43,84,01329,Brad Faxon,20.88
44,84,01068,Andy Bean,20.86
45,84,06284,Jim Hallet,20.85
46,84,02054,Ken Schall,20.83
47,87,01723,Andrew Magee,20.56
48,87,02111,Mike Smith,20.52
49,87,01157,Tom Byrum,20.45
50,87,01928,Corey Pavin,20.43
51,87,06090,Jim McGovern,20.36
52,87,01706,Davis Love III,20.33
53,87,01132,Mark Brooks,20.31
54,88,02303,Robert Wrenn,20.27
55,88,02067,Ted Schulz,20.24
56,88,06044,Scott Gump,20.18
56,88,01938,David Peoples,20.18
58,88,02146,Payne Stewart,20.11
59,88,01968,Nick Price,20.00
60,104,01549,Mike Hulbert,19.92
61,104,06072,Greg Whisman,19.91
62,104,02100,Tim Simpson,19.90
63,104,01975,Tom Purtzer,19.83
64,104,01078,Jim Benepe,19.70
65,104,01607,Brian Kamm,19.69
66,104,01381,Fred Funk,19.68
67,104,01682,Wayne Levi,19.67
67,104,02041,Bill Sander,19.67
69,104,01049,Ian Baker-Finch,19.66
70,104,06332,Neal Lancaster,19.64
71,104,01639,Kenny Knox,19.63
72,104,02292,Bob Wolcott,19.61
73,105,01755,Dick Mast,19.58
74,105,01219,John Cook,19.57
75,105,06577,John Wilson,19.47
76,105,02255,Denis Watson,19.46
77,105,01112,Charlie Bowles,19.40
77,105,01945,Kenny Perry,19.40
79,105,02131,Mike Springer,19.32
80,105,01557,John Inman,19.29
81,105,02010,Loren Roberts,19.27
82,105,01378,David Frost,19.25
82,105,02311,Kim Young,19.25
84,105,01355,Raymond Floyd,19.23
84,105,01724,Jeff Maggert,19.23
86,105,01156,Curt Byrum,19.20
86,105,02090,Tom Sieckmann,19.20
88,106,06571,Bryan Norton,19.13
89,106,02230,Stan Utley,19.11
90,106,01200,Keith Clearwater,19.05
91,108,06575,Dudley Hart,19.03
92,108,01390,Buddy Gardner,18.97
93,109,01006,John Adams,18.91
94,109,01039,Perry Arthur,18.88
95,116,01835,Tommy Moore,18.70
96,116,02049,Gene Sauers,18.67
96,116,02225,Howard Twitty,18.67
98,116,01701,Bob Lohr,18.62
99,116,02135,Mike Standly,18.58
100,116,02190,Doug Tewell,18.52
101,116,01457,Jay Haas,18.50
102,116,01599,Steve Jones,18.48
103,116,01771,Blaine McCallister,18.45
104,117,01837,Gil Morgan,18.41
