RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
1,0,29908,C.T. Pan,2.703,300.775,111.254,287,0201603301
2,0,34174,John Huh,2.698,296.910,110.053,210,0198203182
3,0,26476,Chez Reavie,2.695,287.407,106.661,304,0210903478
4,0,19803,Ryan Armour,2.690,284.913,105.896,301,0217603259
5,0,49960,Sepp Straka,2.686,304.899,113.527,296,0217803186
6,0,27644,Brian Harman,2.682,292.947,109.240,354,0189803201
7,0,33410,Andrew Landry,2.679,291.864,108.958,263,0214403278
8,0,46435,Austin Cook,2.673,292.065,109.274,282,0223003314
9,0,33120,Mark Anderson,2.672,293.026,109.672,158,0217303243
10,0,25818,Scott Piercy,2.671,301.499,112.862,292,0214003248
11,0,29221,Webb Simpson,2.670,296.134,110.930,186,0225803249
11,0,37189,Harold Varner III,2.670,302.895,113.430,340,0198703272
13,0,35461,Beau Hossler,2.669,307.739,115.302,309,0201803263
13,0,26329,Louis Oosthuizen,2.669,299.646,112.254,210,0231203156
15,0,31560,Brian Stuard,2.667,280.097,105.020,386,0169103200
16,0,45609,Tyler Duncan,2.666,292.824,109.850,305,0182203152
17,0,23623,Bo Van Pelt,2.663,296.615,111.369,195,0211303160
18,0,32150,Michael Thompson,2.661,290.528,109.162,278,0225903202
19,0,29535,Brice Garnett,2.660,291.440,109.553,288,0216403265
19,0,34563,Chesson Hadley,2.660,304.031,114.309,225,0204103324
21,0,30110,Kyle Stanley,2.659,293.649,110.421,310,0211003194
22,0,28679,Fabián Gómez,2.658,289.084,108.746,143,0223303209
22,0,27974,Sung Kang,2.658,297.008,111.735,273,0220203319
22,0,47993,Denny McCarthy,2.658,297.706,111.992,311,0217503163
22,0,35891,Cameron Smith,2.658,301.848,113.548,251,0211503203
26,0,32139,Danny Willett,2.657,301.469,113.461,95,0225103232
27,0,45526,Abraham Ancer,2.656,292.882,110.289,330,0159303251
27,0,29268,Bronson Burgoon,2.656,301.218,113.418,246,0218903233
27,0,20229,Stewart Cink,2.656,309.788,116.633,301,0203303281
27,0,24781,Hunter Mahan,2.656,302.510,113.915,180,0210103117
31,0,34314,Sebastian Cappelen,2.655,304.456,114.686,152,0209803305
32,0,28775,Nate Lashley,2.654,292.407,110.181,244,0202203470
32,0,49771,J.T. Poston,2.654,302.330,113.919,310,0203603178
34,0,24924,Bill Haas,2.653,301.309,113.587,147,0229603131
35,0,26758,David Hearn,2.651,277.133,104.557,222,0213903220
36,0,47128,Richy Werenski,2.650,296.997,112.062,361,0171503375
37,0,33948,Byeong Hun An,2.649,305.183,115.223,285,0206503176
37,0,34098,Russell Henley,2.649,293.834,110.913,302,0183803135
37,0,31420,Anirban Lahiri,2.649,299.056,112.900,242,0219503044
37,0,27942,Rob Oppenheim,2.649,289.822,109.388,258,0207503174
37,0,27330,Josh Teater,2.649,295.130,111.412,154,0215503240
42,0,32816,Satoshi Kodaira,2.648,287.934,108.718,265,0200703154
