RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,AVERAGE DISTANCE (YARDS),AVERAGE CLUB HEAD SPEED,TOTAL ATTEMPTS,HIGHEST DIST. EFFICIENCY
42,0,23108,Matt Kuchar,2.648,287.544,108.592,180,0194803263
44,0,27214,Kevin Streelman,2.647,298.469,112.744,323,0208003307
45,0,39324,J.J. Spaun,2.646,292.681,110.624,217,0209003243
46,0,48887,Matt Wallace,2.644,303.755,114.894,113,0211003144
47,0,34255,Joseph Bramlett,2.643,314.068,118.813,229,0151203235
47,0,23325,Vaughn Taylor,2.643,284.034,107.478,260,0207703384
47,0,25632,Jimmy Walker,2.643,303.303,114.736,229,0203503251
50,0,46717,Viktor Hovland,2.642,308.138,116.642,283,0215603125
50,0,24140,Sean O'Hair,2.642,301.356,114.044,177,0216703018
50,0,30927,Brendon Todd,2.642,277.985,105.205,251,0216903329
53,0,34076,Joel Dahmen,2.641,294.085,111.342,264,0194003177
53,0,32791,K.H. Lee,2.641,298.409,113.010,388,0212303193
53,0,24138,Ian Poulter,2.641,290.655,110.037,226,0137103263
56,0,33404,Chris Baker,2.640,297.713,112.770,151,0223803053
57,0,33141,Keegan Bradley,2.639,302.197,114.497,289,0203603556
57,0,51766,Wyndham Clark,2.639,315.051,119.374,47,0234603120
59,0,49766,Hank Lebioda,2.638,296.487,112.393,238,0171103179
59,0,22405,Justin Rose,2.638,303.492,115.038,143,0208003095
61,0,24024,Zach Johnson,2.637,289.231,109.678,299,0211003300
61,0,33448,Justin Thomas,2.637,308.579,117.011,236,0204403107
63,0,33122,Russell Knox,2.636,294.399,111.679,354,0209503261
63,0,25493,Nick Taylor,2.636,295.675,112.161,337,0205803426
65,0,24357,K.J. Choi,2.635,273.575,103.816,178,0222503204
66,0,32757,Patton Kizzire,2.634,302.123,114.708,368,0138503277
66,0,46441,Robby Shelton,2.634,296.970,112.731,282,0199903067
68,0,35450,Patrick Cantlay,2.633,305.954,116.216,277,0208003162
68,0,33399,Adam Hadwin,2.633,294.756,111.934,299,0219203189
68,0,35506,Mackenzie Hughes,2.633,295.781,112.348,268,0208503214
68,0,30944,Jason Kokrak,2.633,310.962,118.105,284,0133303255
68,0,39953,Chase Seiffert,2.633,294.306,111.778,247,0192203239
73,0,34046,Jordan Spieth,2.632,301.640,114.594,296,0206803323
74,0,35449,Adam Long,2.631,292.679,111.238,277,0199003209
74,0,33667,Carlos Ortiz,2.631,306.160,116.356,333,0191603219
76,0,25900,Lucas Glover,2.630,295.660,112.409,298,0185103266
76,0,31646,Emiliano Grillo,2.630,301.316,114.565,289,0215003308
78,0,32448,James Hahn,2.629,297.687,113.211,257,0218303138
78,0,30926,Chris Kirk,2.629,292.210,111.148,321,0196503294
78,0,27770,Camilo Villegas,2.629,297.333,113.118,242,0168103270
81,0,34099,Harris English,2.628,303.216,115.372,245,0218903157
81,0,30911,Tommy Fleetwood,2.628,304.762,115.973,143,0204903167
81,0,34363,Tyrrell Hatton,2.628,302.069,114.930,166,0182703247
81,0,46970,Jon Rahm,2.628,312.035,118.720,208,0225403293
85,0,49964,Aaron Wise,2.627,304.678,115.983,281,0206903152
86,0,25364,Paul Casey,2.626,305.159,116.220,238,0211703318
86,0,52375,Doug Ghim,2.626,292.352,111.340,286,0189503232
88,0,22056,Cameron Percy,2.625,290.925,110.825,291,0202903295
88,0,23621,Rory Sabbatini,2.625,289.219,110.199,268,0162403226
90,0,12716,Charley Hoffman,2.624,306.903,116.959,276,0177903196
91,0,33204,Shane Lowry,2.622,302.587,115.397,227,0188603194
91,0,23788,D.J. Trahan,2.622,294.555,112.348,192,0211703327
93,0,28089,Jason Day,2.621,307.359,117.257,204,0219003268
93,0,29926,Danny Lee,2.621,302.019,115.248,200,0214803253
95,0,30925,Dustin Johnson,2.620,314.192,119.911,198,0189303127
96,0,33490,Bo Hoag,2.619,293.752,112.141,313,0221503274
97,0,26499,Rafa Cabrera Bello,2.618,291.872,111.488,215,0215503038
97,0,25686,Jason Dufner,2.618,295.330,112.829,339,0213403287
97,0,34466,Peter Malnati,2.618,295.691,112.951,282,0181903231
97,0,28237,Rory McIlroy,2.618,321.710,122.867,215,0199603107
101,0,19846,Brian Gay,2.615,287.793,110.067,275,0194203191
101,0,32839,Hideki Matsuyama,2.615,302.570,115.699,279,0209303090
103,0,32640,Troy Merritt,2.613,292.567,111.946,296,0160703157
103,0,48119,Ben Taylor,2.613,302.656,115.847,134,0190503084
105,0,45157,Cam Davis,2.612,309.939,118.643,357,0197403173
105,0,29970,Dylan Frittelli,2.612,310.236,118.751,226,0201103152
105,0,39975,Michael Kim,2.612,294.544,112.765,207,0195603139
105,0,35230,Nelson Ledesma,2.612,291.276,111.504,156,0144603252
105,0,01810,Phil Mickelson,2.612,307.068,117.580,176,0213703046
105,0,30692,Scott Stallings,2.612,302.865,115.946,236,0204303244
105,0,40006,Erik van Rooyen,2.612,307.284,117.630,250,0200303159
112,0,26300,Matt Jones,2.611,305.822,117.138,330,0185503188
112,0,23320,Ryan Palmer,2.611,304.576,116.629,215,0214703128
114,0,34213,Grayson Murray,2.610,308.186,118.092,135,0203603085
115,0,32070,Rafael Campos,2.608,306.193,117.426,166,0170403136
116,0,37455,Si Woo Kim,2.606,296.257,113.699,339,0205603200
117,0,32102,Rickie Fowler,2.604,299.693,115.107,249,0184102987
118,0,50525,Collin Morikawa,2.603,296.887,114.068,221,0202203040
119,0,23983,Luke Donald,2.602,288.879,111.042,184,0204803274
119,0,45486,Joaquin Niemann,2.602,311.404,119.690,319,0200403137
119,0,46046,Scottie Scheffler,2.602,304.299,116.936,320,0200903328
122,0,29478,Kevin Kisner,2.600,290.669,111.785,247,0213403217
123,0,39971,Sungjae Im,2.598,298.744,115.009,453,0216803233
123,0,27936,Martin Laird,2.598,297.352,114.475,243,0200203079
123,0,26851,Marc Leishman,2.598,298.018,114.712,202,0189003008
123,0,35104,Tom Lewis,2.598,302.905,116.610,294,0157903146
127,0,29420,Billy Horschel,2.594,294.854,113.659,237,0221203096
127,0,47483,Will Zalatoris,2.594,308.403,118.901,234,0203503154
129,0,46442,Maverick McNealy,2.593,301.530,116.274,302,0205003225
130,0,24502,Adam Scott,2.592,311.137,120.044,161,0187703097
130,0,33486,Roger Sloan,2.592,297.535,114.795,246,0203003271
132,0,35532,Tom Hoge,2.591,290.065,111.954,344,0154603079
132,0,48081,Xander Schauffele,2.591,308.185,118.926,190,0210603047
134,0,36871,Matthew NeSmith,2.590,300.954,116.201,254,0106403269
134,0,29518,Brendan Steele,2.590,301.170,116.260,251,0198003102
136,0,40098,Matt Fitzpatrick,2.588,295.972,114.365,209,0207103080
136,0,25804,Bubba Watson,2.588,307.295,118.752,176,0197603111
138,0,30163,Henrik Norlander,2.587,296.949,114.804,309,0199703121
139,0,22371,Aaron Baddeley,2.586,293.875,113.630,138,0207603009
140,0,36699,Patrick Rodgers,2.584,308.307,119.318,312,0187203040
141,0,49298,Kramer Hickok,2.583,292.399,113.196,255,0196203162
142,0,28420,Ryan Brehm,2.581,318.064,123.232,142,0215703145
142,0,33597,Harry Higgs,2.581,300.837,116.551,312,0142903227
142,0,27649,Brandt Snedeker,2.581,287.866,111.518,307,0215003106
145,0,39997,Corey Conners,2.579,297.915,115.509,351,0192603197
145,0,21209,Sergio Garcia,2.579,310.894,120.544,271,0216303067
147,0,39977,Max Homa,2.577,302.368,117.351,250,0195903180
147,0,25396,Kevin Na,2.577,289.667,112.402,297,0152803151
149,0,29725,Tony Finau,2.576,305.811,118.714,278,0201803112
149,0,21961,Charles Howell III,2.576,303.371,117.780,198,0198703078
151,0,35310,Lanto Griffin,2.575,305.201,118.511,253,0212703032
151,0,20396,Lee Westwood,2.575,292.726,113.687,192,0182903734
153,0,47504,Sam Burns,2.574,307.466,119.431,298,0187503016
154,0,51894,Vince Whaley,2.573,300.279,116.715,226,0162103153
155,0,27064,Jhonattan Vegas,2.572,315.846,122.790,270,0188303098
156,0,32618,Rhein Gibson,2.570,294.329,114.503,156,0200302911
157,0,48045,Michael Gellerman,2.569,296.179,115.276,133,0212303150
157,0,40042,Tyler McCumber,2.569,313.162,121.915,206,0205202944
157,0,35658,Kris Ventura,2.569,309.929,120.653,203,0213703017
160,0,46402,Talor Gooch,2.568,301.228,117.278,318,0181903108
160,0,31557,Jim Herman,2.568,294.794,114.804,227,0200603125
162,0,27141,J.B. Holmes,2.567,299.488,116.681,180,0167203053
163,0,53165,Doc Redman,2.565,296.333,115.519,290,0212403250
164,0,29479,Scott Brown,2.563,294.119,114.767,260,0115303154
164,0,37275,Sam Ryder,2.563,300.871,117.392,249,0190403148
166,0,29974,Branden Grace,2.562,294.386,114.917,225,0199903129
166,0,28252,Seamus Power,2.562,300.210,117.194,196,0204703164
168,0,27554,Scott Harrington,2.561,309.534,120.865,236,0201503097
169,0,33413,Ben Martin,2.560,295.960,115.608,149,0197303100
170,0,40026,Daniel Berger,2.559,296.228,115.780,260,0199803158
170,0,36689,Brooks Koepka,2.559,308.721,120.621,173,0186103117
172,0,56278,Matthew Wolff,2.557,316.361,123.709,148,0176303051
173,0,39546,Keith Mitchell,2.556,308.970,120.862,248,0210503103
174,0,36801,Mark Hubbard,2.552,283.926,111.267,391,0162703097
174,0,33419,Cameron Tringale,2.552,301.247,118.059,283,0200103151
176,0,27556,Ted Potter Jr.,2.549,289.686,113.635,240,0131103090
177,0,34256,Andrew Putnam,2.548,284.379,111.610,310,0126203005
178,0,32333,Kevin Tway,2.547,310.436,121.891,197,0207503075
179,0,34264,Hudson Swafford,2.546,304.770,119.688,247,0193403195
180,0,56762,Will Gordon,2.545,314.921,123.731,259,0204903129
180,0,31323,Gary Woodland,2.545,313.497,123.169,160,0210903351
182,0,34360,Patrick Reed,2.544,293.145,115.247,236,0197303095
182,0,27095,Nick Watney,2.544,302.631,118.962,172,0172202940
184,0,34431,Robert Streb,2.539,292.909,115.362,298,0113303120
184,0,32254,Xinjun Zhang,2.539,294.238,115.874,189,0166103011
186,0,27129,Luke List,2.535,314.008,123.873,310,0183303000
186,0,48822,Sebastián Muñoz,2.535,299.962,118.307,319,0209803068
186,0,26331,Charl Schwartzel,2.535,305.308,120.434,287,0196303103
189,0,27349,Alex Noren,2.532,297.505,117.520,281,0203503079
190,0,46550,Brandon Hagy,2.531,315.030,124.455,226,0212203086
191,0,35617,Martin Trainer,2.530,308.503,121.924,184,0205503059
192,0,52372,Cameron Champ,2.529,322.256,127.447,185,0217103024
193,0,32662,Michael Gligic,2.516,300.698,119.512,270,0209403076
194,0,47347,Adam Schenk,2.513,305.089,121.388,331,0157803250
195,0,47959,Bryson DeChambeau,2.484,328.488,132.253,162,0194602963
196,0,24361,Pat Perez,2.479,293.991,118.611,293,0200603029
