RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
1,0,26758,David Hearn,14.23,3244.93,228
2,0,01810,Phil Mickelson,13.49,2454.52,182
3,0,32448,James Hahn,13.45,3524.27,262
4,0,46435,Austin Cook,13.32,4809.51,361
5,0,29926,Danny Lee,13.22,2643.66,200
6,0,35449,Adam Long,13.13,3717.18,283
7,0,27974,Sung Kang,13.01,3745.98,288
8,0,30944,Jason Kokrak,12.96,3680.57,284
9,0,33141,Keegan Bradley,12.88,3774.07,293
10,0,29221,Webb Simpson,12.82,2435.39,190
11,0,19846,Brian Gay,12.76,3586.24,281
12,0,22405,Justin Rose,12.59,1800.38,143
13,0,39975,Michael Kim,12.56,2637.44,210
14,0,23325,Vaughn Taylor,12.55,3326.45,265
15,0,33948,Byeong Hun An,12.49,3621.52,290
16,0,26476,Chez Reavie,12.40,3843.83,310
17,0,35461,Beau Hossler,12.35,3916.18,317
18,0,24924,Bill Haas,12.30,1857.25,151
19,0,49960,Sepp Straka,12.26,3702.19,302
20,0,23320,Ryan Palmer,12.20,2623.67,215
21,0,37189,Harold Varner III,12.14,4188.41,345
22,0,34174,John Huh,12.12,2594.05,214
23,0,27644,Brian Harman,12.07,4875.72,404
24,0,28237,Rory McIlroy,12.06,2592.84,215
25,0,32139,Danny Willett,12.00,1224.29,102
26,0,32150,Michael Thompson,11.97,3327.90,278
27,0,28089,Jason Day,11.95,2438.31,204
28,0,24357,K.J. Choi,11.94,4870.33,408
29,0,45157,Cam Davis,11.93,4320.26,362
30,0,33120,Mark Anderson,11.92,1918.41,161
30,0,33410,Andrew Landry,11.92,3135.04,263
32,0,24024,Zach Johnson,11.90,3618.80,304
32,0,23623,Bo Van Pelt,11.90,2391.91,201
32,0,25632,Jimmy Walker,11.90,2772.91,233
35,0,32102,Rickie Fowler,11.83,2945.28,249
36,0,29268,Bronson Burgoon,11.78,2957.38,251
37,0,39324,J.J. Spaun,11.76,2600.06,221
38,0,32640,Troy Merritt,11.75,3596.32,306
38,0,47128,Richy Werenski,11.75,4302.03,366
40,0,35506,Mackenzie Hughes,11.71,3138.32,268
41,0,34363,Tyrrell Hatton,11.67,1937.54,166
42,0,29535,Brice Garnett,11.65,3379.65,290
43,0,30927,Brendon Todd,11.64,2920.52,251
44,0,47993,Denny McCarthy,11.63,3652.93,314
45,0,26329,Louis Oosthuizen,11.55,2424.50,210
45,0,27649,Brandt Snedeker,11.55,3615.95,313
47,0,35230,Nelson Ledesma,11.54,1835.38,159
48,0,20229,Stewart Cink,11.53,3517.25,305
48,0,23983,Luke Donald,11.53,2167.11,188
50,0,32618,Rhein Gibson,11.52,1843.23,160
51,0,25818,Scott Piercy,11.49,7550.54,657
52,0,22056,Cameron Percy,11.46,3393.11,296
53,0,48887,Matt Wallace,11.42,1382.18,121
54,0,52375,Doug Ghim,11.38,3312.34,291
55,0,35891,Cameron Smith,11.34,2846.99,251
55,0,25493,Nick Taylor,11.34,3879.12,342
57,0,39546,Keith Mitchell,11.32,2862.75,253
58,0,28775,Nate Lashley,11.31,2804.99,248
59,0,24781,Hunter Mahan,11.30,2079.96,184
60,0,29420,Billy Horschel,11.29,2676.50,237
60,0,29908,C.T. Pan,11.29,3297.05,292
62,0,24140,Sean O'Hair,11.28,2471.25,219
63,0,23621,Rory Sabbatini,11.27,3155.26,280
64,0,30926,Chris Kirk,11.25,3735.35,332
65,0,49771,J.T. Poston,11.22,3544.84,316
65,0,30110,Kyle Stanley,11.22,3510.85,313
67,0,51766,Wyndham Clark,11.20,1064.19,95
68,0,46441,Robby Shelton,11.14,3196.77,287
69,0,21209,Sergio Garcia,11.10,3062.77,276
69,0,29478,Kevin Kisner,11.10,2742.44,247
69,0,23108,Matt Kuchar,11.10,1997.22,180
72,0,28679,Fabián Gómez,11.09,1642.04,148
72,0,32757,Patton Kizzire,11.09,4127.13,372
74,0,30911,Tommy Fleetwood,11.07,1583.59,143
75,0,31420,Anirban Lahiri,11.06,2720.72,246
76,0,34314,Sebastian Cappelen,11.04,1722.00,156
77,0,31560,Brian Stuard,11.02,4320.12,392
77,0,23788,D.J. Trahan,11.02,2149.15,195
79,0,34255,Joseph Bramlett,10.99,2583.80,235
80,0,27330,Josh Teater,10.96,1742.38,159
81,0,33486,Roger Sloan,10.95,6768.12,618
82,0,34563,Chesson Hadley,10.92,2478.30,227
82,0,47483,Will Zalatoris,10.92,2609.78,239
84,0,35532,Tom Hoge,10.91,3787.28,347
85,0,19803,Ryan Armour,10.89,3353.89,308
85,0,32816,Satoshi Kodaira,10.89,2940.42,270
87,0,34098,Russell Henley,10.86,3279.23,302
88,0,46717,Viktor Hovland,10.84,3500.14,323
89,0,32839,Hideki Matsuyama,10.83,3022.13,279
90,0,33404,Chris Baker,10.82,1677.84,155
91,0,12716,Charley Hoffman,10.78,3041.22,282
92,0,45609,Tyler Duncan,10.77,3326.44,309
93,0,49964,Aaron Wise,10.69,3034.81,284
94,0,49298,Kramer Hickok,10.68,2777.82,260
95,0,33399,Adam Hadwin,10.67,3190.20,299
96,0,29479,Scott Brown,10.65,2801.96,263
96,0,31646,Emiliano Grillo,10.65,3120.36,293
98,0,36689,Brooks Koepka,10.61,1836.19,173
99,0,30925,Dustin Johnson,10.59,2160.59,204
100,0,46970,Jon Rahm,10.58,2199.86,208
100,0,27214,Kevin Streelman,10.58,3448.03,326
102,0,46046,Scottie Scheffler,10.52,3418.86,325
103,0,34076,Joel Dahmen,10.51,2848.30,271
104,0,45526,Abraham Ancer,10.47,3455.42,330
105,0,29725,Tony Finau,10.45,2935.64,281
106,0,32070,Rafael Campos,10.39,1756.74,169
106,0,35617,Martin Trainer,10.39,1973.65,190
108,0,48119,Ben Taylor,10.38,1421.39,137
108,0,40006,Erik van Rooyen,10.38,2637.70,254
110,0,33667,Carlos Ortiz,10.37,3504.82,338
111,0,30692,Scott Stallings,10.36,2486.84,240
112,0,33448,Justin Thomas,10.33,2438.42,236
113,0,25364,Paul Casey,10.32,2456.50,238
114,0,50525,Collin Morikawa,10.27,2270.42,221
115,0,32791,K.H. Lee,10.23,4010.72,392
116,0,39971,Sungjae Im,10.19,4665.91,458
116,0,24138,Ian Poulter,10.19,2303.23,226
118,0,46402,Talor Gooch,10.18,3287.16,323
119,0,47959,Bryson DeChambeau,10.09,1665.40,165
