RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
119,0,33204,Shane Lowry,10.09,2350.05,233
121,0,36871,Matt NeSmith,10.04,2590.67,258
121,0,34046,Jordan Spieth,10.04,3031.21,302
123,0,27141,J.B. Holmes,10.02,4197.69,419
124,0,29518,Brendan Steele,10.01,2541.48,254
125,0,34466,Peter Malnati,9.99,2895.80,290
125,0,34256,Andrew Putnam,9.99,3135.82,314
127,0,33597,Harry Higgs,9.96,3156.01,317
128,0,24361,Pat Perez,9.95,2954.97,297
128,0,56278,Matthew Wolff,9.95,1472.05,148
130,0,29970,Dylan Frittelli,9.92,5039.18,508
131,0,26851,Marc Leishman,9.89,1996.79,202
132,0,32254,Xinjun Zhang,9.88,1915.85,194
133,0,49766,Hank Lebioda,9.86,2375.97,241
134,0,26499,Rafa Cabrera Bello,9.84,2163.80,220
135,0,37455,Si Woo Kim,9.80,3380.30,345
135,0,27936,Martin Laird,9.80,2429.71,248
137,0,28420,Ryan Brehm,9.76,1434.65,147
138,0,35450,Patrick Cantlay,9.75,2700.30,277
139,0,33419,Cameron Tringale,9.74,2795.22,287
140,0,25396,Kevin Na,9.73,2890.56,297
141,0,48081,Xander Schauffele,9.72,1846.83,190
142,0,40098,Matt Fitzpatrick,9.67,2020.05,209
143,0,47504,Sam Burns,9.64,2901.47,301
144,0,25686,Jason Dufner,9.59,3307.13,345
144,0,48822,Sebastián Muñoz,9.59,3106.50,324
146,0,27942,Rob Oppenheim,9.58,2501.30,261
147,0,36699,Patrick Rodgers,9.57,3035.22,317
147,0,35658,Kris Ventura,9.57,2000.50,209
149,0,34099,Harris English,9.56,2342.02,245
150,0,25900,Lucas Glover,9.55,2892.42,303
151,0,53165,Doc Redman,9.47,2766.58,292
152,0,46442,Maverick McNealy,9.46,2904.80,307
153,0,33490,Bo Hoag,9.44,3010.16,319
154,0,34264,Hudson Swafford,9.41,2353.72,250
155,0,45486,Joaquin Niemann,9.39,2995.40,319
156,0,24502,Adam Scott,9.36,1553.50,166
157,0,40026,Daniel Berger,9.28,2412.17,260
158,0,27770,Camilo Villegas,9.21,2265.76,246
159,0,20396,Lee Westwood,9.17,1806.78,197
160,0,34360,Patrick Reed,9.14,2202.35,241
161,0,40042,Tyler McCumber,9.11,1921.32,211
162,0,32662,Michael Gligic,9.09,2491.12,274
162,0,46550,Brandon Hagy,9.09,2090.36,230
162,0,27556,Ted Potter Jr.,9.09,2253.50,248
165,0,36801,Mark Hubbard,8.98,3546.31,395
165,0,35104,Tom Lewis,8.98,2684.72,299
167,0,39997,Corey Conners,8.96,3191.17,356
168,0,27129,Luke List,8.94,2798.80,313
168,0,39953,Chase Seiffert,8.94,2252.26,252
170,0,27064,Jhonattan Vegas,8.91,2442.42,274
171,0,39977,Max Homa,8.87,2252.15,254
171,0,31323,Gary Woodland,8.87,1419.59,160
173,0,31557,Jim Herman,8.82,2046.69,232
174,0,51894,Vince Whaley,8.80,2024.57,230
175,0,30163,Henrik Norlander,8.76,2732.34,312
176,0,25804,Bubba Watson,8.73,1535.80,176
177,0,22371,Aaron Baddeley,8.72,1237.68,142
178,0,27349,Alex Noren,8.68,2439.81,281
179,0,32333,Kevin Tway,8.62,1723.78,200
180,0,26300,Matt Jones,8.44,3256.06,386
181,0,37275,Sam Ryder,8.38,2119.74,253
182,0,33413,Ben Martin,8.29,1268.06,153
183,0,27554,Scott Harrington,8.22,1980.62,241
184,0,35310,Lanto Griffin,8.05,2037.90,253
185,0,56762,Will Gordon,7.98,2113.49,265
185,0,26331,Charl Schwartzel,7.98,2330.40,292
187,0,33122,Russell Knox,7.97,2859.62,359
188,0,34213,Grayson Murray,7.79,1099.01,141
189,0,28252,Seamus Power,7.63,1519.26,199
190,0,21961,Charles Howell III,7.62,1523.33,200
191,0,34431,Robert Streb,7.37,2226.95,302
192,0,29974,Branden Grace,7.34,3811.99,519
193,0,48045,Michael Gellerman,7.26,987.39,136
194,0,27095,Nick Watney,7.01,1233.43,176
195,0,52372,Cameron Champ,6.85,1273.73,186
196,0,47347,Adam Schenk,6.65,2226.86,335
