RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL BALL SPEED,TOTAL ATTEMPTS
181,0,32150,Michael Thompson,163.63,45490.18,278
182,0,27942,Rob Oppenheim,163.38,42642.14,261
183,0,23983,Luke Donald,163.30,30699.52,188
184,0,24024,Zach Johnson,163.19,49609.84,304
185,0,27649,Brandt Snedeker,163.10,51049.52,313
186,0,32816,Satoshi Kodaira,162.99,44008.14,270
187,0,28679,Fabián Gómez,162.58,24061.33,148
188,0,19846,Brian Gay,162.32,45612.55,281
189,0,23108,Matt Kuchar,162.19,29194.59,180
190,0,23325,Vaughn Taylor,160.61,42560.47,265
191,0,19803,Ryan Armour,159.56,49143.78,308
192,0,26476,Chez Reavie,159.17,49341.52,310
193,0,31560,Brian Stuard,158.09,61971.99,392
194,0,30927,Brendon Todd,156.23,39213.49,251
195,0,26758,David Hearn,155.82,35526.40,228
196,0,24357,K.J. Choi,153.34,62562.63,408
