RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,01378,David Frost,70.092,6869,98
2,0,01042,Paul Azinger,70.211,6670,95
3,0,01958,Dan Pohl,70.250,6744,96
4,0,01235,Ben Crenshaw,70.349,5839,83
5,0,01633,Tom Kite,70.378,6334,90
6,0,01226,Fred Couples,70.407,6407,91
7,0,02256,Tom Watson,70.418,4718,67
8,0,01527,Scott Hoch,70.443,6833,97
9,0,02146,Payne Stewart,70.505,6839,97
10,0,01666,Bernhard Langer,70.517,4090,58
11,0,02159,Curtis Strange,70.561,6915,98
12,0,02170,Hal Sutton,70.578,6352,90
13,0,02241,Bobby Wadkins,70.598,7201,102
14,0,01960,Don Pooley,70.630,6498,92
15,0,01876,Greg Norman,70.672,4735,67
16,0,01823,Larry Mize,70.688,5655,80
17,0,02242,Lanny Wadkins,70.726,5941,84
18,0,02133,Craig Stadler,70.737,5376,76
19,0,01783,Mark McCumber,70.757,7288,103
20,0,02099,Scott Simpson,70.767,6369,90
21,0,01926,Steve Pate,70.784,8211,116
22,0,01072,Chip Beck,70.826,6516,92
23,0,01161,Mark Calcavecchia,70.831,6304,89
24,0,01996,Mike Reid,70.838,7013,99
25,0,01887,Mark O'Meara,70.874,6166,87
26,0,01457,Jay Haas,70.875,7371,104
27,0,02322,Richard Zokol,70.933,4256,60
28,0,02033,Dave Rummells,70.936,7803,110
28,0,02100,Tim Simpson,70.936,7803,110
30,0,01968,Nick Price,70.939,5817,82
31,0,02104,Jeff Sluman,70.972,7665,108
32,0,01725,John Mahaffey,70.981,7311,103
33,0,01837,Gil Morgan,71.000,3550,50
33,0,01998,Jack Renner,71.000,6319,89
35,0,01093,Ronnie Black,71.010,6817,96
36,0,01706,Davis Love III,71.118,6045,85
37,0,01928,Corey Pavin,71.119,5974,84
38,0,01346,Ed Fiori,71.126,6188,87
39,0,01864,Larry Nelson,71.139,5122,72
40,0,01559,Hale Irwin,71.157,4981,70
41,0,01156,Curt Byrum,71.180,7901,111
41,0,01943,Chris Perry,71.180,7118,100
43,0,01682,Wayne Levi,71.181,5908,83
44,0,02267,D.A. Weibring,71.195,6194,87
45,0,01098,Jay Don Blake,71.196,6906,97
46,0,01060,Dave Barr,71.213,6694,94
47,0,01303,Bob Eastwood,71.215,6623,93
48,0,01203,Russ Cochran,71.218,7834,110
49,0,01952,Billy Pierot,71.228,4060,57
50,0,01690,Bruce Lietzke,71.232,4915,69
51,0,02321,Fuzzy Zoeller,71.236,5129,72
52,0,01214,Frank Conner,71.259,3848,54
53,0,02160,Ron Streck,71.260,6841,96
54,0,01736,Roger Maltbie,71.262,5986,84
55,0,01288,Ed Dougherty,71.286,5988,84
56,0,02255,Denis Watson,71.287,6701,94
57,0,01306,David Edwards,71.303,4706,66
58,0,02049,Gene Sauers,71.317,7417,104
59,0,01390,Buddy Gardner,71.324,7703,108
60,0,02223,Bob Tway,71.330,6277,88
61,0,01444,Ken Green,71.333,6634,93
62,0,01135,Ken Brown,71.365,4496,63
63,0,01219,John Cook,71.388,6996,98
64,0,01884,Mac O'Grady,71.391,6211,87
65,0,01846,Jodie Mudd,71.392,6925,97
66,0,02225,Howard Twitty,71.394,6711,94
67,0,01975,Tom Purtzer,71.398,6640,93
68,0,01329,Brad Faxon,71.418,6499,91
69,0,01569,Peter Jacobsen,71.440,6001,84
70,0,01755,Dick Mast,71.444,7073,99
71,0,02190,Doug Tewell,71.461,5431,76
72,0,01355,Raymond Floyd,71.462,4645,65
73,0,01305,Danny Edwards,71.494,5505,77
74,0,02294,Willie Wood,71.495,6935,97
75,0,01150,George Burns,71.500,7293,102
76,0,01475,Donnie Hammond,71.506,6078,85
77,0,01418,Bill Glasson,71.511,6579,92
78,0,01200,Keith Clearwater,71.517,8439,118
79,0,02101,Joey Sindelar,71.522,8082,113
80,0,01361,Dan Forsman,71.529,8655,121
81,0,02118,J.C. Snead,71.540,6224,87
82,0,02023,Clarence Rose,71.553,8157,114
83,0,01599,Steve Jones,71.576,6585,92
84,0,01945,Kenny Perry,71.610,5514,77
85,0,01414,Bob Gilder,71.614,7233,101
86,0,01723,Andrew Magee,71.617,6732,94
87,0,01157,Tom Byrum,71.644,7451,104
88,0,01175,Jim Carter,71.673,7024,98
88,0,01313,Steve Elkington,71.673,7239,101
90,0,01557,John Inman,71.681,6523,91
91,0,01871,Mike Nicolette,71.686,3656,51
92,0,01935,Calvin Peete,71.688,4588,64
93,0,01469,Dan Halldorson,71.713,6239,87
94,0,01717,Sandy Lyle,71.717,3801,53
95,0,02007,Larry Rinker,71.723,6742,94
96,0,01201,Lennie Clements,71.769,5598,78
97,0,01192,T.C. Chen,71.774,3804,53
98,0,01468,Gary Hallberg,71.777,6747,94
