RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,28092,D.H. Lee,69.09,1520,22
2,0,25834,Daniel Summerhays,69.27,1524,22
3,0,34431,Robert Streb,69.64,1741,25
4,0,06527,Steve Stricker,69.67,209,3
5,0,27770,Camilo Villegas,69.68,1533,22
6,0,27649,Brandt Snedeker,69.71,1185,17
7,0,30944,Jason Kokrak,69.73,1046,15
8,0,33419,Cameron Tringale,69.76,2023,29
9,0,29221,Webb Simpson,69.85,1397,20
10,0,28089,Jason Day,69.86,1537,22
11,0,08075,Jerry Kelly,69.88,1817,26
12,0,33461,Morgan Hoffmann,69.90,1468,21
13,0,21209,Sergio Garcia,69.92,909,13
14,0,28307,Matt Every,69.94,1259,18
15,0,23638,Brendon de Jonge,69.95,2588,37
16,0,25632,Jimmy Walker,69.96,1959,28
17,0,26300,Matt Jones,70.00,1890,27
17,0,23108,Matt Kuchar,70.00,1260,18
19,0,27095,Nick Watney,70.07,1892,27
19,0,25804,Bubba Watson,70.07,981,14
21,0,29420,Billy Horschel,70.10,1472,21
22,0,24494,Erik Compton,70.11,1332,19
22,0,26331,Charl Schwartzel,70.11,1262,18
24,0,34046,Jordan Spieth,70.17,1263,18
25,0,27933,John Merrick,70.19,2246,32
25,0,23320,Ryan Palmer,70.19,1825,26
27,0,23800,Bryce Molder,70.22,2247,32
28,0,06573,Brandt Jobe,70.26,1335,19
28,0,24024,Zach Johnson,70.26,1335,19
30,0,23983,Luke Donald,70.27,1054,15
30,0,25562,Andres Romero,70.27,1054,15
32,0,24846,Ricky Barnes,70.29,1687,24
32,0,26679,Kevin Stadler,70.29,2390,34
34,0,30926,Chris Kirk,70.35,2392,34
35,0,20160,Charlie Wi,70.37,1337,19
36,0,25686,Jason Dufner,70.42,1831,26
36,0,28135,Aaron Watkins,70.42,845,12
38,0,32200,Roberto Castro,70.44,2254,32
38,0,10809,Jim Furyk,70.44,1268,18
38,0,21961,Charles Howell III,70.44,1761,25
38,0,24502,Adam Scott,70.44,634,9
42,0,21753,Brian Davis,70.45,2184,31
43,0,26596,Ryan Moore,70.46,1832,26
44,0,23788,D.J. Trahan,70.50,705,10
45,0,31323,Gary Woodland,70.55,2187,31
46,0,24663,Y.E. Yang,70.61,1271,18
47,0,23621,Rory Sabbatini,70.62,1836,26
48,0,01320,Bob Estes,70.64,1554,22
49,0,20443,Jin Park,70.65,1201,17
50,0,10213,Dicky Pride,70.67,1484,21
50,0,29425,Andrew Svoboda,70.67,1060,15
52,0,08793,Tiger Woods,70.70,707,10
53,0,34099,Harris English,70.72,1768,25
54,0,33141,Keegan Bradley,70.73,1061,15
55,0,24924,Bill Haas,70.74,1344,19
56,0,06004,Stephen Ames,70.75,1132,16
56,0,22405,Justin Rose,70.75,283,4
58,0,20098,Stuart Appleby,70.76,1203,17
58,0,19970,Robert Karlsson,70.76,1203,17
60,0,20104,Ken Duke,70.77,2477,35
61,0,23325,Vaughn Taylor,70.80,1062,15
62,0,27436,Graham DeLaet,70.83,2054,29
62,0,22961,David Mathis,70.83,1275,18
62,0,30163,Henrik Norlander,70.83,1629,23
65,0,20848,Ángel Cabrera,70.86,1559,22
65,0,36884,Ben Kohles,70.86,1559,22
65,0,26851,Marc Leishman,70.86,1488,21
68,0,31557,Jim Herman,70.87,1063,15
69,0,32102,Rickie Fowler,70.88,1134,16
69,0,30925,Dustin Johnson,70.88,1205,17
69,0,21528,Henrik Stenson,70.88,1205,17
69,0,22295,Darron Stiles,70.88,1205,17
73,0,01724,Jeff Maggert,70.89,1347,19
73,0,27556,Ted Potter Jr.,70.89,1276,18
75,0,22056,Cameron Percy,70.90,2056,29
76,0,22371,Aaron Baddeley,70.91,1560,22
76,0,34360,Patrick Reed,70.91,1631,23
78,0,27644,Brian Harman,70.92,1773,25
78,0,24138,Ian Poulter,70.92,851,12
78,0,26476,Chez Reavie,70.92,1844,26
81,0,12510,Chad Campbell,70.93,1915,27
81,0,20645,John Senden,70.93,2057,29
83,0,23409,James Driscoll,70.94,1206,17
83,0,26758,David Hearn,70.94,2341,33
85,0,27895,Jonas Blixt,70.96,1703,24
85,0,21731,Freddie Jacobson,70.96,1845,26
87,0,10860,Justin Leonard,70.97,2129,30
88,0,24507,Jason Bohn,71.00,1704,24
88,0,08725,Tom Gillis,71.00,1207,17
88,0,12716,Charley Hoffman,71.00,1420,20
88,0,31560,Brian Stuard,71.00,1136,16
92,0,23353,J.J. Henry,71.04,1847,26
92,0,30852,Ryo Ishikawa,71.04,1634,23
94,0,32448,James Hahn,71.05,1350,19
94,0,26289,Boo Weekley,71.05,2700,38
96,0,12782,Tim Herron,71.07,1066,15
97,0,24781,Hunter Mahan,71.09,1564,22
98,0,28679,Fabián Gómez,71.13,1138,16
99,0,10885,Robert Allenby,71.15,1423,20
100,0,24361,Pat Perez,71.16,1352,19
101,0,28237,Rory McIlroy,71.18,783,11
102,0,20396,Lee Westwood,71.20,1424,20
103,0,28500,Martin Flores,71.21,2065,29
103,0,20691,Greg Owen,71.21,1709,24
105,0,32366,Kevin Chappell,71.23,2137,30
105,0,24357,K.J. Choi,71.23,2493,35
107,0,27120,Troy Matteson,71.25,1425,20
108,0,23135,Tim Clark,71.26,1354,19
108,0,29740,Brad Fritsch,71.26,1639,23
108,0,22806,Doug LaBelle II,71.26,1639,23
111,0,34098,Russell Henley,71.28,2067,29
112,0,06567,Vijay Singh,71.29,1497,21
113,0,34409,David Lingmerth,71.30,1640,23
114,0,27129,Luke List,71.32,1355,19
115,0,27503,Steve LeBrun,71.33,1498,21
115,0,31202,William McGirt,71.33,2354,33
117,0,01810,Phil Mickelson,71.36,999,14
118,0,28310,Lee Williams,71.37,1356,19
119,0,25336,Alistair Presnell,71.44,1143,16
119,0,23497,Tag Ridings,71.44,1286,18
121,0,20229,Stewart Cink,71.50,1859,26
121,0,29518,Brendan Steele,71.50,2288,32
123,0,27936,Martin Laird,71.52,1788,25
123,0,28475,Jeff Overton,71.52,1645,23
125,0,06522,Ernie Els,71.53,1359,19
126,0,29479,Scott Brown,71.54,2003,28
127,0,28455,Will Claxton,71.55,1431,20
128,0,28259,Sangmoon Bae,71.56,1789,25
128,0,25818,Scott Piercy,71.56,1932,27
128,0,27214,Kevin Streelman,71.56,1789,25
131,0,22792,Peter Hanson,71.57,1002,14
131,0,21099,David Lynn,71.57,1646,23
133,0,24490,George McNeill,71.58,1360,19
134,0,35539,Luke Guthrie,71.59,1217,17
135,0,23541,Ben Crane,71.61,1289,18
136,0,25444,Justin Hicks,71.64,1576,22
137,0,34174,John Huh,71.65,2221,31
137,0,28780,Nicholas Thompson,71.65,2436,34
139,0,27963,Chris Stroud,71.67,2150,30
139,0,26951,Johnson Wagner,71.67,1290,18
141,0,20766,Padraig Harrington,71.71,1219,17
141,0,10423,Mike Weir,71.71,1219,17
143,0,25240,D.A. Points,71.75,2296,32
144,0,32334,Charlie Beljan,71.77,1579,22
144,0,20593,Greg Chalmers,71.77,1579,22
146,0,35139,Richard Lee,71.78,1938,27
147,0,25274,Steven Bowditch,71.79,1364,19
148,0,20572,Rod Pampling,71.81,1149,16
149,0,25572,Graeme McDowell,71.82,790,11
150,0,25345,Carl Pettersson,71.83,3017,42
151,0,29289,S.Y. Noh,71.85,1437,20
152,0,19846,Brian Gay,71.86,2587,36
152,0,21878,Mark Wilson,71.86,1006,14
154,0,22378,Trevor Immelman,71.88,1869,26
154,0,34261,Scott Langley,71.88,1797,25
154,0,32150,Michael Thompson,71.88,1725,24
157,0,33418,Shawn Stefani,71.91,1582,22
158,0,02206,David Toms,71.92,863,12
159,0,23623,Bo Van Pelt,71.93,2014,28
160,0,24358,Robert Garrigus,71.96,1655,23
161,0,24227,Justin Bolli,72.00,1080,15
161,0,34021,Bud Cauley,72.00,1368,19
161,0,22913,John Rollins,72.00,1152,16
164,0,24399,Scott Gardiner,72.05,1441,20
165,0,30711,Colt Knost,72.12,1803,25
166,0,30750,Tommy Gainey,72.13,1659,23
