RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
167,0,27330,Josh Teater,72.14,2092,29
168,0,27408,Martin Kaymer,72.25,1445,20
169,0,24140,Sean O'Hair,72.33,1085,15
169,0,30692,Scott Stallings,72.33,2170,30
171,0,33869,Eric Meierdierks,72.36,796,11
172,0,22621,Ben Curtis,72.45,1449,20
173,0,30110,Kyle Stanley,72.47,1377,19
174,0,23452,Nicolas Colsaerts,72.55,798,11
175,0,26497,Casey Wittenberg,72.60,1452,20
176,0,22046,Geoff Ogilvy,72.61,1670,23
177,0,37273,Derek Ernst,72.65,1235,17
178,0,25900,Lucas Glover,72.94,1240,17
179,0,01116,Michael Bradley,73.24,1245,17
180,0,32698,Bobby Gates,73.50,588,8
