RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,02170,Hal Sutton,2,1,1
2,0,09011,David Duval,7,2,5
3,0,01361,Dan Forsman,12,9,3
4,0,10962,Bradley Hughes,13,4,9
4,0,02246,Duffy Waldorf,13,3,10
6,0,01771,Blaine McCallister,19,8,11
7,0,01599,Steve Jones,20,14,6
8,0,01553,John Huston,21,6,15
9,0,01677,Tom Lehman,24,22,2
10,0,01161,Mark Calcavecchia,25,18,7
11,0,01706,Davis Love III,38,11,27
12,0,06621,Joe Durant,46,12,34
12,0,02214,Kirk Triplett,46,38,8
12,0,08793,Tiger Woods,46,16,30
15,0,02245,Grant Waite,53,25,28
16,0,10809,Jim Furyk,55,24,31
17,0,01185,Brandel Chamblee,56,10,46
17,0,06575,Dudley Hart,56,7,49
19,0,01823,Larry Mize,58,46,12
20,0,08375,Paul Stankowski,59,45,14
21,0,01577,Lee Janzen,60,37,23
22,0,06567,Vijay Singh,61,43,18
23,0,07569,Mark Carnevale,63,26,37
23,0,01797,Rocco Mediate,63,50,13
25,0,01527,Scott Hoch,66,34,32
26,0,07457,Steve Flesch,69,65,4
27,0,01203,Russ Cochran,71,36,35
27,0,02239,Scott Verplank,71,42,29
29,0,01619,Skip Kendall,75,38,37
29,0,01723,Andrew Magee,75,51,24
31,0,01381,Fred Funk,77,26,51
32,0,01042,Paul Azinger,78,56,22
33,0,01035,Tommy Armour III,81,23,58
33,0,01266,Clark Dennis,81,48,33
33,0,01766,Billy Mayfair,81,21,60
36,0,07749,Brett Quigley,84,65,19
37,0,02223,Bob Tway,86,61,25
38,0,01945,Kenny Perry,89,33,56
39,0,06044,Scott Gump,93,53,40
40,0,21584,Richie Coughlan,94,12,82
40,0,01968,Nick Price,94,5,89
42,0,01063,Ben Bates,95,15,80
43,0,06643,Paul Goydos,101,46,55
44,0,08931,Glen Day,105,31,74
45,0,20229,Stewart Cink,108,61,47
46,0,01705,Tim Loustalot,109,61,48
47,0,01533,P.H. Horgan III,110,26,84
48,0,01320,Bob Estes,111,54,57
49,0,10860,Justin Leonard,115,48,67
50,0,01707,Steve Lowery,116,72,44
51,0,02101,Joey Sindelar,117,100,17
52,0,01157,Tom Byrum,119,57,62
52,0,01724,Jeff Maggert,119,41,78
54,0,01468,Gary Hallberg,120,100,20
55,0,01334,Keith Fergus,122,79,43
55,0,12645,Brent Geiberger,122,19,103
57,0,06078,Esteban Toledo,123,97,26
58,0,01226,Fred Couples,124,85,39
59,0,01943,Chris Perry,125,72,53
60,0,02002,John Riegger,126,29,97
61,0,01388,Robert Gamez,128,69,59
62,0,01941,Tom Pernice Jr.,132,57,75
62,0,02133,Craig Stadler,132,31,101
64,0,01408,Kelly Gibson,133,16,117
65,0,06004,Stephen Ames,136,51,85
66,0,01219,John Cook,139,123,16
67,0,12782,Tim Herron,142,65,77
67,0,01569,Peter Jacobsen,142,88,54
69,0,19881,Robert Damron,147,20,127
69,0,21805,Harrison Frazar,147,34,113
71,0,11032,Frank Lickliter II,148,78,70
72,0,01098,Jay Don Blake,149,128,21
72,0,01810,Phil Mickelson,149,30,119
74,0,02106,Chris Smith,150,100,50
75,0,01376,Bob Friend,151,68,83
76,0,01510,Nolan Henke,152,107,45
77,0,19824,Craig Barlow,155,114,41
77,0,01685,J.L. Lewis,155,76,79
79,0,06251,Chris DiMarco,158,97,61
80,0,06522,Ernie Els,159,55,104
81,0,20099,Doug Barron,163,72,91
82,0,02104,Jeff Sluman,164,128,36
83,0,08553,Lee Porter,167,94,73
84,0,01191,Barry Cheesman,169,83,86
85,0,10585,Scott McCarron,172,57,115
86,0,01306,David Edwards,174,93,81
87,0,02023,Clarence Rose,176,83,93
87,0,02241,Bobby Wadkins,176,88,88
89,0,02008,Lee Rinker,177,109,68
90,0,02206,David Toms,178,114,64
91,0,12660,Jesper Parnevik,179,110,69
92,0,01457,Jay Haas,180,85,95
93,0,10733,Kent Jones,182,60,122
94,0,01175,Jim Carter,183,120,63
94,0,20094,Jonathan Kaye,183,69,114
96,0,01353,Bruce Fleisher,184,85,99
97,0,19883,Joe Daley,186,81,105
98,0,08993,Franklin Langham,188,61,127
99,0,06090,Jim McGovern,190,88,102
100,0,01261,Jay Delsing,193,44,149
100,0,01326,Nick Faldo,193,69,124
102,0,01475,Donnie Hammond,194,142,52
103,0,08545,Glen Hnatiuk,195,124,71
104,0,01926,Steve Pate,196,132,64
105,0,08075,Jerry Kelly,202,72,130
106,0,01282,Trevor Dodds,205,130,75
107,0,02010,Loren Roberts,206,114,92
108,0,01414,Bob Gilder,207,38,169
108,0,07101,Dave Stockton Jr.,207,141,66
110,0,06012,Greg Kraft,208,88,120
111,0,01060,Dave Barr,209,168,41
112,0,01139,Olin Browne,210,100,110
112,0,06527,Steve Stricker,210,114,96
114,0,02279,Mark Wiebe,217,97,120
115,0,01014,Fulton Allem,220,88,132
116,0,01920,Craig Parry,224,80,144
116,0,02146,Payne Stewart,224,134,90
118,0,20098,Stuart Appleby,234,81,153
119,0,01717,Sandy Lyle,235,105,130
120,0,01633,Tom Kite,236,142,94
120,0,02218,Ted Tryba,236,104,132
122,0,01996,Mike Reid,237,139,98
122,0,06595,Kevin Sutherland,237,165,72
122,0,08385,Omar Uresti,237,111,126
125,0,06617,Brian Henninger,238,127,111
125,0,01905,Joe Ozaki,238,138,100
127,0,02321,Fuzzy Zoeller,245,111,134
128,0,02135,Mike Standly,246,76,170
129,0,01385,Jim Gallagher Jr.,252,113,139
130,0,10207,Jimmy Johnston,253,105,148
131,0,08537,J.P. Hayes,255,130,125
131,0,06581,David Sutherland,255,168,87
131,0,02267,D.A. Weibring,255,94,161
134,0,02159,Curtis Strange,258,152,106
135,0,01068,Andy Bean,259,142,117
135,0,01249,John Daly,259,96,163
135,0,06332,Neal Lancaster,259,147,112
138,0,01748,Doug Martin,263,147,116
138,0,12755,Vance Veazey,263,108,155
140,0,01116,Michael Bradley,265,156,109
141,0,06315,Pete Jordan,266,125,141
142,0,01960,Don Pooley,274,152,122
143,0,01323,Brad Fabel,276,170,106
144,0,10195,Tim Conley,277,118,159
145,0,07235,John Morse,281,134,147
145,0,01891,David Ogrin,281,139,142
147,0,01549,Mike Hulbert,282,176,106
148,0,07707,Mike Small,285,149,136
149,0,01887,Mark O'Meara,290,161,129
149,0,06791,Mark Wurtz,290,132,158
151,0,08339,Spike McRoy,292,142,150
152,0,01006,John Adams,295,122,173
153,0,01604,Steve Jurgensen,298,118,180
154,0,06132,Sonny Skinner,303,152,151
