RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
1,0,02170,Hal Sutton,62,58,4
2,0,09011,David Duval,66,6,60
3,0,02246,Duffy Waldorf,70,29,41
4,0,10962,Bradley Hughes,71,21,50
5,0,01968,Nick Price,72,53,19
6,0,01553,John Huston,77,25,52
7,0,06575,Dudley Hart,91,55,36
8,0,01771,Blaine McCallister,96,70,26
9,0,01361,Dan Forsman,100,49,51
10,0,01185,Brandel Chamblee,110,51,59
11,0,01706,Davis Love III,112,15,97
12,0,21584,Richie Coughlan,114,29,85
12,0,06621,Joe Durant,114,108,6
14,0,01599,Steve Jones,116,11,105
15,0,01063,Ben Bates,117,77,40
16,0,01408,Kelly Gibson,118,10,108
16,0,08793,Tiger Woods,118,2,116
18,0,01161,Mark Calcavecchia,119,28,91
19,0,12645,Brent Geiberger,120,52,68
20,0,19881,Robert Damron,121,27,94
21,0,01766,Billy Mayfair,124,92,32
22,0,01677,Tom Lehman,126,91,35
23,0,01035,Tommy Armour III,128,13,115
24,0,10809,Jim Furyk,130,110,20
25,0,02245,Grant Waite,132,37,95
26,0,07569,Mark Carnevale,133,111,22
26,0,01381,Fred Funk,133,126,7
26,0,01533,P.H. Horgan III,133,103,30
29,0,02002,John Riegger,135,90,45
30,0,01810,Phil Mickelson,136,9,127
31,0,08931,Glen Day,137,71,66
31,0,02133,Craig Stadler,137,57,80
33,0,01945,Kenny Perry,140,18,122
34,0,21805,Harrison Frazar,142,3,139
34,0,01527,Scott Hoch,142,117,25
36,0,01203,Russ Cochran,143,74,69
37,0,01577,Lee Janzen,144,45,99
38,0,01414,Bob Gilder,145,97,48
38,0,01619,Skip Kendall,145,106,39
38,0,02214,Kirk Triplett,145,131,14
41,0,01724,Jeff Maggert,146,143,3
42,0,02239,Scott Verplank,147,66,81
43,0,06567,Vijay Singh,149,20,129
44,0,01261,Jay Delsing,153,23,130
45,0,08375,Paul Stankowski,155,44,111
46,0,06643,Paul Goydos,156,133,23
46,0,01823,Larry Mize,156,154,2
48,0,01266,Clark Dennis,157,146,11
48,0,10860,Justin Leonard,157,128,29
50,0,01797,Rocco Mediate,158,88,70
51,0,06004,Stephen Ames,159,103,56
51,0,01723,Andrew Magee,159,55,104
53,0,06044,Scott Gump,160,152,8
54,0,01320,Bob Estes,161,106,55
55,0,06522,Ernie Els,162,42,120
56,0,01042,Paul Azinger,164,36,128
57,0,01157,Tom Byrum,165,155,10
57,0,10585,Scott McCarron,165,4,161
57,0,01941,Tom Pernice Jr.,165,31,134
60,0,10733,Kent Jones,166,95,71
61,0,20229,Stewart Cink,168,71,97
61,0,08993,Franklin Langham,168,82,86
61,0,01705,Tim Loustalot,168,163,5
61,0,02223,Bob Tway,168,50,118
65,0,07457,Steve Flesch,170,12,158
65,0,12782,Tim Herron,170,17,153
65,0,07749,Brett Quigley,170,33,137
68,0,01376,Bob Friend,171,155,16
69,0,01326,Nick Faldo,172,155,17
69,0,01388,Robert Gamez,172,108,64
69,0,20094,Jonathan Kaye,172,84,88
72,0,20099,Doug Barron,173,97,76
72,0,08075,Jerry Kelly,173,54,119
