RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
38,0,49771,J.T. Poston,62.79,108,172,-118,-3.00
39,0,34046,Jordan Spieth,62.65,104,166,-113,-11.00
40,0,34098,Russell Henley,62.50,80,128,-89,-11.00
40,0,39971,Sungjae Im,62.50,120,192,-135,-13.00
40,0,47983,Chad Ramey,62.50,55,88,-58,-8.00
43,0,24980,Scott Gutschewski,62.32,43,69,-48,-10.00
44,0,32791,K.H. Lee,62.20,130,209,-140,+9.00
45,0,32139,Danny Willett,62.07,54,87,-55,-6.00
46,0,27644,Brian Harman,62.02,80,129,-84,-11.00
47,0,52374,Brandon Wu,61.95,70,113,-75,-7.00
48,0,32102,Rickie Fowler,61.79,76,123,-81,-1.00
48,0,37455,Si Woo Kim,61.79,131,212,-134,+1.00
50,0,35879,Kelly Kraft,61.76,63,102,-66,-11.00
51,0,36689,Brooks Koepka,61.74,71,115,-75,+3.00
51,0,24361,Pat Perez,61.74,71,115,-75,-11.00
53,0,36884,Ben Kohles,61.73,50,81,-53,+7.00
54,0,46970,Jon Rahm,61.64,98,159,-105,-5.00
55,0,52375,Doug Ghim,61.48,83,135,-87,-16.00
55,0,29908,C.T. Pan,61.48,83,135,-86,-1.00
57,0,36699,Patrick Rodgers,61.45,102,166,-115,+2.00
58,0,26300,Matt Jones,61.38,89,145,-96,-4.00
59,0,32640,Troy Merritt,61.24,79,129,-88,-21.00
60,0,40250,Taylor Pendrith,60.96,89,146,-94,-3.00
61,0,29221,Webb Simpson,60.95,64,105,-70,-12.00
62,0,32333,Kevin Tway,60.93,92,151,-98,-5.00
63,0,23108,Matt Kuchar,60.91,67,110,-71,-21.00
64,0,49960,Sepp Straka,60.87,98,161,-100,+4.00
65,0,40115,Adam Svensson,60.80,107,176,-112,-11.00
66,0,29478,Kevin Kisner,60.61,60,99,-65,-23.00
67,0,29535,Brice Garnett,60.56,86,142,-89,+2.00
68,0,33419,Cameron Tringale,60.48,101,167,-110,-2.00
69,0,29725,Tony Finau,60.42,116,192,-121,-7.00
70,0,51894,Vince Whaley,60.39,93,154,-97,-10.00
71,0,32150,Michael Thompson,60.28,85,141,-91,-16.00
72,0,32839,Hideki Matsuyama,60.26,94,156,-100,-9.00
73,0,50095,Austin Smotherman,60.13,92,153,-94,E
74,0,36799,Stephan Jaeger,60.00,93,155,-108,-10.00
75,0,37189,Harold Varner III,59.70,80,134,-85,-2.00
76,0,30163,Henrik Norlander,59.65,68,114,-71,-13.00
77,0,28775,Nate Lashley,59.38,76,128,-80,-4.00
78,0,51634,Sahith Theegala,59.27,147,248,-156,-12.00
79,0,47988,Nick Hardy,59.22,61,103,-68,+2.00
79,0,50525,Collin Morikawa,59.22,61,103,-66,-5.00
81,0,37275,Sam Ryder,59.15,97,164,-105,-12.00
82,0,30911,Tommy Fleetwood,59.14,55,93,-56,-6.00
82,0,27770,Camilo Villegas,59.14,55,93,-58,-9.00
84,0,34076,Joel Dahmen,59.03,85,144,-88,-14.00
85,0,30926,Chris Kirk,58.82,80,136,-90,-20.00
86,0,49964,Aaron Wise,58.70,108,184,-118,-10.00
87,0,28252,Seamus Power,58.45,83,142,-92,-12.00
88,0,27649,Brandt Snedeker,58.24,53,91,-57,-3.00
89,0,21961,Charles Howell III,58.12,68,117,-70,-9.00
90,0,46435,Austin Cook,57.95,51,88,-55,-7.00
91,0,24502,Adam Scott,57.93,84,145,-92,-20.00
92,0,23621,Rory Sabbatini,57.89,55,95,-63,-14.00
93,0,37212,Paul Barjon,57.83,96,166,-102,+7.00
94,0,33141,Keegan Bradley,57.75,82,142,-88,-16.00
95,0,40006,Erik van Rooyen,57.58,57,99,-60,-15.00
96,0,32816,Satoshi Kodaira,57.32,47,82,-52,-8.00
97,0,12716,Charley Hoffman,57.24,87,152,-90,-1.00
98,0,25686,Jason Dufner,57.14,36,63,-37,-5.00
98,0,35310,Lanto Griffin,57.14,92,161,-95,+3.00
98,0,31557,Jim Herman,57.14,32,56,-33,-13.00
101,0,46340,Alex Smalley,57.05,85,149,-90,-9.00
102,0,34466,Peter Malnati,56.91,103,181,-107,-17.00
103,0,40162,Justin Lower,56.88,62,109,-67,-12.00
104,0,32366,Kevin Chappell,56.84,54,95,-57,+2.00
105,0,34264,Hudson Swafford,56.80,71,125,-77,-6.00
105,0,27064,Jhonattan Vegas,56.80,96,169,-104,-4.00
107,0,27349,Alex Noren,56.76,63,111,-66,-18.00
108,0,33490,Bo Hoag,56.63,47,83,-51,-6.00
109,0,24024,Zach Johnson,56.58,43,76,-45,-12.00
110,0,39546,Keith Mitchell,56.57,112,198,-117,-8.00
111,0,48887,Matt Wallace,56.41,66,117,-70,-6.00
112,0,36871,Matthew NeSmith,56.40,97,172,-100,-22.00
113,0,48822,Sebastián Muñoz,56.36,93,165,-101,-1.00
114,0,54783,Dylan Wu,56.31,58,103,-61,-4.00
115,0,25818,Scott Piercy,56.16,82,146,-91,-10.00
116,0,30944,Jason Kokrak,56.12,78,139,-85,-12.00
117,0,35506,Mackenzie Hughes,56.06,74,132,-79,+2.00
118,0,35532,Tom Hoge,56.05,88,157,-95,-14.00
119,0,30927,Brendon Todd,56.00,56,100,-58,-32.00
120,0,32757,Patton Kizzire,55.88,114,204,-124,-2.00
120,0,22405,Justin Rose,55.88,38,68,-43,+2.00
122,0,26476,Chez Reavie,55.75,63,113,-69,-20.00
123,0,33486,Roger Sloan,55.73,73,131,-75,-11.00
124,0,24138,Ian Poulter,55.71,39,70,-40,-10.00
125,0,46717,Viktor Hovland,55.70,83,149,-86,+1.00
126,0,27936,Martin Laird,55.65,69,124,-75,-8.00
127,0,51766,Wyndham Clark,55.61,104,187,-112,+3.00
128,0,47483,Will Zalatoris,55.56,75,135,-79,-20.00
129,0,24925,Jonathan Byrd,55.43,51,92,-53,-3.00
130,0,35449,Adam Long,55.40,77,139,-82,-20.00
131,0,23325,Vaughn Taylor,55.38,36,65,-36,-12.00
132,0,34431,Robert Streb,55.35,88,159,-95,-20.00
133,0,24924,Bill Haas,55.28,68,123,-72,-19.00
134,0,46550,Brandon Hagy,55.21,90,163,-95,+1.00
135,0,49766,Hank Lebioda,55.07,76,138,-79,-18.00
136,0,27895,Jonas Blixt,55.06,49,89,-52,+5.00
137,0,36326,David Lipsky,55.00,77,140,-90,-22.00
138,0,34256,Andrew Putnam,54.93,78,142,-84,-18.00
139,0,34563,Chesson Hadley,54.89,73,133,-77,-7.00
140,0,33122,Russell Knox,54.76,69,126,-77,-18.00
141,0,55708,Hayden Buckley,54.74,104,190,-113,+4.00
141,0,29974,Branden Grace,54.74,52,95,-56,-5.00
143,0,29289,S.Y. Noh,54.65,47,86,-49,-7.00
144,0,54421,Garrick Higgo,54.64,53,97,-54,+9.00
145,0,49947,Taylor Moore,54.59,101,185,-103,-5.00
146,0,35617,Martin Trainer,54.55,78,143,-82,-3.00
147,0,39953,Chase Seiffert,54.39,31,57,-33,-9.00
147,0,47128,Richy Werenski,54.39,62,114,-66,+5.00
149,0,39997,Corey Conners,54.32,88,162,-94,-15.00
150,0,23320,Ryan Palmer,54.31,63,116,-69,+5.00
151,0,27974,Sung Kang,54.30,82,151,-86,+3.00
152,0,45609,Tyler Duncan,54.29,76,140,-86,-9.00
153,0,39058,Lucas Herbert,54.26,51,94,-53,+7.00
154,0,48117,Kurt Kitayama,54.21,58,107,-62,+4.00
155,0,29518,Brendan Steele,54.17,78,144,-82,-5.00
156,0,48699,Callum Tarren,54.14,72,133,-79,-10.00
157,0,29926,Danny Lee,53.92,55,102,-60,-1.00
158,0,49298,Kramer Hickok,53.90,83,154,-92,-2.00
159,0,25493,Nick Taylor,53.73,72,134,-75,-8.00
160,0,31420,Anirban Lahiri,53.66,66,123,-69,-8.00
161,0,30692,Scott Stallings,53.63,96,179,-105,-18.00
162,0,34255,Joseph Bramlett,53.16,101,190,-104,+11.00
163,0,27095,Nick Watney,53.15,59,111,-65,+2.00
164,0,27129,Luke List,53.14,93,175,-101,+2.00
165,0,47529,Mito Pereira,53.13,85,160,-91,-19.00
166,0,47995,Davis Riley,52.85,102,193,-112,-4.00
167,0,23983,Luke Donald,52.70,39,74,-40,-3.00
168,0,54628,Lee Hodges,52.69,98,186,-108,E
169,0,45540,Jared Wolfe,52.59,61,116,-66,-2.00
170,0,45526,Abraham Ancer,52.50,63,120,-68,-8.00
171,0,25900,Lucas Glover,52.44,86,164,-90,-21.00
172,0,25198,Francesco Molinari,52.13,49,94,-52,+8.00
173,0,10381,Curtis Thompson,52.08,50,96,-54,-1.00
174,0,35461,Beau Hossler,51.88,83,160,-87,+8.00
175,0,33667,Carlos Ortiz,51.75,74,143,-81,+1.00
176,0,29970,Dylan Frittelli,51.70,91,176,-97,+5.00
177,0,51890,Greyson Sigg,51.61,80,155,-84,-25.00
178,0,35110,Brett Drewitt,51.39,37,72,-38,-1.00
179,0,32448,James Hahn,51.28,80,156,-85,+2.00
180,0,27214,Kevin Streelman,51.22,84,164,-89,-22.00
181,0,47856,Seth Reeves,51.11,69,135,-75,+5.00
182,0,28114,Dawie van der Walt,51.00,51,100,-53,+7.00
183,0,47993,Denny McCarthy,50.41,62,123,-68,-33.00
184,0,47347,Adam Schenk,50.30,83,165,-86,-6.00
185,0,53165,Doc Redman,49.65,70,141,-77,-12.00
186,0,34360,Patrick Reed,49.09,54,110,-55,-7.00
187,0,51997,Andrew Novak,48.82,62,127,-67,-2.00
188,0,51950,Max McGreevy,48.60,52,107,-52,+1.00
189,0,20229,Stewart Cink,48.09,63,131,-67,-3.00
190,0,30978,Kiradech Aphibarnrat,47.50,38,80,-40,-1.00
191,0,33597,Harry Higgs,46.90,68,145,-75,-7.00
192,0,19803,Ryan Armour,45.10,23,51,-23,-2.00
193,0,31560,Brian Stuard,44.71,38,85,-40,-16.00
