RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
1,0,24358,Robert Garrigus,72.90,234,87,-140,+9
2,0,27095,Nick Watney,69.03,234,105,-136,+10
3,0,25804,Bubba Watson,68.24,202,94,-121,-7
4,0,06567,Vijay Singh,67.77,143,68,-92,-10
5,0,01810,Phil Mickelson,67.30,142,69,-90,-3
6,0,21633,Steve Allan,65.41,121,64,-52,+1
7,0,21209,Sergio Garcia,64.48,118,65,-70,-9
8,0,23349,Charles Warren,64.24,185,103,-86,+9
9,0,27141,J.B. Holmes,64.11,159,89,-110,-2
10,0,20848,Ángel Cabrera,63.95,94,53,-40,-2
11,0,24502,Adam Scott,62.41,83,50,-55,-5
12,0,23497,Tag Ridings,62.38,189,114,-109,E
13,0,30925,Dustin Johnson,62.09,190,116,-112,+12
14,0,23788,D.J. Trahan,61.99,168,103,-83,-3
15,0,29718,Anthony Kim,61.86,133,82,-78,-19
16,0,25562,Andres Romero,61.85,107,66,-57,+1
17,0,27936,Martin Laird,61.22,191,121,-116,-12
18,0,20574,Mathew Goggin,60.65,188,122,-119,-10
19,0,12716,Charley Hoffman,60.63,194,126,-110,+5
20,0,24924,Bill Haas,60.55,198,129,-118,-7
21,0,27770,Camilo Villegas,60.38,128,84,-87,-14
22,0,28089,Jason Day,60.27,176,116,-94,-4
23,0,30750,Tommy Gainey,59.88,100,67,-45,+14
24,0,20378,Mathias Grönberg,59.66,176,119,-93,+8
25,0,26596,Ryan Moore,59.17,142,98,-65,E
26,0,28780,Nicholas Thompson,59.01,203,141,-124,+8
27,0,25632,Jimmy Walker,58.77,134,94,-60,+11
28,0,10885,Robert Allenby,58.36,178,127,-90,-13
29,0,01226,Fred Couples,58.08,115,83,-80,-2
30,0,24361,Pat Perez,58.00,174,126,-110,-6
31,0,01706,Davis Love III,57.89,132,96,-82,E
32,0,26695,Michael Letzig,56.72,152,116,-90,-1
33,0,23157,Richard Johnson,56.68,140,107,-60,+8
34,0,22371,Aaron Baddeley,56.65,132,101,-77,-11
35,0,27214,Kevin Streelman,56.37,199,154,-101,-12
36,0,28475,Jeff Overton,56.32,196,152,-96,+7
37,0,26300,Matt Jones,56.01,177,139,-97,+1
38,0,27120,Troy Matteson,55.92,189,149,-95,-8
39,0,23409,James Driscoll,55.85,167,132,-99,+2
40,0,23540,Jason Allred,55.80,101,80,-60,+7
41,0,25900,Lucas Glover,55.71,161,128,-88,-24
42,0,20229,Stewart Cink,55.51,136,109,-81,-11
43,0,20766,Padraig Harrington,55.45,61,49,-32,-7
44,0,21805,Harrison Frazar,55.42,133,107,-63,-5
45,0,26289,Boo Weekley,55.31,125,101,-72,-3
46,0,01945,Kenny Perry,54.49,176,147,-99,-21
47,0,24925,Jonathan Byrd,54.45,159,133,-84,-10
48,0,21961,Charles Howell III,54.29,190,160,-109,-27
49,0,24490,George McNeill,54.24,179,151,-118,+1
50,0,06595,Kevin Sutherland,54.11,171,145,-100,-30
51,0,27561,Nick Flanagan,54.07,166,141,-75,E
52,0,22892,Jason Gore,53.87,174,149,-90,-22
53,0,24140,Sean O'Hair,53.74,122,105,-76,-7
54,0,20850,Daniel Chopra,53.36,143,125,-77,-3
55,0,27933,John Merrick,53.24,148,130,-81,-9
56,0,21959,Ted Purdy,53.15,118,104,-56,-8
57,0,23778,Brad Adamonis,52.88,147,131,-83,+6
58,0,20663,Brenden Pappas,52.40,109,99,-76,-7
59,0,12660,Jesper Parnevik,52.33,146,133,-83,-13
60,0,28158,Steve Marino,52.19,191,175,-101,-29
61,0,01707,Steve Lowery,52.02,129,119,-53,+14
61,0,23320,Ryan Palmer,52.02,116,107,-65,-22
63,0,20572,Rod Pampling,51.92,135,125,-59,-13
64,0,12782,Tim Herron,51.85,154,143,-81,-1
65,0,24663,Y.E. Yang,51.69,153,143,-78,+4
66,0,23623,Bo Van Pelt,51.61,176,165,-99,-10
67,0,01553,John Huston,51.60,97,91,-42,-16
68,0,24781,Hunter Mahan,51.55,133,125,-70,-15
69,0,26679,Kevin Stadler,51.40,147,139,-87,-2
70,0,10875,Todd Demsey,51.14,135,129,-81,-14
71,0,07867,Woody Austin,50.30,169,167,-95,-33
72,0,20645,John Senden,50.18,143,142,-75,-12
73,0,01161,Mark Calcavecchia,50.00,95,95,-50,-5
73,0,23718,Nathan Green,50.00,171,171,-90,-8
73,0,25594,Travis Perkins,50.00,73,73,-25,+9
73,0,26951,Johnson Wagner,50.00,122,122,-56,-16
77,0,21949,Joe Ogilvie,49.69,161,163,-90,-24
78,0,12309,Bob Sowards,49.48,96,98,-52,+1
79,0,23621,Rory Sabbatini,49.17,118,122,-79,-5
80,0,06573,Brandt Jobe,49.13,85,88,-43,+3
81,0,25364,Paul Casey,48.85,64,67,-28,E
82,0,11032,Frank Lickliter II,48.35,176,188,-91,-31
83,0,25842,Jon Mills,47.96,141,153,-66,+2
84,0,06621,Joe Durant,47.62,140,154,-64,-10
85,0,23614,Rich Beem,47.52,144,159,-62,-20
86,0,21461,Kenneth Ferrie,47.30,114,127,-57,+8
87,0,25396,Kevin Na,47.23,162,181,-94,-24
88,0,22913,John Rollins,47.21,144,161,-69,-12
89,0,23541,Ben Crane,46.95,123,139,-63,-29
90,0,20157,Retief Goosen,46.94,69,78,-34,-3
91,0,10585,Scott McCarron,46.34,95,110,-43,-5
92,0,20433,Mark Hensby,46.15,120,140,-66,-12
93,0,07749,Brett Quigley,45.96,131,154,-75,-1
94,0,12823,Carlos Franco,45.93,113,133,-75,-6
95,0,20104,Ken Duke,45.91,174,205,-80,-48
96,0,24912,Will MacKenzie,45.85,94,111,-50,-7
97,0,02002,John Riegger,45.68,111,132,-61,-12
98,0,01724,Jeff Maggert,45.67,132,157,-67,+10
99,0,06522,Ernie Els,45.61,52,62,-28,E
100,0,12510,Chad Campbell,45.39,133,160,-91,-17
101,0,26500,Alejandro Cañizares,45.21,66,80,-33,+4
102,0,24357,K.J. Choi,45.13,88,107,-44,-13
103,0,20160,Charlie Wi,44.75,145,179,-62,-18
104,0,20098,Stuart Appleby,44.54,102,127,-62,-16
105,0,20634,Peter Lonard,44.48,129,161,-76,-23
106,0,02206,David Toms,44.33,86,108,-53,-11
107,0,10733,Kent Jones,44.00,88,112,-50,-2
108,0,25345,Carl Pettersson,43.95,149,190,-75,-21
109,0,23048,Eric Axley,43.79,155,199,-91,-12
110,0,01766,Billy Mayfair,43.24,144,189,-72,-26
111,0,24449,Parker McLachlin,42.72,129,173,-87,-17
111,0,01948,Tim Petrovic,42.72,132,177,-69,-5
113,0,10423,Mike Weir,42.68,105,141,-69,-22
114,0,23125,Brad Elder,42.50,85,115,-42,-7
115,0,01797,Rocco Mediate,42.47,110,149,-62,-14
116,0,22621,Ben Curtis,42.40,92,125,-52,-23
117,0,01677,Tom Lehman,42.36,61,83,-34,-12
118,0,27613,David Lutterus,41.81,74,103,-27,+14
119,0,27649,Brandt Snedeker,40.85,96,139,-59,-4
120,0,22046,Geoff Ogilvy,40.78,73,106,-38,-11
121,0,06197,Michael Allen,40.76,128,186,-73,-13
121,0,09011,David Duval,40.76,64,93,-29,+10
123,0,21878,Mark Wilson,40.75,152,221,-79,-32
124,0,26631,Cody Freeman,40.70,81,118,-36,+1
125,0,27963,Chris Stroud,40.60,108,158,-54,-20
126,0,10649,Tom Scherrer,40.48,68,100,-39,-15
127,0,10809,Jim Furyk,40.30,108,160,-70,-27
128,0,02239,Scott Verplank,40.17,96,143,-39,-28
129,0,23325,Vaughn Taylor,40.12,132,197,-56,-14
130,0,19803,Ryan Armour,40.07,111,166,-49,-7
131,0,23353,J.J. Henry,39.94,145,218,-77,-18
132,0,20472,Alex Cejka,39.72,85,129,-32,-9
133,0,20498,Briny Baird,39.71,135,205,-72,-18
134,0,25720,Chad Collins,39.06,91,142,-43,-2
135,0,06527,Steve Stricker,39.02,80,125,-53,-30
136,0,21753,Brian Davis,38.96,143,224,-80,-50
137,0,23797,Brett Rumford,38.94,88,138,-47,-19
138,0,12705,Cliff Kresge,38.76,100,158,-48,-13
139,0,01941,Tom Pernice Jr.,38.68,135,214,-77,-32
140,0,26668,Marc Turnesa,38.43,108,173,-61,-29
141,0,22548,Patrick Sheehan,38.16,145,235,-72,-18
142,0,07457,Steve Flesch,38.10,120,195,-69,-27
143,0,21350,Ryuji Imada,37.98,98,160,-56,-34
144,0,01388,Robert Gamez,37.93,99,162,-41,-7
145,0,20105,Jeff Gove,37.74,60,99,-34,-9
146,0,24227,Justin Bolli,37.63,108,179,-55,-15
147,0,06004,Stephen Ames,37.50,87,145,-57,-35
147,0,02223,Bob Tway,37.50,81,135,-45,-30
149,0,20127,Chris Riley,37.18,58,98,-30,-21
150,0,25349,Tim Wilkinson,37.12,111,188,-62,-33
151,0,27060,John Mallinger,36.95,109,186,-58,-14
