RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
1,0,28089,Jason Day,89' 3",57809,54,502,1803001885
2,0,36689,Brooks Koepka,81' 10",58937,60,461,4303001590
3,0,34046,Jordan Spieth,81' 8",56840,58,463,5001001883
4,0,33413,Ben Martin,79' 10",76631,80,450,4503001833
5,0,25834,Daniel Summerhays,79' 1",74975,79,445,4802002264
6,0,24024,Zach Johnson,78' 10",69076,73,445,1402001654
7,0,35539,Luke Guthrie,78' 7",42453,45,441,3303002198
8,0,35300,Andrew Loupe,78' 4",62013,66,436,2801001757
9,0,29478,Kevin Kisner,78' 1",68410,73,437,4203001666
10,0,01810,Phil Mickelson,77' 10",55085,59,437,2303001721
11,0,34099,Harris English,77' 7",67007,72,432,3704002139
12,0,06522,Ernie Els,77' 5",51999,56,437,2504001775
13,0,32757,Patton Kizzire,77' 4",68690,74,430,1704002282
14,0,24140,Sean O'Hair,77' 3",77902,84,431,5004001922
15,0,10213,Dicky Pride,77' 2",37955,41,434,3903001979
16,0,25396,Kevin Na,77' 0",63765,69,433,3103001892
17,0,39975,Michael Kim,76' 11",78433,85,430,0203001771
18,0,28679,Fabián Gómez,76' 10",67313,73,431,1102001747
18,0,30927,Brendon Todd,76' 10",49785,54,433,4602001655
20,0,34098,Russell Henley,76' 8",63460,69,432,2302001730
20,0,28237,Rory McIlroy,76' 8",44152,48,431,2803001868
22,0,27770,Camilo Villegas,76' 6",65149,71,431,3501001639
23,0,06527,Steve Stricker,76' 4",41229,45,431,4801001912
24,0,40058,Zac Blair,76' 3",74090,81,429,1402002266
24,0,33461,Morgan Hoffmann,76' 3",53965,59,427,4503001643
24,0,27064,Jhonattan Vegas,76' 3",73213,80,423,2003001880
27,0,27895,Jonas Blixt,76' 2",61240,67,425,4701001700
27,0,33399,Adam Hadwin,76' 2",79520,87,424,1201001756
29,0,27963,Chris Stroud,76' 0",62913,69,426,0104001617
30,0,20645,John Senden,75' 11",71036,78,422,3203001825
31,0,31416,Derek Fathauer,75' 10",68219,75,421,2002001841
31,0,26951,Johnson Wagner,75' 10",69167,76,429,3001002219
33,0,26596,Ryan Moore,75' 9",59109,65,428,0104001713
33,0,35451,Scott Pinckney,75' 9",64520,71,426,2301002137
35,0,35532,Tom Hoge,75' 7",57126,63,427,3101001560
