RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,28089,Jason Day,60
2,0,34046,Jordan Spieth,56
3,0,36689,Brooks Koepka,55
4,0,33413,Ben Martin,54
5,0,35539,Luke Guthrie,53
5,0,24024,Zach Johnson,53
5,0,35300,Andrew Loupe,53
5,0,25834,Daniel Summerhays,53
9,0,06522,Ernie Els,52
9,0,34099,Harris English,52
9,0,28679,Fabián Gómez,52
9,0,34098,Russell Henley,52
9,0,39975,Michael Kim,52
9,0,29478,Kevin Kisner,52
9,0,32757,Patton Kizzire,52
9,0,28237,Rory McIlroy,52
9,0,01810,Phil Mickelson,52
9,0,25396,Kevin Na,52
9,0,24140,Sean O'Hair,52
9,0,10213,Dicky Pride,52
9,0,06527,Steve Stricker,52
9,0,30927,Brendon Todd,52
9,0,27770,Camilo Villegas,52
24,0,40058,Zac Blair,51
24,0,27895,Jonas Blixt,51
24,0,31416,Derek Fathauer,51
24,0,29720,Andres Gonzales,51
24,0,33399,Adam Hadwin,51
24,0,26758,David Hearn,51
24,0,33461,Morgan Hoffmann,51
24,0,35532,Tom Hoge,51
24,0,27141,J.B. Holmes,51
24,0,21731,Freddie Jacobson,51
24,0,30925,Dustin Johnson,51
24,0,30711,Colt Knost,51
24,0,33410,Andrew Landry,51
24,0,34466,Peter Malnati,51
24,0,28158,Steve Marino,51
24,0,26596,Ryan Moore,51
24,0,32876,Martin Piller,51
24,0,35451,Scott Pinckney,51
24,0,29476,Kyle Reifers,51
24,0,35732,Wes Roach,51
24,0,20645,John Senden,51
24,0,27963,Chris Stroud,51
24,0,27064,Jhonattan Vegas,51
24,0,26951,Johnson Wagner,51
48,0,22371,Aaron Baddeley,50
48,0,35545,Blayne Barber,50
48,0,25274,Steven Bowditch,50
48,0,25686,Jason Dufner,50
48,0,24358,Robert Garrigus,50
48,0,12716,Charley Hoffman,50
48,0,29420,Billy Horschel,50
48,0,21961,Charles Howell III,50
48,0,36801,Mark Hubbard,50
48,0,46440,Smylie Kaufman,50
