RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
1,0,25720,Chad Collins,94.52,69,73
2,0,12823,Carlos Franco,94.12,64,68
3,0,10875,Todd Demsey,93.75,60,64
3,0,02223,Bob Tway,93.75,60,64
5,0,21350,Ryuji Imada,93.55,87,93
6,0,23718,Nathan Green,92.86,117,126
7,0,25190,Jeff Quinney,92.77,77,83
7,0,02002,John Riegger,92.77,77,83
9,0,12680,Shigeki Maruyama,92.31,48,52
10,0,19846,Brian Gay,92.17,106,115
11,0,12660,Jesper Parnevik,92.13,82,89
12,0,27963,Chris Stroud,92.11,70,76
13,0,06595,Kevin Sutherland,92.08,93,101
14,0,25562,Andres Romero,91.89,68,74
15,0,22621,Ben Curtis,91.86,79,86
16,0,20157,Retief Goosen,91.80,56,61
17,0,23541,Ben Crane,91.58,87,95
18,0,06004,Stephen Ames,91.46,75,82
19,0,10860,Justin Leonard,91.11,82,90
20,0,01320,Bob Estes,91.09,92,101
21,0,19913,Ron Whittaker,90.70,39,43
22,0,10585,Scott McCarron,90.63,58,64
23,0,22371,Aaron Baddeley,90.36,75,83
24,0,01928,Corey Pavin,90.28,65,72
25,0,06567,Vijay Singh,90.24,74,82
26,0,10505,Shane Bertsch,90.00,117,130
26,0,22046,Geoff Ogilvy,90.00,63,70
28,0,22806,Doug LaBelle II,89.83,53,59
29,0,26596,Ryan Moore,89.80,88,98
30,0,23135,Tim Clark,89.58,86,96
31,0,01810,Phil Mickelson,89.23,58,65
31,0,27214,Kevin Streelman,89.23,116,130
33,0,12716,Charley Hoffman,88.89,104,117
33,0,23157,Richard Johnson,88.89,80,90
33,0,20160,Charlie Wi,88.89,96,108
36,0,20104,Ken Duke,88.72,118,133
37,0,23108,Matt Kuchar,88.54,85,96
38,0,27060,John Mallinger,88.52,108,122
39,0,06575,Dudley Hart,88.46,69,78
40,0,28158,Steve Marino,88.43,107,121
41,0,22348,Nick O'Hern,88.35,91,103
42,0,10809,Jim Furyk,88.30,83,94
42,0,26668,Marc Turnesa,88.30,83,94
44,0,20229,Stewart Cink,88.24,60,68
44,0,20105,Jeff Gove,88.24,45,51
44,0,23353,J.J. Henry,88.24,75,85
47,0,02239,Scott Verplank,88.12,89,101
48,0,20663,Brenden Pappas,88.06,59,67
49,0,27936,Martin Laird,88.04,81,92
50,0,25349,Tim Wilkinson,87.95,73,83
51,0,23125,Brad Elder,87.93,51,58
52,0,29718,Anthony Kim,87.50,70,80
52,0,20572,Rod Pampling,87.50,70,80
54,0,08931,Glen Day,87.21,75,86
55,0,23497,Tag Ridings,87.20,109,125
56,0,26420,Richard Johnson,87.18,34,39
57,0,06527,Steve Stricker,87.14,61,70
58,0,20848,Ángel Cabrera,87.10,54,62
59,0,20766,Padraig Harrington,87.04,47,54
60,0,01941,Tom Pernice Jr.,86.96,120,138
60,0,08845,Scott Sterling,86.96,80,92
62,0,27649,Brandt Snedeker,86.90,73,84
63,0,24925,Jonathan Byrd,86.84,99,114
64,0,12782,Tim Herron,86.82,112,129
65,0,23797,Brett Rumford,86.76,59,68
66,0,23048,Eric Axley,86.73,98,113
67,0,30750,Tommy Gainey,86.67,39,45
68,0,27561,Nick Flanagan,86.54,90,104
69,0,01766,Billy Mayfair,86.46,83,96
69,0,24361,Pat Perez,86.46,83,96
71,0,21753,Brian Davis,86.40,108,125
72,0,12510,Chad Campbell,86.27,88,102
73,0,01226,Fred Couples,86.15,56,65
74,0,06643,Paul Goydos,86.08,68,79
75,0,28089,Jason Day,86.02,80,93
75,0,26300,Matt Jones,86.02,80,93
77,0,01677,Tom Lehman,86.00,43,50
77,0,24138,Ian Poulter,86.00,43,50
79,0,22582,Kyle Thompson,85.92,61,71
80,0,07867,Woody Austin,85.83,103,120
81,0,21878,Mark Wilson,85.71,108,126
82,0,25396,Kevin Na,85.60,107,125
82,0,22293,Heath Slocum,85.60,107,125
84,0,23788,D.J. Trahan,85.59,95,111
85,0,21961,Charles Howell III,85.58,89,104
86,0,01142,Bart Bryant,85.57,83,97
87,0,20472,Alex Cejka,85.56,77,90
88,0,08385,Omar Uresti,85.53,65,76
89,0,26500,Alejandro Cañizares,85.45,47,55
89,0,20382,Stephen Leaney,85.45,47,55
91,0,06197,Michael Allen,85.42,82,96
92,0,01473,Todd Hamilton,85.39,76,89
93,0,22548,Patrick Sheehan,85.35,134,157
94,0,26289,Boo Weekley,85.33,64,75
95,0,20498,Briny Baird,85.29,87,102
95,0,21209,Sergio Garcia,85.29,58,68
97,0,20623,Gavin Coles,85.25,52,61
98,0,21805,Harrison Frazar,85.14,63,74
98,0,23320,Ryan Palmer,85.14,63,74
100,0,24024,Zach Johnson,85.06,74,87
101,0,24912,Will MacKenzie,85.00,51,60
101,0,26476,Chez Reavie,85.00,119,140
103,0,12602,Dean Wilson,84.95,79,93
104,0,20098,Stuart Appleby,84.81,67,79
104,0,27770,Camilo Villegas,84.81,67,79
106,0,20127,Chris Riley,84.78,39,46
107,0,23540,Jason Allred,84.75,50,59
108,0,01706,Davis Love III,84.71,72,85
108,0,24140,Sean O'Hair,84.71,72,85
110,0,20634,Peter Lonard,84.54,82,97
111,0,24449,Parker McLachlin,84.47,87,103
112,0,21731,Freddie Jacobson,84.44,76,90
113,0,08075,Jerry Kelly,84.31,86,102
114,0,01797,Rocco Mediate,84.21,80,95
115,0,27933,John Merrick,84.16,85,101
115,0,23623,Bo Van Pelt,84.16,85,101
117,0,23621,Rory Sabbatini,84.15,69,82
118,0,28780,Nicholas Thompson,84.09,111,132
119,0,27095,Nick Watney,84.00,84,100
120,0,28475,Jeff Overton,83.96,89,106
121,0,24490,George McNeill,83.95,68,81
122,0,10649,Tom Scherrer,83.93,47,56
123,0,10885,Robert Allenby,83.87,78,93
124,0,08537,J.P. Hayes,83.78,62,74
124,0,06090,Jim McGovern,83.78,62,74
124,0,21959,Ted Purdy,83.78,62,74
124,0,25632,Jimmy Walker,83.78,62,74
128,0,21949,Joe Ogilvie,83.76,98,117
129,0,06012,Greg Kraft,83.72,72,86
130,0,01707,Steve Lowery,83.70,77,92
131,0,22378,Trevor Immelman,83.64,46,55
131,0,06573,Brandt Jobe,83.64,46,55
133,0,01553,John Huston,83.61,51,61
134,0,07547,Craig Kanada,83.58,56,67
135,0,01945,Kenny Perry,83.47,101,121
136,0,22892,Jason Gore,83.33,80,96
136,0,01724,Jeff Maggert,83.33,70,84
136,0,22913,John Rollins,83.33,80,96
136,0,12309,Bob Sowards,83.33,50,60
136,0,26679,Kevin Stadler,83.33,80,96
141,0,23325,Vaughn Taylor,83.19,99,119
142,0,10425,Jay Williamson,83.18,89,107
143,0,26695,Michael Letzig,83.16,79,95
144,0,01313,Steve Elkington,83.15,74,89
145,0,20850,Daniel Chopra,83.13,69,83
146,0,01577,Lee Janzen,82.95,73,88
147,0,27141,J.B. Holmes,82.61,76,92
148,0,01024,Billy Andrade,82.56,71,86
149,0,20645,John Senden,82.52,85,103
150,0,23614,Rich Beem,82.29,79,96
151,0,26951,Johnson Wagner,82.08,87,106
152,0,01035,Tommy Armour III,81.94,59,72
153,0,01948,Tim Petrovic,81.90,86,105
154,0,10423,Mike Weir,81.82,72,88
154,0,24663,Y.E. Yang,81.82,81,99
156,0,07749,Brett Quigley,81.69,58,71
157,0,12652,Cameron Beckman,81.63,80,98
157,0,24924,Bill Haas,81.63,80,98
159,0,24502,Adam Scott,81.13,43,53
160,0,25804,Bubba Watson,81.08,90,111
161,0,21461,Kenneth Ferrie,80.77,63,78
161,0,20378,Mathias Grönberg,80.77,84,104
163,0,27613,David Lutterus,80.70,46,57
164,0,01139,Olin Browne,80.68,71,88
165,0,20443,Jin Park,80.46,70,87
166,0,30925,Dustin Johnson,80.36,90,112
166,0,25594,Travis Perkins,80.36,45,56
168,0,24358,Robert Garrigus,80.00,88,110
168,0,20574,Mathew Goggin,80.00,68,85
170,0,23409,James Driscoll,79.73,59,74
171,0,06522,Ernie Els,79.66,47,59
172,0,12826,Paul Claxton,79.63,43,54
173,0,06251,Chris DiMarco,79.35,73,92
173,0,12705,Cliff Kresge,79.35,73,92
175,0,25900,Lucas Glover,79.28,88,111
176,0,20433,Mark Hensby,79.27,65,82
177,0,26631,Cody Freeman,79.01,64,81
178,0,24357,K.J. Choi,78.79,52,66
179,0,24227,Justin Bolli,78.75,63,80
180,0,11032,Frank Lickliter II,78.72,111,141
181,0,27120,Troy Matteson,78.50,84,107
182,0,02206,David Toms,78.46,51,65
183,0,10733,Kent Jones,78.13,50,64
184,0,23778,Brad Adamonis,77.63,59,76
185,0,25345,Carl Pettersson,77.52,100,129
186,0,09011,David Duval,77.42,24,31
187,0,21633,Steve Allan,77.08,37,48
188,0,25842,Jon Mills,76.42,81,106
189,0,01161,Mark Calcavecchia,76.00,57,75
190,0,25364,Paul Casey,75.51,37,49
191,0,24781,Hunter Mahan,75.00,63,84
192,0,19803,Ryan Armour,74.73,68,91
193,0,06034,Marco Dawson,74.68,59,79
194,0,07457,Steve Flesch,74.55,82,110
195,0,06621,Joe Durant,74.03,57,77
196,0,23349,Charles Warren,73.03,65,89
197,0,01388,Robert Gamez,70.21,66,94
