RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG POINTS,TOTAL POINTS,POINTS LOST,POINTS GAINED
1,0,36689,Brooks Koepka,12.62,555.31,-239.05,380.49
2,0,28237,Rory McIlroy,9.68,464.79,-178.53,386.65
3,0,30925,Dustin Johnson,8.81,405.19,-258.61,301.38
4,0,22405,Justin Rose,7.60,364.63,-268.79,172.16
5,0,33448,Justin Thomas,7.20,345.45,-266.45,233.92
6,0,46970,Jon Rahm,6.89,344.55,-210.48,232.47
7,0,35450,Patrick Cantlay,6.79,305.48,-107.97,232.43
8,0,08793,Tiger Woods,6.37,254.62,-112.41,153.05
9,0,48081,Xander Schauffele,6.10,317.20,-179.98,213.24
10,1,47959,Bryson DeChambeau,6.04,314.33,-190.66,145.69
11,-1,25198,Francesco Molinari,6.04,265.94,-179.18,145.31
12,0,29725,Tony Finau,5.62,292.32,-151.27,155.75
13,0,30911,Tommy Fleetwood,5.49,285.68,-174.44,176.01
14,3,25364,Paul Casey,5.49,269.07,-142.52,225.30
15,-1,24502,Adam Scott,5.49,219.58,-72.21,178.51
16,-1,29221,Webb Simpson,5.46,267.52,-129.98,174.43
17,-1,34360,Patrick Reed,5.10,265.09,-154.10,161.68
18,0,31323,Gary Woodland,5.08,264.16,-106.90,197.35
19,0,32102,Rickie Fowler,4.96,228.37,-181.90,159.51
20,0,23108,Matt Kuchar,4.87,253.40,-136.21,223.12
21,0,33204,Shane Lowry,4.74,246.44,-69.63,221.47
22,0,26329,Louis Oosthuizen,4.11,184.78,-95.07,123.30
23,0,28089,Jason Day,3.88,166.82,-143.15,87.75
24,0,26851,Marc Leishman,3.81,190.37,-156.14,122.39
25,0,25804,Bubba Watson,3.71,156.00,-123.56,69.88
26,0,32839,Hideki Matsuyama,3.60,187.30,-128.27,144.42
27,1,26476,Chez Reavie,3.59,186.50,-71.65,155.26
28,-1,29478,Kevin Kisner,3.58,186.27,-106.29,146.57
29,0,40098,Matt Fitzpatrick,3.53,183.73,-94.91,134.11
30,0,48887,Matt Wallace,3.44,179.04,-77.98,122.23
31,0,21528,Henrik Stenson,3.11,133.75,-98.36,79.64
32,0,24138,Ian Poulter,3.03,157.55,-102.64,115.98
33,0,34046,Jordan Spieth,3.01,147.46,-172.96,99.99
34,0,25396,Kevin Na,3.00,140.92,-74.97,89.88
35,6,29454,Bernd Wiesberger,2.98,119.01,-31.95,114.23
36,-1,29420,Billy Horschel,2.96,154.06,-81.78,82.76
37,-1,45526,Abraham Ancer,2.92,151.84,-54.81,97.14
38,1,27649,Brandt Snedeker,2.89,150.10,-57.42,104.31
39,-1,33141,Keegan Bradley,2.88,149.97,-94.90,69.16
40,-3,01810,Phil Mickelson,2.87,131.95,-109.35,87.93
41,-1,26499,Rafa Cabrera Bello,2.80,145.53,-119.11,83.61
42,1,34709,Eddie Pepperell,2.71,127.43,-77.05,66.01
43,-1,21209,Sergio Garcia,2.71,138.11,-116.20,82.36
44,0,34256,Andrew Putnam,2.68,139.61,-54.37,98.56
45,1,35891,Cameron Smith,2.60,132.48,-101.93,52.27
46,-1,34363,Tyrrell Hatton,2.60,134.96,-116.77,67.69
47,0,10809,Jim Furyk,2.48,99.24,-26.56,94.31
48,0,33948,Byeong Hun An,2.46,127.77,-69.61,76.32
49,0,27349,Alex Noren,2.45,120.29,-122.42,35.62
50,0,35296,Haotong Li,2.40,125.01,-90.35,73.95
51,0,29908,C.T. Pan,2.39,124.45,-44.90,92.62
52,0,33803,Lucas Bjerregaard,2.29,119.26,-68.14,59.14
53,0,28938,Justin Harding,2.28,118.79,-50.82,83.92
54,0,30944,Jason Kokrak,2.28,118.50,-47.45,101.76
55,1,20396,Lee Westwood,2.28,93.30,-49.55,50.84
56,-1,39971,Sungjae Im,2.25,116.96,-56.40,103.73
57,0,47238,Jazz Janewattananond,2.20,114.19,-44.53,90.45
58,2,32139,Danny Willett,2.17,106.39,-32.76,57.60
59,-1,21961,Charles Howell III,2.13,110.95,-65.82,75.98
60,-1,40006,Erik van Rooyen,2.13,110.91,-39.75,89.91
61,2,35104,Tom Lewis,2.11,105.58,-43.30,64.72
62,0,25900,Lucas Glover,2.08,97.96,-41.01,83.90
63,-2,27141,J.B. Holmes,2.08,99.88,-54.83,80.56
64,0,31646,Emiliano Grillo,1.98,98.95,-68.30,41.11
65,0,30110,Kyle Stanley,1.97,102.48,-98.80,34.57
66,1,33399,Adam Hadwin,1.96,98.23,-66.48,65.98
67,1,37455,Si Woo Kim,1.96,102.07,-74.77,75.54
68,-2,33968,Thorbjørn Olesen,1.96,92.22,-73.44,32.26
69,0,30978,Kiradech Aphibarnrat,1.95,101.31,-96.62,52.35
70,0,25818,Scott Piercy,1.91,91.71,-32.11,71.77
71,1,49771,J.T. Poston,1.91,99.28,-21.05,94.62
72,-1,39997,Corey Conners,1.91,99.09,-25.18,90.05
73,0,30756,Andrea Pavan,1.89,98.54,-34.26,58.03
74,1,23621,Rory Sabbatini,1.88,97.54,-28.10,84.57
75,1,39546,Keith Mitchell,1.86,96.91,-44.04,83.13
76,-2,23320,Ryan Palmer,1.86,76.38,-41.28,41.72
77,1,32775,Shugo Imahira,1.85,96.13,-61.61,44.45
78,-1,32367,Jorge Campillo,1.82,94.83,-48.86,68.98
79,0,27974,Sung Kang,1.79,93.16,-40.94,90.06
80,0,33293,Thomas Pieters,1.78,89.24,-56.75,56.48
81,0,49964,Aaron Wise,1.77,90.06,-59.93,38.07
82,0,29974,Branden Grace,1.75,91.18,-87.86,56.53
83,0,26596,Ryan Moore,1.74,78.49,-51.01,46.18
84,1,45486,Joaquin Niemann,1.73,74.31,-21.51,52.62
85,-1,33122,Russell Knox,1.72,89.63,-57.73,46.55
86,0,50525,Collin Morikawa,1.69,67.58,-.05,67.62
87,0,46046,Scottie Scheffler,1.62,64.82,-5.21,68.81
88,0,27129,Luke List,1.59,82.65,-66.02,39.67
89,1,29772,Michael Lorenzo-Vera,1.58,71.05,-37.61,49.12
90,-1,28300,Joost Luiten,1.56,62.29,-44.23,52.19
91,0,34076,Joel Dahmen,1.54,80.13,-28.68,64.89
92,1,28775,Nate Lashley,1.54,72.40,-13.90,68.66
93,-1,32333,Kevin Tway,1.54,79.95,-45.48,42.31
94,0,47056,Rikuya Hoshino,1.52,76.19,-24.97,49.09
95,18,52215,Robert MacIntyre,1.52,75.91,-13.40,61.09
96,4,30812,Benjamin Hebert,1.48,68.16,-26.62,53.71
97,-2,52096,Adri Arnaus,1.48,77.04,-25.68,52.44
98,7,39834,Guido Migliozzi,1.48,59.11,-10.74,57.37
99,-2,29970,Dylan Frittelli,1.47,76.21,-63.61,47.38
100,-4,27644,Brian Harman,1.46,75.77,-85.71,48.14
101,29,32797,Sanghyun Park,1.45,75.63,-36.21,42.29
102,-4,27408,Martin Kaymer,1.45,75.45,-33.40,57.49
103,-4,27214,Kevin Streelman,1.45,75.21,-34.69,62.72
104,-3,39977,Max Homa,1.43,73.16,-9.77,75.26
105,-3,12716,Charley Hoffman,1.41,72.04,-86.24,46.31
106,-3,23325,Vaughn Taylor,1.40,71.34,-22.19,64.25
107,-3,25572,Graeme McDowell,1.39,70.98,-26.85,59.33
108,2,37250,Romain Langasque,1.37,69.98,-20.35,43.58
109,-2,46405,Sebastian Soderberg,1.37,67.15,-16.88,51.99
110,-2,29370,Mikko Korhonen,1.35,63.56,-35.56,34.90
111,0,46717,Viktor Hovland,1.35,53.85,-1.75,52.45
112,-6,32640,Troy Merritt,1.34,69.78,-26.49,48.72
113,-4,29936,Ryan Fox,1.34,69.57,-52.49,40.33
114,-2,37189,Harold Varner III,1.33,69.29,-33.67,46.59
115,5,30852,Ryo Ishikawa,1.33,58.40,-20.35,37.47
116,0,56278,Matthew Wolff,1.30,51.99,-.27,52.26
117,-3,27064,Jhonattan Vegas,1.30,67.53,-56.82,56.80
118,-3,34575,Adrian Otaegui,1.29,66.93,-57.79,23.96
119,-1,34310,Alexander Björk,1.29,65.58,-58.26,18.72
120,0,45847,JC Ritchie,1.26,51.76,-22.31,42.68
121,-4,35314,Andy Sullivan,1.26,64.02,-35.55,37.96
122,1,55707,Calum Hill,1.24,49.60,-7.60,39.37
123,-4,48117,Kurt Kitayama,1.24,50.63,-19.93,31.93
124,-2,34563,Chesson Hadley,1.23,63.86,-65.98,29.00
125,0,46404,Marcus Kinhult,1.22,61.20,-32.31,39.86
126,-2,40026,Daniel Berger,1.21,55.53,-66.91,29.94
127,-1,35449,Adam Long,1.20,62.46,-23.01,64.53
128,-1,25632,Jimmy Walker,1.16,52.42,-40.54,22.39
129,-1,35461,Beau Hossler,1.16,60.34,-46.98,24.47
130,-1,31113,Paul Waring,1.16,54.35,-26.01,41.95
131,1,47504,Sam Burns,1.14,59.25,-29.42,37.23
132,-1,24024,Zach Johnson,1.14,50.03,-62.81,19.25
133,0,45522,Christiaan Bezuidenhout,1.11,57.84,-11.18,52.27
134,56,34610,Matthias Schwab,1.10,57.03,-20.32,40.26
135,-1,29926,Danny Lee,1.10,56.99,-44.87,21.13
136,14,32659,Darius Van Driel,1.09,43.79,-7.14,35.52
137,0,32254,Xinjun Zhang,1.09,56.77,-16.45,52.51
138,-2,32150,Michael Thompson,1.09,48.89,-18.74,45.09
139,2,35778,Kazuki Higa,1.09,43.44,-9.64,35.22
140,-2,34554,Jung-gon Hwang,1.08,56.40,-30.64,33.53
141,-2,20229,Stewart Cink,1.07,47.29,-46.83,10.26
142,0,34098,Russell Henley,1.07,52.53,-54.67,31.95
143,3,33449,Zack Sucher,1.07,42.81,-.57,43.38
144,-4,45478,Julian Suri,1.07,50.30,-54.28,20.47
145,-1,27095,Nick Watney,1.07,53.46,-31.26,26.17
146,-3,33410,Andrew Landry,1.07,55.49,-45.91,30.98
147,-2,26908,Yuta Ikeda,1.07,55.46,-54.16,28.78
148,0,33597,Harry Higgs,1.06,42.55,-7.30,33.08
149,-14,23725,Brendan Jones,1.06,43.60,-25.48,16.00
150,1,32816,Satoshi Kodaira,1.06,55.13,-80.02,11.91
151,-4,39058,Lucas Herbert,1.06,49.75,-35.31,16.66
152,-3,46464,Jordan L Smith,1.05,53.72,-40.95,30.68
153,-1,36326,David Lipsky,1.04,54.28,-27.84,33.75
154,0,51766,Wyndham Clark,1.03,53.42,-13.59,48.31
155,-2,33653,Thomas Detry,1.03,53.41,-32.09,24.18
156,0,35658,Kris Ventura,1.02,40.96,-1.55,39.45
157,6,46441,Robby Shelton,1.02,48.11,-12.24,46.24
158,-1,53165,Doc Redman,1.02,40.91,-1.30,40.19
159,-1,34021,Bud Cauley,1.01,42.29,-27.40,35.69
160,2,27506,Oliver Wilson,1.00,43.19,-16.20,18.96
161,0,19803,Ryan Armour,1.00,52.17,-43.81,28.85
162,-7,32757,Patton Kizzire,1.00,51.84,-54.48,31.74
163,1,25686,Jason Dufner,.99,46.73,-50.27,30.15
164,1,52372,Cameron Champ,.99,51.48,-27.62,16.67
165,2,31560,Brian Stuard,.99,51.41,-23.70,47.13
166,0,47993,Denny McCarthy,.99,51.37,-25.40,26.85
167,-8,24361,Pat Perez,.99,46.42,-72.99,16.53
168,-8,26328,Shaun Norris,.98,51.12,-51.47,9.72
169,4,24459,Richard Sterne,.97,45.52,-26.59,42.41
170,-1,35879,Kelly Kraft,.96,49.67,-28.94,33.35
171,-2,29535,Brice Garnett,.95,49.59,-39.96,24.75
172,-1,34126,Scott Vincent,.95,49.41,-32.61,28.37
173,-1,46414,Aaron Rai,.95,49.22,-36.54,15.27
174,-6,26331,Charl Schwartzel,.94,39.66,-54.60,8.52
175,0,47679,Victor Perez,.94,46.83,-29.62,14.69
176,-2,39324,J.J. Spaun,.93,47.46,-37.98,14.15
177,2,26300,Matt Jones,.92,47.71,-22.66,38.34
178,0,39524,Sean Crocker,.92,40.30,-19.36,20.96
179,1,29268,Bronson Burgoon,.92,44.85,-27.09,15.88
180,-3,30692,Scott Stallings,.92,47.58,-32.22,37.55
181,-5,27896,Ross Fisher,.90,42.44,-63.12,14.43
182,-1,29484,Peter Uihlein,.90,46.89,-59.30,18.85
183,1,32815,Masahiro Kawamura,.90,46.62,-21.07,24.71
184,1,49298,Kramer Hickok,.90,46.55,-28.76,26.03
185,2,37249,Ryuko Tokimatsu,.89,46.53,-42.08,18.23
186,-4,34579,Alexander Levy,.89,44.71,-49.91,19.06
187,-4,33974,Dean Burmester,.89,46.36,-35.55,21.93
188,33,34587,Chan Kim,.89,35.62,-24.24,34.07
189,0,49960,Sepp Straka,.88,46.00,-11.81,37.03
190,-4,46435,Austin Cook,.88,45.82,-44.12,19.67
191,4,47989,Sam Horsfield,.88,43.05,-21.00,22.52
192,-4,46402,Talor Gooch,.88,44.75,-27.47,45.39
193,1,46646,Antoine Rozner,.88,41.14,-9.65,37.65
194,-2,34656,Mikumu Horikawa,.87,45.20,-15.96,23.18
195,-4,33568,Kalle Samooja,.86,41.99,-16.56,27.24
196,4,29833,Yoshinori Fujimoto,.86,36.78,-22.97,18.04
197,-1,31273,Gavin Kyle Green,.85,43.95,-28.35,31.43
198,-5,19846,Brian Gay,.84,43.81,-38.36,22.01
199,-2,35506,Mackenzie Hughes,.84,43.43,-18.67,38.58
200,-1,34414,Chris Paisley,.83,38.36,-37.13,16.15
201,-3,48822,Sebastián Muñoz,.83,43.32,-21.13,34.48
202,-1,36514,Yuki Inamori,.82,42.42,-34.13,6.78
203,77,27747,Hiroshi Iwata,.81,36.56,-17.91,16.08
203,33,29670,Pablo Larrazabal,.81,39.00,-26.37,26.94
205,72,29334,Jaco Ahlers,.81,32.41,-16.33,25.54
206,-2,34431,Robert Streb,.81,42.03,-29.17,22.35
207,-4,31569,Jason Scrivener,.80,41.69,-31.98,19.88
208,-2,34242,Andrew Johnston,.80,32.06,-22.02,18.81
209,-7,27556,Ted Potter Jr.,.80,41.66,-44.51,17.19
210,-5,35225,Brandon Stone,.80,41.63,-34.23,3.38
211,-4,37275,Sam Ryder,.80,40.71,-31.66,13.64
212,-3,27963,Chris Stroud,.80,40.62,-28.15,38.16
213,-6,23802,Brad Kennedy,.80,36.60,-26.90,21.59
214,184,46154,Yi Keun Chang,.79,32.53,-14.68,24.80
215,-5,23063,Scott Hend,.79,41.25,-30.94,35.41
216,-3,33486,Roger Sloan,.79,41.20,-14.29,36.84
217,-7,22371,Aaron Baddeley,.79,38.01,-21.73,28.90
218,-6,32212,Ignacio Elvira Mijares,.79,41.08,-27.12,28.10
219,-3,47347,Adam Schenk,.78,40.75,-22.05,29.73
220,-6,32813,Shota Akiyoshi,.78,38.39,-27.66,12.92
221,-4,33801,Joachim B Hansen,.77,40.30,-33.08,11.77
222,0,34466,Peter Malnati,.77,40.13,-16.34,26.73
223,-5,35617,Martin Trainer,.77,35.49,-17.07,28.48
224,-5,39185,Jake McLeod,.77,30.76,-18.78,5.24
