RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL
1,0,28237,Rory McIlroy,197
2,0,36689,Brooks Koepka,222
3,0,33448,Justin Thomas,265
4,0,46970,Jon Rahm,298
5,0,48081,Xander Schauffele,322
6,0,32102,Rickie Fowler,324
7,0,24502,Adam Scott,342
8,0,22405,Justin Rose,375
9,0,31323,Gary Woodland,389
10,0,28089,Jason Day,397
11,0,25364,Paul Casey,398
12,0,33399,Adam Hadwin,405
13,0,23108,Matt Kuchar,409
14,0,25818,Scott Piercy,412
15,0,29221,Webb Simpson,418
16,0,39971,Sungjae Im,424
17,0,35450,Patrick Cantlay,436
17,0,47959,Bryson DeChambeau,436
19,0,32839,Hideki Matsuyama,445
20,0,37275,Sam Ryder,450
21,0,26476,Chez Reavie,475
22,0,23621,Rory Sabbatini,477
23,0,25900,Lucas Glover,482
24,0,32640,Troy Merritt,484
25,0,21961,Charles Howell III,495
26,0,26329,Louis Oosthuizen,496
27,0,30944,Jason Kokrak,500
28,0,30925,Dustin Johnson,506
29,0,34360,Patrick Reed,509
30,0,34021,Bud Cauley,511
31,0,51766,Wyndham Clark,517
31,0,24138,Ian Poulter,517
33,0,26851,Marc Leishman,518
34,0,49771,J.T. Poston,530
35,0,23325,Vaughn Taylor,532
36,0,46402,Talor Gooch,534
37,0,49960,Sepp Straka,543
38,0,45486,Joaquin Niemann,547
39,0,47347,Adam Schenk,549
40,0,29725,Tony Finau,562
41,0,30911,Tommy Fleetwood,564
42,0,49964,Aaron Wise,566
43,0,33419,Cameron Tringale,568
44,0,48822,Sebastián Muñoz,576
45,0,33948,Byeong Hun An,584
45,0,28775,Nate Lashley,584
47,0,27064,Jhonattan Vegas,585
48,0,26596,Ryan Moore,595
49,0,37455,Si Woo Kim,604
50,0,32150,Michael Thompson,606
51,0,31646,Emiliano Grillo,612
52,0,40009,Dominic Bozzelli,614
53,0,39546,Keith Mitchell,621
54,0,37189,Harold Varner III,626
55,0,45526,Abraham Ancer,633
55,0,45157,Cam Davis,633
57,0,27936,Martin Laird,640
58,0,26499,Rafa Cabrera Bello,641
59,0,33486,Roger Sloan,647
60,0,46435,Austin Cook,650
60,0,33418,Shawn Stefani,650
62,0,47993,Denny McCarthy,653
63,0,33122,Russell Knox,655
64,0,49766,Hank Lebioda,658
65,0,39997,Corey Conners,661
66,0,29926,Danny Lee,670
67,0,29970,Dylan Frittelli,671
68,0,34256,Andrew Putnam,676
69,0,35421,Brandon Harkins,685
69,0,26951,Johnson Wagner,685
71,0,27214,Kevin Streelman,686
72,0,23320,Ryan Palmer,687
73,0,26300,Matt Jones,688
74,0,40026,Daniel Berger,689
74,0,34076,Joel Dahmen,689
74,0,27095,Nick Watney,689
77,0,34046,Jordan Spieth,696
78,0,25493,Nick Taylor,710
79,0,35461,Beau Hossler,711
80,0,37340,Chase Wright,712
81,0,27649,Brandt Snedeker,718
82,0,40115,Adam Svensson,724
83,0,27974,Sung Kang,728
83,0,30946,Alex Prugh,728
85,0,33141,Keegan Bradley,733
85,0,25804,Bubba Watson,733
87,0,34099,Harris English,737
88,0,29420,Billy Horschel,738
88,0,29478,Kevin Kisner,738
