RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,08793,Tiger Woods,61.19,175,286
2,0,20691,Greg Owen,60.91,215,353
3,0,20105,Jeff Gove,60.82,253,416
4,0,25804,Bubba Watson,57.60,307,533
5,0,01226,Fred Couples,57.37,183,319
6,0,20645,John Senden,57.36,261,455
7,0,24925,Jonathan Byrd,57.32,188,328
8,0,20498,Briny Baird,56.68,174,307
9,0,11032,Frank Lickliter II,56.67,255,450
10,0,23349,Charles Warren,56.44,254,450
11,0,20378,Mathias Grönberg,56.22,262,466
12,0,23322,Brett Wetterich,56.04,246,439
13,0,01810,Phil Mickelson,55.64,222,399
14,0,08375,Paul Stankowski,55.56,210,378
15,0,20094,Jonathan Kaye,55.51,247,445
16,0,27943,Matt Hansen,55.28,204,369
16,0,24361,Pat Perez,55.28,157,284
16,0,06567,Vijay Singh,55.28,314,568
19,0,23621,Rory Sabbatini,55.27,278,503
20,0,23048,Eric Axley,55.11,248,450
21,0,20628,Arron Oberholser,55.07,228,414
22,0,20472,Alex Cejka,54.69,233,426
23,0,01706,Davis Love III,54.46,232,426
24,0,27770,Camilo Villegas,54.41,296,544
25,0,25900,Lucas Glover,54.39,279,513
26,0,01024,Billy Andrade,54.19,207,382
27,0,10809,Jim Furyk,54.18,175,323
28,0,08385,Omar Uresti,54.03,114,211
29,0,12716,Charley Hoffman,54.01,310,574
30,0,08123,Jeff Brehaut,53.98,244,452
31,0,22378,Trevor Immelman,53.85,245,455
32,0,27120,Troy Matteson,53.77,307,571
33,0,21961,Charles Howell III,53.71,304,566
34,0,06621,Joe Durant,53.47,162,303
35,0,22405,Justin Rose,53.46,255,477
36,0,21646,David Branshaw,53.35,231,433
36,0,23616,Ryan Hietala,53.35,215,403
38,0,20850,Daniel Chopra,53.33,344,645
39,0,21209,Sergio Garcia,53.16,160,301
39,0,06595,Kevin Sutherland,53.16,252,474
41,0,28475,Jeff Overton,53.14,288,542
41,0,01945,Kenny Perry,53.14,169,318
43,0,23614,Rich Beem,53.05,226,426
44,0,24980,Scott Gutschewski,53.01,132,249
45,0,24138,Ian Poulter,53.00,115,217
46,0,07749,Brett Quigley,52.99,319,602
47,0,23623,Bo Van Pelt,52.95,296,559
48,0,06034,Marco Dawson,52.87,249,471
49,0,26360,Bubba Dickerson,52.81,263,498
50,0,01707,Steve Lowery,52.77,267,506
51,0,01142,Bart Bryant,52.74,173,328
52,0,08835,Kris Cox,52.72,242,459
