RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,08793,Tiger Woods,78.6,11,14,-2.00
2,0,21209,Sergio Garcia,62.2,23,37,-5.00
2,0,12662,Thomas Levet,62.2,28,45,-6.00
4,0,24358,Robert Garrigus,62.0,31,50,-2.00
5,0,06527,Steve Stricker,61.9,26,42,-7.00
6,0,20382,Stephen Leaney,61.1,33,54,-10.00
7,0,24781,Hunter Mahan,60.3,38,63,-3.00
8,0,23325,Vaughn Taylor,60.0,39,65,-11.00
9,0,24925,Jonathan Byrd,58.5,24,41,-6.00
10,0,25240,D.A. Points,58.3,35,60,-5.00
11,0,23621,Rory Sabbatini,58.2,32,55,-10.00
11,0,20645,John Senden,58.2,39,67,-4.00
13,0,06251,Chris DiMarco,57.7,30,52,-7.00
13,0,20105,Jeff Gove,57.7,30,52,-7.00
15,0,21646,David Branshaw,57.6,38,66,-2.00
15,0,10809,Jim Furyk,57.6,19,33,-6.00
17,0,27141,J.B. Holmes,57.4,27,47,-10.00
18,0,10860,Justin Leonard,56.9,33,58,-13.00
19,0,01219,John Cook,56.8,21,37,-3.00
19,0,02214,Kirk Triplett,56.8,21,37,-4.00
21,0,24980,Scott Gutschewski,56.4,22,39,-4.00
22,0,20229,Stewart Cink,56.1,32,57,-6.00
22,0,06621,Joe Durant,56.1,23,41,-4.00
24,0,08123,Jeff Brehaut,56.0,42,75,-8.00
24,0,23307,Roger Tambellini,56.0,28,50,-6.00
26,0,21731,Freddie Jacobson,55.8,29,52,-4.00
26,0,01810,Phil Mickelson,55.8,24,43,-6.00
28,0,20628,Arron Oberholser,55.6,25,45,-9.00
28,0,06373,José María Olazábal,55.6,20,36,-4.00
30,0,20472,Alex Cejka,55.3,26,47,-5.00
31,0,20378,Mathias Grönberg,55.0,44,80,-8.00
32,0,08075,Jerry Kelly,54.8,34,62,-4.00
33,0,22371,Aaron Baddeley,54.7,29,53,-3.00
34,0,23673,Michael Connell,54.5,18,33,-2.00
35,0,23353,J.J. Henry,54.3,25,46,-6.00
36,0,07223,Brian Bateman,54.2,26,48,-4.00
37,0,06595,Kevin Sutherland,54.1,33,61,-6.00
38,0,25804,Bubba Watson,53.7,29,54,-2.00
39,0,22621,Ben Curtis,53.4,31,58,-6.00
