RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,23497,Tag Ridings,2' 0",533,1050.583
2,0,24846,Ricky Barnes,2' 1",811,1656.000
2,0,24507,Jason Bohn,2' 1",692,1449.500
2,0,20229,Stewart Cink,2' 1",865,1767.917
2,0,23983,Luke Donald,2' 1",446,935.167
2,0,29725,Tony Finau,2' 1",996,2103.833
2,0,21961,Charles Howell III,2' 1",743,1547.250
2,0,26300,Matt Jones,2' 1",529,1102.333
2,0,46440,Smylie Kaufman,2' 1",677,1429.917
2,0,34431,Robert Streb,2' 1",900,1888.083
2,0,31560,Brian Stuard,2' 1",743,1528.583
2,0,25834,Daniel Summerhays,2' 1",885,1853.833
2,0,32333,Kevin Tway,2' 1",774,1605.083
2,0,25804,Bubba Watson,2' 1",578,1183.750
15,0,20771,Steven Alker,2' 2",548,1167.750
15,0,19803,Ryan Armour,2' 2",560,1195.667
15,0,24357,K.J. Choi,2' 2",573,1253.250
15,0,25720,Chad Collins,2' 2",547,1169.000
15,0,20104,Ken Duke,2' 2",658,1442.583
15,0,28307,Matt Every,2' 2",637,1370.083
15,0,28500,Martin Flores,2' 2",773,1676.000
15,0,19846,Brian Gay,2' 2",702,1548.083
15,0,24924,Bill Haas,2' 2",790,1699.917
15,0,23353,J.J. Henry,2' 2",902,1957.333
15,0,36801,Mark Hubbard,2' 2",683,1460.167
15,0,30925,Dustin Johnson,2' 2",636,1379.750
15,0,24024,Zach Johnson,2' 2",698,1517.750
15,0,23108,Matt Kuchar,2' 2",809,1781.167
15,0,31420,Anirban Lahiri,2' 2",609,1337.250
15,0,25198,Francesco Molinari,2' 2",629,1363.000
15,0,29289,S.Y. Noh,2' 2",771,1688.417
15,0,20572,Rod Pampling,2' 2",750,1655.167
15,0,24138,Ian Poulter,2' 2",563,1236.167
15,0,29476,Kyle Reifers,2' 2",845,1843.417
15,0,22405,Justin Rose,2' 2",577,1267.833
15,0,46501,Ollie Schniederjans,2' 2",878,1886.083
15,0,35891,Cameron Smith,2' 2",717,1558.167
15,0,39324,J.J. Spaun,2' 2",801,1745.000
15,0,29518,Brendan Steele,2' 2",770,1694.417
15,0,29485,Brett Stegmaier,2' 2",669,1471.500
15,0,27963,Chris Stroud,2' 2",508,1117.167
15,0,23325,Vaughn Taylor,2' 2",811,1777.333
15,0,27770,Camilo Villegas,2' 2",615,1316.833
44,0,33120,Mark Anderson,2' 3",442,999.083
44,0,22371,Aaron Baddeley,2' 3",485,1072.833
44,0,40026,Daniel Berger,2' 3",728,1666.417
44,0,40009,Dominic Bozzelli,2' 3",561,1280.000
44,0,33141,Keegan Bradley,2' 3",995,2229.917
44,0,46443,Brian Campbell,2' 3",424,957.500
44,0,12510,Chad Campbell,2' 3",966,2146.167
44,0,35450,Patrick Cantlay,2' 3",503,1123.333
44,0,25364,Paul Casey,2' 3",759,1686.083
44,0,23541,Ben Crane,2' 3",762,1697.000
44,0,28089,Jason Day,2' 3",542,1215.833
44,0,06522,Ernie Els,2' 3",370,844.250
44,0,32102,Rickie Fowler,2' 3",623,1417.583
44,0,21209,Sergio Garcia,2' 3",490,1104.333
44,0,24358,Robert Garrigus,2' 3",662,1511.167
44,0,25900,Lucas Glover,2' 3",966,2145.500
44,0,20157,Retief Goosen,2' 3",445,1014.833
44,0,39954,Cody Gribble,2' 3",737,1680.250
44,0,32448,James Hahn,2' 3",888,1961.417
44,0,27644,Brian Harman,2' 3",869,1986.333
44,0,27141,J.B. Holmes,2' 3",626,1424.250
44,0,35506,Mackenzie Hughes,2' 3",1025,2323.167
44,0,29222,Billy Hurley III,2' 3",725,1635.000
44,0,30926,Chris Kirk,2' 3",770,1762.667
44,0,29461,Jamie Lovemark,2' 3",833,1882.417
44,0,33413,Ben Martin,2' 3",769,1739.833
44,0,23800,Bryce Molder,2' 3",666,1510.167
44,0,25345,Carl Pettersson,2' 3",543,1243.833
44,0,49771,J.T. Poston,2' 3",769,1758.167
44,0,28252,Seamus Power,2' 3",692,1548.833
44,0,34360,Patrick Reed,2' 3",842,1895.500
44,0,24502,Adam Scott,2' 3",455,1025.833
44,0,34046,Jordan Spieth,2' 3",701,1593.333
44,0,30110,Kyle Stanley,2' 3",1038,2293.333
44,0,34264,Hudson Swafford,2' 3",866,1967.417
44,0,32150,Michael Thompson,2' 3",459,1048.333
44,0,37189,Harold Varner III,2' 3",957,2188.083
44,0,27064,Jhonattan Vegas,2' 3",800,1788.000
44,0,26951,Johnson Wagner,2' 3",636,1438.917
44,0,47128,Richy Werenski,2' 3",665,1502.333
84,0,33948,Byeong Hun An,2' 4",599,1419.167
84,0,29479,Scott Brown,2' 4",821,1923.417
84,0,34021,Bud Cauley,2' 4",912,2102.000
