RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,36689,Brooks Koepka,58
2,0,35545,Blayne Barber,56
2,0,40058,Zac Blair,56
2,0,37278,Nicholas Lindheim,56
5,0,39954,Cody Gribble,55
5,0,25572,Graeme McDowell,55
5,0,25396,Kevin Na,55
5,0,27649,Brandt Snedeker,55
5,0,25892,Steve Wheatcroft,55
10,0,27895,Jonas Blixt,54
10,0,32102,Rickie Fowler,54
10,0,34098,Russell Henley,54
10,0,34409,David Lingmerth,54
10,0,34466,Peter Malnati,54
10,0,48822,Sebastián Muñoz,54
10,0,24140,Sean O'Hair,54
10,0,26329,Louis Oosthuizen,54
10,0,48081,Xander Schauffele,54
10,0,32150,Michael Thompson,54
20,0,48084,Wesley Bryan,53
20,0,37454,Whee Kim,53
20,0,33448,Justin Thomas,53
23,0,25274,Steven Bowditch,52
23,0,28089,Jason Day,52
23,0,25686,Jason Dufner,52
23,0,34099,Harris English,52
23,0,25191,Gonzalo Fernandez-Castaño,52
23,0,33399,Adam Hadwin,52
23,0,33461,Morgan Hoffmann,52
23,0,29420,Billy Horschel,52
23,0,35506,Mackenzie Hughes,52
23,0,34174,John Huh,52
23,0,29222,Billy Hurley III,52
23,0,27974,Sung Kang,52
23,0,29478,Kevin Kisner,52
23,0,22986,Søren Kjeldsen,52
23,0,27936,Martin Laird,52
23,0,29926,Danny Lee,52
23,0,33204,Shane Lowry,52
23,0,24361,Pat Perez,52
23,0,46970,Jon Rahm,52
23,0,26476,Chez Reavie,52
23,0,34046,Jordan Spieth,52
23,0,27770,Camilo Villegas,52
45,0,40026,Daniel Berger,51
45,0,26499,Rafa Cabrera Bello,51
45,0,46443,Brian Campbell,51
45,0,35450,Patrick Cantlay,51
45,0,20229,Stewart Cink,51
45,0,27436,Graham DeLaet,51
45,0,10809,Jim Furyk,51
45,0,31646,Emiliano Grillo,51
45,0,27644,Brian Harman,51
45,0,26851,Marc Leishman,51
45,0,01810,Phil Mickelson,51
45,0,29223,Sam Saunders,51
45,0,23325,Vaughn Taylor,51
58,0,27958,Ryan Blaum,50
58,0,29479,Scott Brown,50
