RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
58,0,20593,Greg Chalmers,50
58,0,47959,Bryson DeChambeau,50
58,0,23983,Luke Donald,50
58,0,06522,Ernie Els,50
58,0,28500,Martin Flores,50
58,0,19846,Brian Gay,50
58,0,28679,Fabián Gómez,50
58,0,29720,Andres Gonzales,50
58,0,35532,Tom Hoge,50
58,0,24024,Zach Johnson,50
58,0,39975,Michael Kim,50
58,0,32757,Patton Kizzire,50
58,0,23108,Matt Kuchar,50
58,0,32640,Troy Merritt,50
58,0,23800,Bryce Molder,50
58,0,29289,S.Y. Noh,50
58,0,34358,Jonathan Randolph,50
58,0,34360,Patrick Reed,50
58,0,23497,Tag Ridings,50
58,0,22405,Justin Rose,50
58,0,23621,Rory Sabbatini,50
58,0,29221,Webb Simpson,50
58,0,26951,Johnson Wagner,50
58,0,27095,Nick Watney,50
84,0,19803,Ryan Armour,49
84,0,22371,Aaron Baddeley,49
84,0,24846,Ricky Barnes,49
84,0,40009,Dominic Bozzelli,49
84,0,28420,Ryan Brehm,49
84,0,25364,Paul Casey,49
84,0,24357,K.J. Choi,49
84,0,23541,Ben Crane,49
84,0,30191,Julián Etulain,49
84,0,25900,Lucas Glover,49
84,0,46550,Brandon Hagy,49
84,0,27141,J.B. Holmes,49
84,0,26300,Matt Jones,49
84,0,30926,Chris Kirk,49
84,0,46732,Rick Lamb,49
84,0,27129,Luke List,49
84,0,33413,Ben Martin,49
84,0,46601,Trey Mullinax,49
84,0,34213,Grayson Murray,49
84,0,25345,Carl Pettersson,49
84,0,25240,D.A. Points,49
84,0,28252,Seamus Power,49
84,0,36699,Patrick Rodgers,49
84,0,24502,Adam Scott,49
84,0,30692,Scott Stallings,49
84,0,29518,Brendan Steele,49
84,0,33418,Shawn Stefani,49
84,0,33419,Cameron Tringale,49
84,0,32333,Kevin Tway,49
84,0,25632,Jimmy Walker,49
114,0,33120,Mark Anderson,48
114,0,33141,Keegan Bradley,48
114,0,28093,Miguel Angel Carballo,48
114,0,32366,Kevin Chappell,48
114,0,35110,Brett Drewitt,48
114,0,28307,Matt Every,48
114,0,29725,Tony Finau,48
114,0,24358,Robert Garrigus,48
114,0,26758,David Hearn,48
114,0,31557,Jim Herman,48
114,0,12716,Charley Hoffman,48
114,0,30925,Dustin Johnson,48
114,0,46440,Smylie Kaufman,48
114,0,37455,Si Woo Kim,48
114,0,33122,Russell Knox,48
114,0,30944,Jason Kokrak,48
114,0,35879,Kelly Kraft,48
114,0,27466,Spencer Levin,48
114,0,35300,Andrew Loupe,48
114,0,29461,Jamie Lovemark,48
114,0,28237,Rory McIlroy,48
114,0,22046,Geoff Ogilvy,48
114,0,29908,C.T. Pan,48
114,0,29476,Kyle Reifers,48
114,0,39324,J.J. Spaun,48
114,0,30110,Kyle Stanley,48
114,0,34431,Robert Streb,48
114,0,27214,Kevin Streelman,48
114,0,27963,Chris Stroud,48
114,0,28132,Tyrone Van Aswegen,48
114,0,25349,Tim Wilkinson,48
114,0,31323,Gary Woodland,48
146,0,33948,Byeong Hun An,47
146,0,12510,Chad Campbell,47
146,0,20472,Alex Cejka,47
146,0,31416,Derek Fathauer,47
146,0,21209,Sergio Garcia,47
146,0,32448,James Hahn,47
146,0,21961,Charles Howell III,47
146,0,36801,Mark Hubbard,47
146,0,30852,Ryo Ishikawa,47
146,0,24781,Hunter Mahan,47
146,0,32839,Hideki Matsuyama,47
146,0,31202,William McGirt,47
146,0,26596,Ryan Moore,47
146,0,22056,Cameron Percy,47
146,0,25818,Scott Piercy,47
146,0,26331,Charl Schwartzel,47
146,0,35891,Cameron Smith,47
146,0,29485,Brett Stegmaier,47
146,0,31560,Brian Stuard,47
146,0,25834,Daniel Summerhays,47
146,0,34264,Hudson Swafford,47
146,0,25493,Nick Taylor,47
146,0,37189,Harold Varner III,47
146,0,25804,Bubba Watson,47
146,0,26289,Boo Weekley,47
146,0,47128,Richy Werenski,47
172,0,24507,Jason Bohn,46
172,0,32200,Roberto Castro,46
172,0,34021,Bud Cauley,46
172,0,25720,Chad Collins,46
172,0,20104,Ken Duke,46
172,0,29740,Brad Fritsch,46
172,0,29974,Branden Grace,46
172,0,24924,Bill Haas,46
172,0,31420,Anirban Lahiri,46
172,0,25198,Francesco Molinari,46
172,0,49771,J.T. Poston,46
172,0,24138,Ian Poulter,46
172,0,46501,Ollie Schniederjans,46
185,0,20572,Rod Pampling,45
185,0,27064,Jhonattan Vegas,45
187,0,20771,Steven Alker,44
187,0,20157,Retief Goosen,44
189,0,23353,J.J. Henry,43
190,0,23320,Ryan Palmer,42
