RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,06522,Ernie Els,31.68,64,202
2,0,12602,Dean Wilson,31.03,54,174
3,0,23541,Ben Crane,30.51,83,272
4,0,20127,Chris Riley,29.64,75,253
5,0,10860,Justin Leonard,29.55,86,291
6,0,10809,Jim Furyk,29.47,61,207
7,0,01329,Brad Faxon,29.10,55,189
8,0,19846,Brian Gay,28.78,99,344
9,0,06643,Paul Goydos,28.52,79,277
10,0,02206,David Toms,28.32,81,286
11,0,06527,Steve Stricker,28.22,57,202
12,0,25818,Scott Piercy,28.06,101,360
13,0,06567,Vijay Singh,27.95,71,254
14,0,23135,Tim Clark,27.53,79,287
15,0,02239,Scott Verplank,27.36,58,212
16,0,29221,Webb Simpson,27.15,104,383
17,0,08075,Jerry Kelly,27.12,80,295
18,0,01810,Phil Mickelson,27.04,63,233
19,0,20593,Greg Chalmers,26.98,92,341
20,0,23108,Matt Kuchar,26.95,83,308
21,0,24507,Jason Bohn,26.91,74,275
22,0,27095,Nick Watney,26.87,79,294
23,0,23800,Bryce Molder,26.86,76,283
23,0,27649,Brandt Snedeker,26.86,76,283
25,0,01941,Tom Pernice Jr.,26.48,58,219
26,0,21731,Freddie Jacobson,26.42,84,318
27,0,28475,Jeff Overton,26.41,89,337
28,0,09011,David Duval,26.39,57,216
28,0,20160,Charlie Wi,26.39,90,341
30,0,22621,Ben Curtis,26.34,69,262
31,0,08375,Paul Stankowski,26.26,52,198
32,0,27466,Spencer Levin,26.17,106,405
33,0,23638,Brendon de Jonge,26.13,98,375
34,0,21350,Ryuji Imada,26.02,83,319
35,0,22371,Aaron Baddeley,26.01,97,373
36,0,24490,George McNeill,26.00,65,250
37,0,24846,Ricky Barnes,25.90,79,305
38,0,28307,Matt Every,25.88,59,228
39,0,22913,John Rollins,25.86,83,321
40,0,23353,J.J. Henry,25.71,72,280
41,0,22405,Justin Rose,25.64,70,273
42,0,24024,Zach Johnson,25.46,69,271
43,0,28620,Aron Price,25.45,56,220
44,0,24924,Bill Haas,25.44,73,287
45,0,01161,Mark Calcavecchia,25.38,33,130
45,0,07457,Steve Flesch,25.38,66,260
47,0,20229,Stewart Cink,25.31,62,245
48,0,08537,J.P. Hayes,25.27,71,281
48,0,24912,Will MacKenzie,25.27,69,273
50,0,26596,Ryan Moore,25.22,57,226
51,0,26301,James Nitties,25.16,79,314
52,0,10885,Robert Allenby,25.12,54,215
53,0,23320,Ryan Palmer,25.09,71,283
53,0,25240,D.A. Points,25.09,68,271
55,0,25720,Chad Collins,25.00,61,244
55,0,01766,Billy Mayfair,25.00,63,252
57,0,23621,Rory Sabbatini,24.91,68,273
58,0,20436,Garrett Willis,24.90,63,253
59,0,21209,Sergio Garcia,24.84,40,161
60,0,27060,John Mallinger,24.81,66,266
61,0,01948,Tim Petrovic,24.78,83,335
62,0,23983,Luke Donald,24.75,50,202
63,0,20472,Alex Cejka,24.71,65,263
64,0,22046,Geoff Ogilvy,24.65,53,215
65,0,01320,Bob Estes,24.64,68,276
65,0,28158,Steve Marino,24.64,68,276
67,0,25632,Jimmy Walker,24.62,64,260
68,0,25804,Bubba Watson,24.57,71,289
69,0,24502,Adam Scott,24.51,50,204
70,0,01724,Jeff Maggert,24.50,61,249
71,0,30925,Dustin Johnson,24.44,65,266
72,0,06251,Chris DiMarco,24.38,78,320
73,0,29285,Brent Delahoussaye,24.37,48,197
74,0,10425,Jay Williamson,24.33,64,263
75,0,21878,Mark Wilson,24.32,80,329
76,0,24925,Jonathan Byrd,24.28,84,346
77,0,23623,Bo Van Pelt,24.22,85,351
78,0,20766,Padraig Harrington,24.20,38,157
79,0,12705,Cliff Kresge,24.18,44,182
80,0,23349,Charles Warren,24.11,61,253
81,0,01706,Davis Love III,24.08,59,245
82,0,12510,Chad Campbell,24.03,74,308
82,0,25364,Paul Casey,24.03,37,154
84,0,26420,Richard Johnson,24.02,61,254
85,0,22293,Heath Slocum,23.92,72,301
86,0,29910,Blake Adams,23.89,75,314
87,0,08725,Tom Gillis,23.75,90,379
87,0,32640,Troy Merritt,23.75,71,299
87,0,25345,Carl Pettersson,23.75,81,341
90,0,24663,Y.E. Yang,23.74,52,219
91,0,10423,Mike Weir,23.72,37,156
92,0,25190,Jeff Quinney,23.69,77,325
