RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# SAVES,# BUNKERS,TOTAL O/U PAR
73,0,01724,Jeff Maggert,55.65,64,115,+27.00
74,0,20105,Jeff Gove,55.56,75,135,+35.00
74,0,21007,Gabriel Hjertstedt,55.56,85,153,+53.00
74,0,08547,John Maginnes,55.56,90,162,+58.00
74,0,21593,Keith Nolan,55.56,50,90,+38.00
78,0,02223,Bob Tway,55.37,67,121,+31.00
79,0,02279,Mark Wiebe,55.36,93,168,+66.00
80,0,02131,Mike Springer,55.32,78,141,+42.00
81,0,06315,Pete Jordan,55.29,94,170,+60.00
82,0,08243,Aaron Bengoechea,55.24,79,143,+46.00
83,0,06617,Brian Henninger,55.17,80,145,+40.00
84,0,02214,Kirk Triplett,55.15,75,136,+42.00
85,0,06088,Steve Gotsche,55.00,77,140,+52.00
86,0,07457,Steve Flesch,54.95,111,202,+50.00
87,0,06515,Shaun Micheel,54.94,89,162,+37.00
88,0,06527,Steve Stricker,54.70,64,117,+40.00
89,0,01766,Billy Mayfair,54.69,70,128,+42.00
90,0,07101,Dave Stockton Jr.,54.68,76,139,+51.00
91,0,10963,Jimmy Green,54.60,89,163,+50.00
92,0,06078,Esteban Toledo,54.59,101,185,+61.00
93,0,01945,Kenny Perry,54.47,67,123,+27.00
94,0,01418,Bill Glasson,54.35,75,138,+39.00
95,0,01378,David Frost,54.31,63,116,+45.00
96,0,01723,Andrew Magee,54.26,70,129,+40.00
97,0,01619,Skip Kendall,54.19,97,179,+52.00
98,0,06014,Eric Booker,54.17,78,144,+47.00
98,0,12645,Brent Geiberger,54.17,65,120,+43.00
100,0,20095,Carl Paulson,54.12,105,194,+52.00
101,0,10569,Mike Brisky,54.00,81,150,+60.00
102,0,20043,Edward Fryatt,53.94,89,165,+51.00
103,0,24357,K.J. Choi,53.90,76,141,+40.00
104,0,22913,John Rollins,53.85,70,130,+45.00
105,0,06350,Bob May,53.79,71,132,+40.00
106,0,01142,Bart Bryant,53.77,57,106,+35.00
107,0,06251,Chris DiMarco,53.65,103,192,+43.00
108,0,08993,Franklin Langham,53.55,83,155,+43.00
109,0,01219,John Cook,53.54,68,127,+42.00
110,0,06044,Scott Gump,53.50,84,157,+56.00
111,0,01381,Fred Funk,53.42,86,161,+37.00
111,0,01905,Joe Ozaki,53.42,39,73,+38.00
113,0,01098,Jay Don Blake,53.37,87,163,+56.00
113,0,01132,Mark Brooks,53.37,87,163,+52.00
115,0,01938,David Peoples,53.29,81,152,+47.00
116,0,01320,Bob Estes,53.15,59,111,+39.00
117,0,01191,Barry Cheesman,52.97,98,185,+48.00
118,0,01549,Mike Hulbert,52.76,67,127,+54.00
119,0,01928,Corey Pavin,52.63,80,152,+63.00
120,0,01063,Ben Bates,52.60,101,192,+58.00
121,0,02206,David Toms,52.41,87,166,+48.00
122,0,07867,Woody Austin,52.25,93,178,+47.00
123,0,01706,Davis Love III,52.24,70,134,+24.00
124,0,01157,Tom Byrum,52.17,72,138,+45.00
124,0,08535,Gary Nicklaus,52.17,84,161,+62.00
126,0,01323,Brad Fabel,51.97,79,152,+56.00
127,0,21949,Joe Ogilvie,51.81,86,166,+54.00
128,0,06573,Brandt Jobe,51.70,76,147,+47.00
129,0,02246,Duffy Waldorf,51.55,50,97,+41.00
130,0,19846,Brian Gay,51.45,89,173,+61.00
131,0,06140,Sean Murphy,51.43,72,140,+54.00
132,0,10860,Justin Leonard,51.41,73,142,+56.00
133,0,06090,Jim McGovern,51.35,38,74,+27.00
134,0,21805,Harrison Frazar,51.22,63,123,+38.00
135,0,08545,Glen Hnatiuk,51.13,68,133,+54.00
136,0,01408,Kelly Gibson,51.09,70,137,+42.00
137,0,12680,Shigeki Maruyama,51.06,72,141,+52.00
138,0,10457,Frank Nobilo,50.92,83,163,+51.00
139,0,01457,Jay Haas,50.82,62,122,+37.00
140,0,01282,Trevor Dodds,50.79,64,126,+57.00
141,0,01599,Steve Jones,50.75,68,134,+43.00
142,0,02110,Jerry Smith,50.68,74,146,+48.00
143,0,01331,Rick Fehr,50.67,76,150,+55.00
144,0,01927,Dennis Paulson,50.62,82,162,+55.00
145,0,01975,Tom Purtzer,50.43,58,115,+40.00
146,0,02170,Hal Sutton,50.38,67,133,+44.00
147,0,01771,Blaine McCallister,50.36,69,137,+49.00
147,0,10649,Tom Scherrer,50.36,70,139,+50.00
149,0,08045,Perry Moss,50.00,38,76,+24.00
150,0,08537,J.P. Hayes,49.70,82,165,+64.00
151,0,08385,Omar Uresti,49.69,80,161,+62.00
152,0,10213,Dicky Pride,49.68,78,157,+68.00
153,0,12388,Michael Clark II,49.59,60,121,+25.00
154,0,06613,Tommy Tolles,49.53,53,107,+41.00
155,0,12660,Jesper Parnevik,49.50,50,101,+25.00
156,0,01307,Joel Edwards,49.39,81,164,+42.00
157,0,01313,Steve Elkington,49.32,36,73,+33.00
158,0,01510,Nolan Henke,49.22,63,128,+65.00
159,0,02245,Grant Waite,49.12,56,114,+33.00
160,0,19822,Bobby Cochran,48.97,71,145,+64.00
161,0,02101,Joey Sindelar,48.82,62,127,+41.00
162,0,01374,Robin Freeman,48.48,80,165,+63.00
162,0,01388,Robert Gamez,48.48,64,132,+41.00
164,0,01072,Chip Beck,48.45,47,97,+38.00
165,0,01024,Billy Andrade,48.20,67,139,+43.00
166,0,06575,Dudley Hart,48.08,50,104,+38.00
167,0,01185,Brandel Chamblee,47.83,44,92,+31.00
168,0,01035,Tommy Armour III,47.65,71,149,+54.00
169,0,01685,J.L. Lewis,47.25,86,182,+55.00
170,0,01533,P.H. Horgan III,47.22,51,108,+52.00
171,0,10117,Bob Heintz,47.13,74,157,+74.00
172,0,20094,Jonathan Kaye,47.09,81,172,+55.00
173,0,06809,Bob Burns,46.95,77,164,+73.00
173,0,01261,Jay Delsing,46.95,77,164,+60.00
175,0,06062,Charles Raulerson,46.54,74,159,+60.00
176,0,01489,Steve Hart,46.53,67,144,+80.00
177,0,23125,Brad Elder,46.49,86,185,+80.00
178,0,12753,David Morland IV,46.36,70,151,+60.00
179,0,06036,Scott Dunlap,46.11,83,180,+68.00
180,0,01887,Mark O'Meara,46.07,41,89,+46.00
181,0,07763,Doug Dunakey,46.03,58,126,+43.00
182,0,23614,Rich Beem,44.52,65,146,+53.00
183,0,24356,Jason Buha,43.88,61,139,+61.00
184,0,01926,Steve Pate,43.75,63,144,+64.00
185,0,10201,Matt Gogel,43.56,71,163,+72.00
186,0,06621,Joe Durant,42.42,56,132,+54.00
186,0,01326,Nick Faldo,42.42,28,66,+38.00
188,0,06004,Stephen Ames,42.36,61,144,+71.00
189,0,10962,Bradley Hughes,41.50,61,147,+74.00
190,0,01203,Russ Cochran,40.63,39,96,+36.00
191,0,20574,Mathew Goggin,39.86,55,138,+56.00
192,0,07363,Craig Bowden,39.45,43,109,+67.00
193,0,02133,Craig Stadler,38.74,43,111,+54.00
194,0,20445,Casey Martin,35.97,50,139,+59.00
195,0,01943,Chris Perry,32.86,46,140,+66.00
