RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
1,0,06522,Ernie Els,67.62,261,386
2,0,01761,Len Mattiace,67.26,452,672
3,0,08793,Tiger Woods,67.08,216,322
4,0,20098,Stuart Appleby,66.32,317,478
5,0,07457,Steve Flesch,65.26,402,616
6,0,01810,Phil Mickelson,65.22,285,437
7,0,02110,Jerry Smith,65.11,405,622
8,0,01042,Paul Azinger,64.86,275,424
9,0,06078,Esteban Toledo,64.55,437,677
10,0,06431,Jean Van de Velde,64.50,258,400
11,0,06315,Pete Jordan,64.33,404,628
12,0,01569,Peter Jacobsen,64.30,254,395
13,0,20127,Chris Riley,64.15,383,597
14,0,01361,Dan Forsman,64.12,336,524
15,0,01945,Kenny Perry,63.90,246,385
16,0,02239,Scott Verplank,63.80,363,569
17,0,12680,Shigeki Maruyama,63.65,331,520
18,0,06012,Greg Kraft,63.56,389,612
19,0,02010,Loren Roberts,63.53,317,499
20,0,11032,Frank Lickliter II,63.49,407,641
21,0,02170,Hal Sutton,63.29,300,474
22,0,10809,Jim Furyk,63.17,331,524
23,0,01307,Joel Edwards,63.09,347,550
24,0,01116,Michael Bradley,63.08,299,474
25,0,06643,Paul Goydos,62.93,399,634
26,0,20229,Stewart Cink,62.85,318,506
27,0,10885,Robert Allenby,62.83,333,530
28,0,01161,Mark Calcavecchia,62.80,309,492
29,0,11653,Paul Curry,62.74,298,475
30,0,01996,Mike Reid,62.68,262,418
31,0,06595,Kevin Sutherland,62.66,334,533
32,0,01157,Tom Byrum,62.55,329,526
33,0,01381,Fred Funk,62.14,371,597
33,0,01968,Nick Price,62.14,215,346
35,0,12645,Brent Geiberger,62.13,274,441
36,0,01938,David Peoples,62.08,334,538
37,0,01331,Rick Fehr,62.05,291,469
38,0,10860,Justin Leonard,62.02,320,516
39,0,08075,Jerry Kelly,61.99,411,663
40,0,01797,Rocco Mediate,61.96,259,418
41,0,10912,Craig Perks,61.89,328,530
42,0,01139,Olin Browne,61.85,347,561
43,0,06575,Dudley Hart,61.83,243,393
44,0,01489,Steve Hart,61.80,330,534
45,0,12660,Jesper Parnevik,61.73,242,392
45,0,20095,Carl Paulson,61.73,371,601
47,0,01320,Bob Estes,61.65,246,399
48,0,19846,Brian Gay,61.62,387,628
49,0,19881,Robert Damron,61.58,367,596
50,0,06332,Neal Lancaster,61.55,365,593
51,0,01219,John Cook,61.52,291,473
52,0,01577,Lee Janzen,61.48,324,527
53,0,01418,Bill Glasson,61.22,322,526
54,0,10649,Tom Scherrer,61.19,350,572
55,0,11011,Mike Sposa,61.17,282,461
56,0,01203,Russ Cochran,61.15,255,417
57,0,01329,Brad Faxon,61.14,376,615
58,0,01374,Robin Freeman,61.13,379,620
58,0,02104,Jeff Sluman,61.13,379,620
60,0,06621,Joe Durant,61.11,286,468
61,0,20094,Jonathan Kaye,61.10,421,689
62,0,01823,Larry Mize,61.09,270,442
63,0,01707,Steve Lowery,61.04,365,598
64,0,24357,K.J. Choi,60.98,322,528
65,0,08547,John Maginnes,60.96,395,648
66,0,01527,Scott Hoch,60.89,355,583
67,0,07867,Woody Austin,60.88,372,611
68,0,21593,Keith Nolan,60.84,247,406
