RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
69,0,01771,Blaine McCallister,60.83,351,577
70,0,08385,Omar Uresti,60.82,371,610
71,0,19824,Craig Barlow,60.76,350,576
72,0,01920,Craig Parry,60.72,235,387
73,0,01024,Billy Andrade,60.69,352,580
74,0,06350,Bob May,60.68,284,468
75,0,06004,Stephen Ames,60.66,333,549
75,0,01035,Tommy Armour III,60.66,330,544
75,0,12782,Tim Herron,60.66,333,549
78,0,01098,Jay Don Blake,60.64,362,597
79,0,06140,Sean Murphy,60.63,385,635
80,0,10423,Mike Weir,60.54,316,522
81,0,01376,Bob Friend,60.52,371,613
82,0,08375,Paul Stankowski,60.51,259,428
83,0,20593,Greg Chalmers,60.42,313,518
84,0,01723,Andrew Magee,60.36,271,449
84,0,02214,Kirk Triplett,60.36,306,507
86,0,09011,David Duval,60.30,202,335
87,0,01941,Tom Pernice Jr.,60.19,378,628
88,0,01928,Corey Pavin,60.15,326,542
89,0,01905,Joe Ozaki,60.06,191,318
90,0,07753,Kevin Wentworth,60.00,342,570
91,0,01132,Mark Brooks,59.96,337,562
92,0,21949,Joe Ogilvie,59.86,346,578
93,0,08993,Franklin Langham,59.85,319,533
94,0,12652,Cameron Beckman,59.83,289,483
95,0,01014,Fulton Allem,59.75,282,472
96,0,10963,Jimmy Green,59.74,316,529
97,0,01553,John Huston,59.70,280,469
98,0,02245,Grant Waite,59.66,284,476
99,0,01175,Jim Carter,59.64,368,617
100,0,21209,Sergio Garcia,59.57,196,329
101,0,10425,Jay Williamson,59.46,377,634
102,0,21805,Harrison Frazar,59.44,255,429
103,0,06036,Scott Dunlap,59.41,341,574
103,0,08545,Glen Hnatiuk,59.41,281,473
105,0,06515,Shaun Micheel,59.40,316,532
106,0,01926,Steve Pate,59.31,325,548
107,0,23621,Rory Sabbatini,59.17,326,551
108,0,01887,Mark O'Meara,59.16,226,382
109,0,10457,Frank Nobilo,59.15,336,568
110,0,02279,Mark Wiebe,59.14,343,580
111,0,08931,Glen Day,59.11,331,560
112,0,01706,Davis Love III,59.06,290,491
113,0,23125,Brad Elder,59.04,395,669
114,0,22064,Craig Spence,59.01,347,588
115,0,01040,Emlyn Aubrey,58.88,252,428
116,0,06581,David Sutherland,58.87,355,603
117,0,01063,Ben Bates,58.86,382,649
118,0,07101,Dave Stockton Jr.,58.82,330,561
119,0,20043,Edward Fryatt,58.78,358,609
120,0,07749,Brett Quigley,58.75,235,400
121,0,01724,Jeff Maggert,58.69,260,443
122,0,01185,Brandel Chamblee,58.66,227,387
123,0,01093,Ronnie Black,58.64,285,486
124,0,08537,J.P. Hayes,58.60,327,558
125,0,06251,Chris DiMarco,58.55,363,620
126,0,01142,Bart Bryant,58.48,269,460
126,0,01599,Steve Jones,58.48,269,460
128,0,02218,Ted Tryba,58.44,464,794
129,0,01943,Chris Perry,58.43,312,534
130,0,20099,Doug Barron,58.42,281,481
131,0,01323,Brad Fabel,58.37,359,615
132,0,20105,Jeff Gove,58.28,292,501
133,0,12449,Ryan Howison,58.25,332,570
134,0,01533,P.H. Horgan III,58.12,247,425
135,0,06567,Vijay Singh,58.08,266,458
136,0,12388,Michael Clark II,58.07,295,508
137,0,20029,Notah Begay III,57.99,265,457
138,0,02206,David Toms,57.98,327,564
139,0,10585,Scott McCarron,57.96,375,647
140,0,10569,Mike Brisky,57.91,322,556
140,0,01326,Nick Faldo,57.91,172,297
142,0,21007,Gabriel Hjertstedt,57.88,312,539
143,0,06044,Scott Gump,57.84,365,631
144,0,02223,Bob Tway,57.82,281,486
145,0,06090,Jim McGovern,57.78,193,334
146,0,01619,Skip Kendall,57.77,379,656
147,0,10117,Bob Heintz,57.76,346,599
147,0,02257,Brian Watts,57.76,309,535
149,0,01261,Jay Delsing,57.54,355,617
150,0,01457,Jay Haas,57.53,294,511
151,0,01378,David Frost,57.48,242,421
152,0,01072,Chip Beck,57.34,207,361
153,0,01685,J.L. Lewis,57.22,333,582
154,0,06088,Steve Gotsche,57.19,318,556
155,0,01927,Dennis Paulson,57.09,298,522
156,0,23656,Jason Caron,57.06,291,510
157,0,12823,Carlos Franco,56.95,295,518
158,0,01677,Tom Lehman,56.90,198,348
159,0,01226,Fred Couples,56.85,195,343
160,0,02131,Mike Springer,56.83,308,542
161,0,01388,Robert Gamez,56.68,246,434
162,0,06613,Tommy Tolles,56.25,234,416
163,0,12753,David Morland IV,56.15,306,545
164,0,10201,Matt Gogel,55.97,300,536
165,0,07763,Doug Dunakey,55.94,278,497
166,0,19822,Bobby Cochran,55.83,292,523
167,0,06014,Eric Booker,55.73,321,576
168,0,01766,Billy Mayfair,55.58,284,511
169,0,01282,Trevor Dodds,55.39,303,547
169,0,06617,Brian Henninger,55.39,303,547
171,0,08535,Gary Nicklaus,55.32,286,517
172,0,06527,Steve Stricker,55.06,223,405
173,0,02246,Duffy Waldorf,54.96,227,413
174,0,01313,Steve Elkington,54.93,167,304
175,0,24356,Jason Buha,54.85,277,505
176,0,20574,Mathew Goggin,54.67,275,503
177,0,10213,Dicky Pride,54.59,339,621
178,0,10962,Bradley Hughes,54.55,288,528
179,0,06062,Charles Raulerson,54.27,362,667
180,0,22913,John Rollins,54.19,252,465
181,0,20445,Casey Martin,54.14,281,519
182,0,01549,Mike Hulbert,54.04,308,570
183,0,08243,Aaron Bengoechea,53.94,267,495
184,0,02101,Joey Sindelar,53.78,263,489
185,0,08045,Perry Moss,53.57,165,308
186,0,02133,Craig Stadler,53.55,219,409
187,0,23614,Rich Beem,53.12,264,497
187,0,06809,Bob Burns,53.12,298,561
189,0,06573,Brandt Jobe,53.00,274,517
190,0,01408,Kelly Gibson,52.54,238,453
191,0,01975,Tom Purtzer,52.47,170,324
192,0,01249,John Daly,52.23,246,471
193,0,01510,Nolan Henke,51.92,270,520
194,0,01191,Barry Cheesman,51.54,302,586
195,0,07363,Craig Bowden,51.45,195,379
