RANK,MOVEMENT,PLAYER_ID,PLAYER,RATING
1,0,27141,J.B. Holmes,9.9
2,0,27436,Graham DeLaet,9.8
3,0,25804,Bubba Watson,9.7
4,0,24358,Robert Garrigus,9.6
5,0,25274,Steven Bowditch,9.5
5,0,31323,Gary Woodland,9.5
7,0,27072,Alvaro Quiros,9.4
7,0,30692,Scott Stallings,9.4
9,0,30925,Dustin Johnson,9.3
10,0,23349,Charles Warren,9.2
11,0,21805,Harrison Frazar,9.1
11,0,28237,Rory McIlroy,9.1
11,0,25818,Scott Piercy,9.1
11,0,35617,Martin Trainer,9.1
11,0,27064,Jhonattan Vegas,9.1
16,0,23497,Tag Ridings,9.0
17,0,30946,Alex Prugh,8.9
18,0,23320,Ryan Palmer,8.8
18,0,29484,Peter Uihlein,8.8
20,0,20848,Ángel Cabrera,8.7
20,0,01249,John Daly,8.7
20,0,32874,Erick Justesen,8.7
20,0,27330,Josh Teater,8.7
20,0,20396,Lee Westwood,8.7
20,0,23322,Brett Wetterich,8.7
26,0,27124,Chris Baryla,8.6
26,0,24502,Adam Scott,8.6
26,0,23788,D.J. Trahan,8.6
29,0,12716,Charley Hoffman,8.5
29,0,27936,Martin Laird,8.5
29,0,29289,S.Y. Noh,8.5
29,0,29223,Sam Saunders,8.5
29,0,30110,Kyle Stanley,8.5
29,0,34072,Will Strickler,8.5
35,0,11123,Chris Couch,8.4
35,0,26300,Matt Jones,8.4
35,0,27797,Derek Lamely,8.4
35,0,22913,John Rollins,8.4
35,0,27095,Nick Watney,8.4
40,0,32366,Kevin Chappell,8.3
40,0,28089,Jason Day,8.3
40,0,20574,Mathew Goggin,8.3
40,0,22892,Jason Gore,8.3
40,0,26289,Boo Weekley,8.3
45,0,25936,Alex Aragon,8.2
45,0,32102,Rickie Fowler,8.2
45,0,33399,Adam Hadwin,8.2
45,0,35087,Bio Kim,8.2
45,0,27120,Troy Matteson,8.2
45,0,31401,Zack Miller,8.2
45,0,34360,Patrick Reed,8.2
52,0,27896,Ross Fisher,8.1
52,0,33461,Morgan Hoffmann,8.1
52,0,01810,Phil Mickelson,8.1
55,0,22371,Aaron Baddeley,8.0
55,0,33141,Keegan Bradley,8.0
55,0,23409,James Driscoll,8.0
55,0,23623,Bo Van Pelt,8.0
59,0,20850,Daniel Chopra,7.9
59,0,30750,Tommy Gainey,7.9
59,0,21209,Sergio Garcia,7.9
59,0,31557,Jim Herman,7.9
59,0,01706,Davis Love III,7.9
59,0,24140,Sean O'Hair,7.9
59,0,28486,Michael Putnam,7.9
59,0,26287,Roland Thatcher,7.9
67,0,35450,Patrick Cantlay,7.8
67,0,06573,Brandt Jobe,7.8
67,0,26329,Louis Oosthuizen,7.8
70,0,24461,Thomas Aiken,7.7
70,0,25364,Paul Casey,7.7
70,0,24924,Bill Haas,7.7
70,0,29718,Anthony Kim,7.7
70,0,28475,Jeff Overton,7.7
70,0,01978,Fran Quinn,7.7
70,0,26331,Charl Schwartzel,7.7
77,0,21633,Steve Allan,7.6
77,0,32698,Bobby Gates,7.6
