RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,21528,Henrik Stenson,77.02,610,792,-162.00
2,0,06527,Steve Stricker,76.19,480,630,-153.00
3,0,27436,Graham DeLaet,75.65,1103,1458,-271.00
4,0,25804,Bubba Watson,75.14,798,1062,-217.00
5,0,22405,Justin Rose,74.76,619,828,-170.00
6,0,24502,Adam Scott,74.49,590,792,-158.00
7,0,10809,Jim Furyk,74.48,858,1152,-217.00
8,0,24846,Ricky Barnes,74.27,869,1170,-160.00
9,0,24924,Bill Haas,74.15,921,1242,-227.00
10,0,21209,Sergio Garcia,74.00,626,846,-175.00
11,0,24024,Zach Johnson,73.63,888,1206,-227.00
12,0,24781,Hunter Mahan,73.45,899,1224,-235.00
13,0,27095,Nick Watney,73.44,965,1314,-232.00
14,0,25444,Justin Hicks,73.40,872,1188,-182.00
15,0,26679,Kevin Stadler,73.19,909,1242,-242.00
16,0,25900,Lucas Glover,73.18,685,936,-143.00
17,0,23638,Brendon de Jonge,73.08,1276,1746,-312.00
18,0,26289,Boo Weekley,73.03,1091,1494,-243.00
19,0,24357,K.J. Choi,73.02,828,1134,-181.00
20,0,33141,Keegan Bradley,72.99,946,1296,-277.00
21,0,31557,Jim Herman,72.85,577,792,-123.00
22,0,23621,Rory Sabbatini,72.84,944,1296,-259.00
23,0,06567,Vijay Singh,72.80,629,864,-106.00
24,0,23353,J.J. Henry,72.67,968,1332,-194.00
25,0,28780,Nicholas Thompson,72.55,1123,1548,-258.00
26,0,29420,Billy Horschel,72.49,1083,1494,-303.00
27,0,32200,Roberto Castro,72.29,1093,1512,-255.00
28,0,25686,Jason Dufner,72.22,793,1098,-186.00
28,0,30925,Dustin Johnson,72.22,663,918,-188.00
30,0,27933,John Merrick,72.14,883,1224,-219.00
31,0,34174,John Huh,71.93,971,1350,-218.00
32,0,20229,Stewart Cink,71.83,724,1008,-169.00
32,0,01724,Jeff Maggert,71.83,737,1026,-153.00
34,0,20396,Lee Westwood,71.79,659,918,-149.00
35,0,23788,D.J. Trahan,71.78,491,684,-105.00
36,0,23452,Nicolas Colsaerts,71.76,465,648,-91.00
36,0,30110,Kyle Stanley,71.76,775,1080,-161.00
38,0,23108,Matt Kuchar,71.74,891,1242,-260.00
39,0,22913,John Rollins,71.73,878,1224,-208.00
40,0,34046,Jordan Spieth,71.72,865,1206,-258.00
41,0,12510,Chad Campbell,71.68,929,1296,-210.00
42,0,29221,Webb Simpson,71.67,903,1260,-252.00
43,0,21878,Mark Wilson,71.56,644,900,-123.00
44,0,21961,Charles Howell III,71.53,1030,1440,-267.00
45,0,32366,Kevin Chappell,71.48,862,1206,-206.00
46,0,22378,Trevor Immelman,71.42,797,1116,-125.00
47,0,24361,Pat Perez,71.35,822,1152,-211.00
48,0,30926,Chris Kirk,71.33,1040,1458,-306.00
49,0,08793,Tiger Woods,71.32,552,774,-193.00
50,0,23320,Ryan Palmer,71.26,885,1242,-261.00
51,0,08075,Jerry Kelly,71.18,820,1152,-196.00
52,0,06573,Brandt Jobe,71.07,678,954,-159.00
53,0,34099,Harris English,71.00,1048,1476,-289.00
54,0,33419,Cameron Tringale,70.96,958,1350,-221.00
55,0,26300,Matt Jones,70.95,894,1260,-224.00
55,0,31323,Gary Woodland,70.95,1060,1494,-290.00
57,0,27214,Kevin Streelman,70.92,868,1224,-224.00
58,0,31202,William McGirt,70.89,906,1278,-214.00
59,0,20645,John Senden,70.86,778,1098,-160.00
60,0,26476,Chez Reavie,70.81,854,1206,-201.00
61,0,28475,Jeff Overton,70.80,943,1332,-236.00
62,0,24358,Robert Garrigus,70.75,624,882,-178.00
63,0,36884,Ben Kohles,70.70,789,1116,-155.00
64,0,30944,Jason Kokrak,70.68,916,1296,-240.00
65,0,27936,Martin Laird,70.65,674,954,-148.00
65,0,27503,Steve LeBrun,70.65,674,954,-143.00
65,0,26331,Charl Schwartzel,70.65,686,971,-214.00
68,0,28237,Rory McIlroy,70.60,521,738,-158.00
69,0,22056,Cameron Percy,70.57,724,1026,-149.00
70,0,28307,Matt Every,70.56,1016,1440,-278.00
71,0,27649,Brandt Snedeker,70.50,736,1044,-216.00
72,0,34098,Russell Henley,70.45,837,1188,-227.00
73,0,12716,Charley Hoffman,70.32,924,1314,-261.00
