RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,23788,D.J. Trahan,60.09,140,233
2,0,06567,Vijay Singh,59.69,191,320
3,0,21961,Charles Howell III,58.35,325,557
4,0,30925,Dustin Johnson,58.30,267,458
5,0,27436,Graham DeLaet,58.04,260,448
6,0,25804,Bubba Watson,57.92,245,423
7,0,27095,Nick Watney,57.08,258,452
8,0,27129,Luke List,56.93,263,462
9,0,28307,Matt Every,56.67,289,510
10,0,24846,Ricky Barnes,56.59,219,387
11,0,31323,Gary Woodland,56.10,299,533
12,0,33419,Cameron Tringale,55.93,231,413
13,0,29221,Webb Simpson,55.88,252,451
14,0,28780,Nicholas Thompson,55.85,272,487
15,0,25632,Jimmy Walker,55.81,312,559
16,0,24494,Erik Compton,55.63,247,444
17,0,21209,Sergio Garcia,55.59,189,340
18,0,29420,Billy Horschel,55.53,266,479
19,0,23621,Rory Sabbatini,55.43,255,460
20,0,27330,Josh Teater,55.13,247,448
21,0,34360,Patrick Reed,55.12,280,508
22,0,24781,Hunter Mahan,55.03,219,398
23,0,27770,Camilo Villegas,54.97,238,433
24,0,23452,Nicolas Colsaerts,54.93,167,304
25,0,22913,John Rollins,54.87,231,421
26,0,24502,Adam Scott,54.86,175,319
27,0,28089,Jason Day,54.70,256,468
28,0,06527,Steve Stricker,54.64,106,194
29,0,30944,Jason Kokrak,54.62,278,509
30,0,30163,Henrik Norlander,54.50,206,378
31,0,28500,Martin Flores,54.29,291,536
32,0,27120,Troy Matteson,54.15,222,410
33,0,21528,Henrik Stenson,54.10,145,268
34,0,34046,Jordan Spieth,54.08,199,368
35,0,21878,Mark Wilson,53.99,115,213
36,0,23638,Brendon de Jonge,53.97,279,517
37,0,25686,Jason Dufner,53.56,203,379
38,0,01810,Phil Mickelson,53.55,249,465
39,0,24357,K.J. Choi,53.52,213,398
39,0,26289,Boo Weekley,53.52,251,469
41,0,30852,Ryo Ishikawa,53.33,232,435
42,0,12716,Charley Hoffman,53.28,252,473
43,0,22405,Justin Rose,53.27,163,306
44,0,25274,Steven Bowditch,53.18,226,425
45,0,33461,Morgan Hoffmann,53.17,201,378
46,0,01116,Michael Bradley,53.11,171,322
47,0,24358,Robert Garrigus,53.10,214,403
47,0,24361,Pat Perez,53.10,197,371
49,0,22056,Cameron Percy,53.07,199,375
50,0,26679,Kevin Stadler,53.05,209,394
51,0,27503,Steve LeBrun,53.04,183,345
52,0,34409,David Lingmerth,53.01,176,332
53,0,20229,Stewart Cink,52.96,224,423
54,0,33869,Eric Meierdierks,52.94,144,272
54,0,20572,Rod Pampling,52.94,117,221
56,0,24924,Bill Haas,52.93,235,444
57,0,20848,Ángel Cabrera,52.91,236,446
58,0,23541,Ben Crane,52.85,167,316
59,0,20098,Stuart Appleby,52.74,231,438
60,0,30110,Kyle Stanley,52.61,212,403
61,0,22378,Trevor Immelman,52.55,196,373
62,0,20645,John Senden,52.45,225,429
63,0,27556,Ted Potter Jr.,52.38,143,273
64,0,27644,Brian Harman,52.36,244,466
65,0,06522,Ernie Els,52.32,192,367
66,0,34099,Harris English,52.29,286,547
67,0,23497,Tag Ridings,52.26,220,421
68,0,29740,Brad Fritsch,52.22,235,450
69,0,25900,Lucas Glover,52.16,181,347
70,0,35539,Luke Guthrie,52.14,231,443
71,0,31557,Jim Herman,52.10,149,286
72,0,32366,Kevin Chappell,51.98,223,429
73,0,30692,Scott Stallings,51.97,237,456
74,0,23353,J.J. Henry,51.64,205,397
75,0,30926,Chris Kirk,51.59,259,502
76,0,29518,Brendan Steele,51.48,226,439
77,0,10809,Jim Furyk,51.40,165,321
78,0,29479,Scott Brown,51.32,175,341
79,0,27214,Kevin Streelman,51.28,201,392
80,0,33418,Shawn Stefani,51.27,202,394
81,0,23320,Ryan Palmer,51.18,238,465
82,0,25834,Daniel Summerhays,51.14,224,438
83,0,25444,Justin Hicks,51.10,162,317
84,0,28475,Jeff Overton,51.09,234,458
85,0,26951,Johnson Wagner,51.01,177,347
86,0,32698,Bobby Gates,50.99,155,304
87,0,20396,Lee Westwood,50.97,184,361
88,0,37273,Derek Ernst,50.94,163,320
88,0,27936,Martin Laird,50.94,189,371
90,0,23108,Matt Kuchar,50.90,254,499
91,0,33141,Keegan Bradley,50.88,231,454
92,0,28259,Sangmoon Bae,50.73,244,481
93,0,10213,Dicky Pride,50.62,164,324
94,0,32334,Charlie Beljan,50.57,176,348
94,0,31560,Brian Stuard,50.57,177,350
96,0,32200,Roberto Castro,50.34,222,441
97,0,34174,John Huh,50.26,195,388
97,0,26331,Charl Schwartzel,50.26,192,382
99,0,26851,Marc Leishman,50.23,223,444
100,0,23409,James Driscoll,50.22,232,462
101,0,24490,George McNeill,50.15,164,327
102,0,32448,James Hahn,50.12,214,427
103,0,32102,Rickie Fowler,50.00,196,392
103,0,06573,Brandt Jobe,50.00,143,286
103,0,08075,Jerry Kelly,50.00,147,294
103,0,31202,William McGirt,50.00,197,394
103,0,20691,Greg Owen,50.00,199,398
103,0,27649,Brandt Snedeker,50.00,207,414
109,0,29289,S.Y. Noh,49.89,226,453
110,0,19970,Robert Karlsson,49.83,144,289
111,0,22295,Darron Stiles,49.77,110,221
112,0,28237,Rory McIlroy,49.69,161,324
113,0,34431,Robert Streb,49.62,198,399
114,0,26300,Matt Jones,49.51,202,408
115,0,24024,Zach Johnson,49.43,174,352
116,0,02206,David Toms,49.27,101,205
117,0,27408,Martin Kaymer,49.20,154,313
118,0,25818,Scott Piercy,49.18,240,488
119,0,23623,Bo Van Pelt,49.15,174,354
120,0,21099,David Lynn,49.11,193,393
121,0,25562,Andres Romero,49.00,172,351
122,0,26476,Chez Reavie,48.99,146,298
123,0,27895,Jonas Blixt,48.92,226,462
124,0,27933,John Merrick,48.85,213,436
125,0,27963,Chris Stroud,48.81,225,461
126,0,21731,Freddie Jacobson,48.77,179,367
127,0,22961,David Mathis,48.72,171,351
128,0,28455,Will Claxton,48.62,159,327
129,0,26758,David Hearn,48.50,226,466
130,0,24227,Justin Bolli,48.31,143,296
130,0,32150,Michael Thompson,48.31,172,356
132,0,08793,Tiger Woods,48.25,152,315
133,0,12782,Tim Herron,48.16,144,299
134,0,30750,Tommy Gainey,48.15,247,513
135,0,29425,Andrew Svoboda,47.92,115,240
136,0,28679,Fabián Gómez,47.83,165,345
137,0,22046,Geoff Ogilvy,47.57,147,309
138,0,24399,Scott Gardiner,47.51,162,341
139,0,21753,Brian Davis,47.49,189,398
140,0,36884,Ben Kohles,47.48,151,318
141,0,22806,Doug LaBelle II,47.17,150,318
142,0,20593,Greg Chalmers,47.09,178,378
143,0,34021,Bud Cauley,47.08,169,359
144,0,28092,D.H. Lee,47.06,144,306
